"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"99","16_711_A_1",16.711,25,21,38,6.23034444444444,3.97285,0.799236,113.176848420903,56.5884242104517,5.09295817894065,29921,NA,NA,16,16,711,"A","1",0,1985,"J","0011",1998,"","2-1",2003,78,1,1,1,90,65,1,2,3,2,2,4,"09/11/03 00:00:00","12/30/99 17:32:00",1,2,1,1,11,2,NA,NA,"4","0","",0,NA,154,0,3.5,0,2,"1",1,"SE HA LOCALIZADO EL CENTRO A TRAVES DE LAS FOTOS DEL IFN2 Y CROQUIS. SE HA DEJADO UN 10% PARA EL RESTO DE LAS   SP. SE HA MODIFICADO LA  COMPOSICION  ESPECIFICA POR  CONSIDERAR Q NO HAY      SUFICIENTE  ENEBRO PARA FORMAR  SUBPISO. PIES NUMERO 1, 2 DIAMETROS  COMPROBADOS. LOS  DAÑOS A LOS PINOS SON  POR  PROCESIONARIA YA Q HAY BOLSONES EN   ALGUNOS PIES. OTRO POSIBLE MODELO   COMBUSTIBLE ES EL 05. HAY CARDO EN LA   PARCELA. LA PRESENCIA DE ENDRINO Y   QUEJIGO EN EL ANTERIOR INVENTARIO SE HA   COMPROBADO,SIN ESTAR PRESENTE EN LA   ACTUALIDAD.",3,79,"09/11/03 00:00:00","12/30/99 16:02:09","09/11/03 00:00:00","12/30/99 17:35:57",94,215,142,343,10,62397,20,21,62397,19,22,"D",4,"16.711.A.1","IFN3","16_711",30.48125,4877.80899009251,2477.21485823673,11.0024304444444,174.858230810296,0,27.8957928802589,14.1669902912621,28.3045552499318,14.5929347826087,50.7854010533887,47.8751192375926,213.413448740166,51.8220177172051,96.4516429922124,-1.95248723038509,40.3210949833639,"1997_2007",3.24242424242424,16.1893939393939,9.71590909090909,619.100000598214,31.4010374943186
"100","16_717_A_1",16.717,21,25,NA,20.1786201111111,19.0750731111111,NA,1168.26801782477,249.413479707566,NA,29926,NA,NA,16,16,717,"A","1",0,1985,"K","0011",1998,"","2-3",2003,78,1,1,1,100,90,1,2,1,2,2,4,"09/03/03 00:00:00","12/30/99 13:32:00",1,1,1,1,7,3,NA,NA,"0","0","",0,NA,375,0,5.5,0,2,"1",2,"REJON ENCONTRADO POR CROQUIS DEL IFN2. NO DEJO OCUPACION PARA OTRAS ESPECIES. ARBOL N1,28,31,34,36,46 DIAMETROS COMPROBADOS. ARBOL N45 ENTRA POR PENDIENTE. EL ENEBRO FORMA  ALGO DE SUBPISO PERO NO ES REPRESENTATIVO.",8,5,"09/03/03 00:00:00","12/30/99 11:18:42","09/03/03 00:00:00","12/30/99 13:39:19",141,219,295,265,11,62771,8,33,62771,7,34,"D",4,"16.717.A.1","IFN3","16_717",42.4685929648241,23033.2570419104,18371.9978041652,39.2536932222222,1417.68149753234,0,16.2471310248478,12.959185710009,18.7761257695054,21.5,79.7629174664107,50.6256470936252,895.411286739123,12.3529932588658,22.9915111023121,-1.94156294681252,40.2669425493401,"1997_2007",3.48484848484848,16.6742424242424,10.0795454545455,606.945455648682,30.2270515546599
"101","16_718_A_3E",16.718,21,25,NA,20.17393125,7.45493402777778,NA,452.707393683613,244.037579407573,NA,29927,NA,NA,16,16,718,"A","3E",0,1998,"","2-3",1985,"K","0011",2003,78,1,1,1,95,45,1,2,3,2,2,5,"08/25/03 00:00:00","12/30/99 11:12:00",1,1,1,1,7,1,NA,NA,"0","0","",0,NA,323,0,4,0,1,"1",1,"NO DEJO OCUPACION PARA OTRAS ESPECIES. ARBOL N22 DIAMETROS     COMPROBADOS. ARBOL N26 ENTRA POR PENDIENTE. A 392 GRS HAY UN PIE QUE NO ENTRA POR DISTANCIA LATERAL. NO HAY REGENERACION NATURAL EN 5 MTS. LOS DAÑOS POR INSECTOS SON DE PROCESIONARIA. HAY CORTAS EN LOS ALREDEDORES.",8,5,"08/25/03 00:00:00","12/30/99 10:21:43","08/25/03 00:00:00","12/30/99 11:17:26",56,219,38,350,12,62420,2,39,62420,1,40,"D",4,"16.718.A.3E","IFN3","16_718",31.625,15061.7164589143,9031.15882633677,27.6288652777778,696.744973091186,0,21.6172588832487,12.9619289340102,22.4698235316423,14.6875,59.9610200535387,46.4426877470356,587.080407608834,25.7937922961828,48.007656890996,-1.94128199110165,40.2849576953527,"1997_2007",3.48484848484848,16.6742424242424,10.0795454545455,606.945455648682,30.2270515546599
"102","16_750_A_1",16.75,21,25,NA,10.1525194444444,2.178,NA,481.001605788839,173.302049144508,NA,29964,NA,NA,16,16,750,"A","1",0,1985,"L","0012",1998,"","4-2",2003,78,1,1,1,90,70,1,3,3,1,2,5,"08/06/03 00:00:00","12/30/99 12:49:00",1,1,1,1,7,2,NA,NA,"0","0","",0,NA,15,0,4,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2. CONSIDERO QUE LA PARCELA ESTA MAL PINCHADA. SUBPISO FORMADO PRINCIPALMENTE POR ENEBRO. NO DEJO OCUPACION PARA OTRAS ESPECIES. ARBOL N1,3  DIAMETROS COMPROBADOS. ARBOL N5 DIAMETROS CORRECTOS. HAY TOCONES DE CORTAS ANTIGUAS. LOS DAÑOS POR INSECTOS SON DE PROCESIONARIA.",8,5,"08/06/03 00:00:00","12/30/99 12:09:55","08/06/03 00:00:00","12/30/99 12:54:07",44,219,110,140,10,62427,14,27,62427,13,28,"D",4,"16.750.A.1","IFN3","16_750",24.55625,9514.63617568482,4863.06770558569,12.3305194444444,654.303654933348,0,14.5416216216216,7.43243243243243,15.4901660172912,10.625,51.1114415285109,43.2680071264953,303.476892588354,36.7943714307448,68.4820416821172,-2.20844210101179,40.5753734325423,"1997_2007",6.76515151515152,18.5454545454545,12.655303030303,540.990908926184,23.8792175148825
"103","16_760_A_1",16.76,25,21,NA,14.7753148611111,3.10541402777778,NA,310.387506794327,56.1640110288733,NA,29976,NA,NA,16,16,760,"A","1",0,1985,"K","0013",1998,"","2-4",2003,78,1,1,1,90,60,1,2,3,2,2,4,"08/20/03 00:00:00","12/30/99 09:56:00",1,2,1,1,5,2,NA,NA,"0","0","",0,NA,135,0,6.5,0,1,"2",1,"REJON ENCONTRADO POR PIES DEL IFN2.10%     DE OCUPACION PARA RESTO DE  ESPECIES.EL    ENEBRO FORMA ALGO DE  SUBPISO.ARBOL  N14,16  DIAMETROS  COMPROBADOS.LOS DAÑOS POR INSECTOS SON  DE PROCESIONARIA.HAY RESTOS DE UN  ANTIGUO INCENDIO.",8,5,"08/20/03 00:00:00","12/30/99 09:07:24","08/20/03 00:00:00","12/30/99 10:02:32",55,219,86,243,12,62420,18,23,62420,17,24,"D",4,"16.760.A.1","IFN3","16_760",36.9893854748603,8334.68264826058,4215.90833920891,17.8807288888889,366.551517823201,0,22.7380934002316,11.5015438054805,24.9218430943386,15.3463687150838,50.5827098298548,41.4885744060655,364.71402212259,34.0350866387063,63.3464340118821,-1.88247463905258,40.2844045916472,"1997_2007",3.34090909090909,16.469696969697,9.90530303030303,606.454545595429,30.4669838320063
"104","16_771_A_1",16.771,21,25,65,32.4400488333333,10.37458125,1.147725,522.169684401943,176.838825657661,45.978094670992,29988,NA,NA,16,16,771,"A","1",0,1985,"J","0015",1998,"","2-2",2003,78,1,1,1,100,80,1,3,3,2,2,4,"09/15/03 00:00:00","12/30/99 12:30:00",1,1,1,2,7,3,NA,NA,"0","0","",0,NA,360,0,2.5,0,3,"2",2,"
ENCONTRADO EL REJON POR LOS PIES  MAYORES Y FOTO DEL  IFN2.
EL  SUBPISO LO FORMA EL ENEBRO.
A LAS DEMAS SP NO LAS DOY OCUPACION POR SU ESCASEZ.
PINOS SILVESTRES ATACADOS EN ACICULAS, BROTES NUEVOS Y RAMILLAS; POSIBLE INSECTO CAUSANTE LA EVETRIA. PINOS LARICIOS TIENEN BOLSONES DE PROCESIONARIA.

PIE 2 ENTRA POR LA  MEDIA DE SUS DIAMETROS.
ACEBO A 27 GRADOS Y 10.12 MT AL LATERAL     SIN PTE NO ENTRA POR DISTANCIA.
PIE 5 TIENE UN CHASPE EN EL TRONCO. PINO A 23.60 MT Y 38 GRADOS CON DIAMETROS 423-423 NO ENTRA. PIE 6 DIFERENCIAS EN DIAMETROS. PIE 14 DIAMETROS COMPROBADOS, Y TAMBIEN TIENE MUERDAGO EN GUIA TERMINAL. PIE 17   DIAMETROS COMPROBADOS Y TAMBIEN ESTA  ALGO DOMINADO. PIE 22  DIAMETROS COMPROBADOS.
PIE 31TAMBIEN ESTA ALGO DOMINADO.
PIE 33 FORMA COMPROBADA. PINO LARICIO A  259 GRADOS Y 16.50 MTCON DIAMETROS  434-408 NO ENTRA. PIE 34 TAMBIEN  ESTA ALGO DOMINADO.
PIE 36 TAMBIEN ESTA  ALGO    DOMINADO.
PINO LARICIO A 348 GRADOS Y 10.10 MT AL LATERAL SIN  PTE NO ENTRA POR  POCO. PIE 40 TAMBIEN ESTA ALGO  DOMINADO.
PINO  A     392 GRADOS Y  21.60 MT NO ENTRA  POR DIAMETROS.FUERA DE LOS 5.00 MT HAY  REGENERACION DE GUILLOMO Y MAJUELO.
NO HE CONSIDERADO CORTAS,YA QUE SOLO CORTARON UN PIE;EN LOS ALREDEDORES  FUERA DE 25 MT SI SE OBSERVAN CORTAS  ALGO MAS RECIENTES.FUERA DE LOS 10 MT HAY ONONIS ARAGONENSIS.HAY  PASTO,CARDOS,MUSGO Y LIQUENES.
ZONA FRECUENTADA POR GANADO OVINO.",3,26,"09/15/03 00:00:00","12/30/99 10:47:00","09/15/03 00:00:00","12/30/99 12:38:54",112,215,25,110,10,62397,16,25,62397,15,26,"D",4,"16.771.A.1","IFN3","16_771",42.359217877095,18641.7053075053,9743.32414502531,43.9623550833333,744.986604730596,0,25.0228731484998,13.0785225977972,27.4107742070883,17.5754189944134,52.2662706244078,41.4913680545481,863.611546199983,20.8458726706511,38.7985407990632,-1.86996299957951,40.3293269385693,"1997_2007",2.78030303030303,15.6666666666667,9.22348484848485,638.199999939312,33.1989753663011
"105","16_777_A_1",16.777,21,25,NA,14.7897083333333,6.18296319444444,NA,343.067321775863,297.089227104871,NA,29994,NA,NA,16,16,777,"A","1",0,1985,"K","0014",1998,"","2-4",2003,107,1,1,1,95,65,1,2,4,2,2,4,"08/08/03 00:00:00","12/30/99 13:55:00",1,1,1,1,7,2,NA,NA,"0","0","",0,NA,205,0,2.5,0,1,"1",1,"REJON ENCONTRADO POR PIES DEL IFN2. NO HAY SUBPISO, NO ES UNIFORME NI ABUNDANTE LA PRESENCIA DE ENEBRO. NO DEJO OCUPACION PARA OTRAS   ESPECIES.LOS DAÑOS POR INSECTOS SON DE  PROCESIONARIA.",8,5,"08/08/03 00:00:00","12/30/99 12:31:09","08/08/03 00:00:00","12/30/99 14:00:02",89,219,184,208,10,62427,4,37,62427,3,38,"D",4,"16.777.A.1","IFN3","16_777",30.13125,12105.5018103952,6486.44812512302,20.9726715277778,640.156548880735,0,18.9102209944751,10.1325966850829,20.4239077624066,13.25,53.5826455335622,43.9742791951877,462.770128483149,29.8291601178412,55.5183226971951,-1.85910359205562,40.2751676653106,"1997_2007",3.41666666666667,16.530303030303,9.97348484848485,597.727272922342,29.9260383181298
"106","16_778_A_3C",16.778,21,25,NA,18.6502004444444,7.91078222222222,NA,172.028809599773,66.774340568333,NA,29995,NA,NA,16,16,778,"A","3C",0,1985,"K","0014",1997,"","2-2",2004,107,1,1,1,0,65,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,190,0,9,0,1,"1",2,"REJON ENCONTRADO POR  REFERENCIAS DEL CROQUIS. COMPROBADO PIE A 290G. PIE 4 DIAMETROS COMPROBADOS. PIE 7 RUMBO COMPROBADO. PIE 10 DIAMETRO COMPROBADO.",16,14,"04/21/04 00:00:00","12/30/99 02:40:21","04/21/04 00:00:00","12/30/99 04:02:13",0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"16.778.A.3C","IFN3","16_778",41.9616751269036,8885.9104884946,3168.10292942214,26.5609826666667,238.803150168106,0,37.2101895734597,13.2665876777251,37.6319829060436,13.9517766497462,35.6531042432193,33.2488553127401,460.378981229492,46.3821054697894,86.3268254511442,-1.85880066275866,40.293182286587,"1997_2007",2.78030303030303,15.6666666666667,9.22348484848485,638.199999939312,33.1989753663011
"107","16_782_A_1",16.782,25,21,NA,8.62834791666667,1.60402777777778,NA,403.192522499468,45.978094670992,NA,30001,NA,NA,16,16,782,"A","1",0,1985,"M","0002",1998,"","3-3",2003,31,1,1,1,85,55,1,2,4,2,2,5,"08/18/03 00:00:00","12/30/99 11:02:00",1,1,1,1,7,1,NA,NA,"0","0","",0,NA,320,0,7,0,2,"1",2,"REJON ENCONTRADO POR PIES DEL IFN2.10%    DE OCUPACION PARA RESTO DE   ESPECIES.ARBOL N6 ENTRA POR  PENDIENTE.LOS DAÑOS POR INSECTOS SON DE  PROCESIONARIA.",8,5,"08/18/03 00:00:00","12/30/99 09:44:38","08/18/03 00:00:00","12/30/99 11:10:08",85,219,100,325,10,62420,27,14,62420,26,15,"D",4,"16.782.A.1","IFN3","16_782",26.7486486486487,6586.3620616196,3216.69823871286,10.2323756944444,449.17061717046,0,14.6633858267717,7.16141732283465,17.0309011648882,10.5945945945946,48.8387703047389,39.6079620086895,242.579456587995,44.5358748236516,82.890603030506,-1.84856545952793,40.2029923312082,"1997_2007",3.70454545454545,16.719696969697,10.2121212121212,579.345453782515,28.6632683280705
"108","16_784_A_1",16.784,21,25,NA,20.7549090277778,4.0518375,NA,675.524314012267,159.154943091895,NA,30003,NA,NA,16,16,784,"A","1",0,1985,"L","0001",1998,"","3-1",2003,107,1,1,2,90,70,1,1,3,3,2,5,"07/14/03 00:00:00","12/30/99 10:24:00",1,1,1,1,7,2,NA,NA,"0","3","4",0,NA,95,0,5.5,0,1,"1",1,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS ESPECIES. LA EDAD DE LA MASA HA SIDO ESTIMADA CON DATOS DEL IFN2.  ARBOL N13 ENTRA POR PENDIENTE. LOS RESTOS DE PODAS  PERMANECEN EN LA PARCELA.",8,5,"07/14/03 00:00:00","12/30/99 09:31:42","07/14/03 00:00:00","12/30/99 10:29:22",58,219,293,384,10,353433,12,29,353433,11,30,"D",4,"16.784.A.1","IFN3","16_784",24.248275862069,16035.9215494624,10046.2136856117,24.8067465277778,834.679257104162,0,19.2120762711864,12.0360169491525,19.4527118387477,12.2931034482759,62.6481842943946,50.6968145620023,558.006237006973,28.1564989976783,52.4051495650857,-1.84780257324996,40.2480291744788,"1997_2007",4.15909090909091,17.0681818181818,10.6136363636364,558.145452878692,27.0765159059123
"109","16_789_A_1",16.789,25,21,NA,10.5874905833333,7.52202444444444,NA,149.676382036645,48.6660448209884,NA,30008,NA,NA,16,16,789,"A","1",0,1985,"M","0002",1998,"","3-3",2003,31,1,1,1,95,65,1,2,3,2,2,4,"08/19/03 00:00:00","12/30/99 10:55:00",1,1,1,1,7,2,NA,NA,"0","4","",0,NA,215,0,9,0,1,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.10%  DE OCUPACION PARA RESTO DE ESPECIES.ARBOL N1 ENTRA POR PENDIENTE.ARBOL N9,10 RUMBO CORRECTO.ARBOL N16 MEDIDO POR DEBAJO DE 1.30.LOS DAÑOS POR INSECTOS SON DE  PROCESIONARIA.",8,5,"08/19/03 00:00:00","12/30/99 09:39:11","08/19/03 00:00:00","12/30/99 10:58:30",79,219,314,273,8,62420,22,19,62420,21,20,"D",4,"16.789.A.1","IFN3","16_789",41.6856382978723,6360.02251188385,2582.20053225317,18.1095150277778,198.342426857633,0,32.0658701854494,13.0189015691869,34.0957821833749,15.0132978723404,40.6004935898933,36.0155163393689,326.367169455114,47.2950933771068,88.0260874168462,-1.83727997240989,40.1758527046745,"1997_2007",3.70454545454545,16.719696969697,10.2121212121212,579.345453782515,28.6632683280705
"110","16_793_A_1",16.793,21,25,NA,11.418597,8.789583,NA,77.6676122288449,39.6118969473162,NA,30013,NA,NA,16,16,793,"A","1",0,1985,"J","0002",1998,"","1-1",2003,215,1,1,1,100,70,1,3,3,2,2,4,"08/20/03 00:00:00","12/30/99 14:52:00",1,1,1,1,7,3,NA,NA,"0","0","",0,NA,220,0,9.5,0,1,"2",2,"ENCONTRADO EL REJON POR LAS REFERENCIAS   DEL IFN2.
EL SUBPISO LO FORMA EL  ENEBRO.
NO RESERVO OCUPACION AL RESTO  DE  ESPECIES POR SU ESCASEZ.
PINOS  SILVESTRES DAÑADOS POR  PERFORADORES EN  RAMAS Y TRONCOS Y  ALGUNOS TIENEN  MUERDAGO;Y PINOS  LARICIOS CON BOLSONES  DE PROCESIONARIA.
PIE 1 DIAMETROS  COMPROBADOS.
PIE 3 DIFERENCIAS EN  DIAMETROS
PIE 5 ALTURA COMPROBADA.
PIE  8 Y 9 TAMBIEN TIENE PERFORADORES EN  RAMAS Y MUERDAGO.
PIE 12 TAMBIEN TIENE  PERFORADORES EN  RAMAS Y RUMBO CORRECTO..
PIE 15 MEDIDO  CON CINTA.
FUERA DE LOS 5.00 MT HAY  REGENERACION  DE PINO LARICIO Y  GUILLOMO.
EN LOS ALREDEDORES FUERA DE  LOS 25  MT,OTRO MODELO DE COMBUSTIBLE   02(PASTIZAL).
FISIOGRAFIA COMPROBADA Y  CORRECTA.
DENDROMETRIA COMPROBADA Y  CORRECTA.
HAY PASTO,MUSGO Y  LIQUENES.ZONA  FRECUENTADA POR GANADO  OVINO.",3,26,"08/20/03 00:00:00","12/30/99 13:21:29","08/20/03 00:00:00","12/30/99 15:00:33",99,215,70,320,10,62414,40,1,62414,39,2,"D",4,"16.793.A.1","IFN3","16_793",44.2346200241254,5187.81452502342,2273.21358895805,20.20818,117.279509176161,0,44.2346200241254,19.3828709288299,46.8389973923326,19.3828709288299,43.8183280838821,43.8183280838821,321.257746170291,47.639898370679,88.6678418217682,-1.83465615861275,40.3289765933601,"1997_2007",2.78030303030303,15.6666666666667,9.22348484848485,638.199999939312,33.1989753663011
"111","16_799_A_1",16.799,21,25,NA,20.8043151666667,6.57708125,NA,326.939620875885,116.713624934057,NA,30020,NA,NA,16,16,799,"A","1",0,1985,"J","0002",1998,"","1-1",2003,107,1,1,1,90,85,1,3,2,2,2,4,"08/18/03 00:00:00","12/30/99 12:52:00",1,1,1,1,7,2,NA,NA,"0","0","",0,NA,180,0,6.5,0,2,"3",2,"ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2. 
FCC  ARBOREA CORRECTA Y COMPROBADA.
 ELSUBPISO LO FORMA EL ENEBRO .  AL GUILLOMO Y MAJUELO NO LES  RESERVO OCUPACION POR  SU ESCASEZ. PINOS SILVESTRES CON MUERDAGO E INSECTOS PERFORADORES EN RAMAS Y TRONCOS;Y PINOS LARICIOS CON PROCESIONARIA. PIE 15 TAMBIEN ESTA DOMINADO.
PINO SILVESTRE  A    213  GRADOS Y 14.70  MT CON DIAMETROS 219-223 NO ENTRA POR POCO.
 PIE 18 MEDIDO A 1.40 MT PARA LIBRAR ENGROSAMIENTO EN EL FUSTE. 
PIE 20 FORMA  COMPROBADA.
 
PIE23 DIAMETROS COMPROBADOS,Y MEDIDO A 1.20 MT PARA LIBRAR RAMAS.
PIE 24 TAMBIEN TIENE MUCHOS  PERFORADORES EN EL TRONCO.
ALGUN PIE MENOR DE ENEBRO MEDIDO EN EL  IFN2 ESTA MUERTO Y DESCONOZCO EL MOTIVO DE SU MUERTE.
 FUERA DE LOS 5.0 MT HAY REGENERACION DE PINO LARICIO Y MAJUELO.
 
HAY ALGO DE PASTO.",3,26,"08/18/03 00:00:00","12/30/99 11:23:29","08/18/03 00:00:00","12/30/99 13:01:10",98,215,50,275,10,62408,10,31,62408,9,32,"D",4,"16.799.A.1","IFN3","16_799",36.6111413043478,11867.5899279084,5416.36102330338,27.3813964166667,443.653245809941,0,26.7496970663265,12.2085459183673,28.0324479301738,13.7445652173913,45.6399408490345,37.5420288133958,533.145678137871,34.5419747253236,64.289859044736,-1.82320020550686,40.3108431370098,"1997_2007",3.81060606060606,16.8409090909091,10.3257575757576,575.772725961425,28.3272455560597
"112","16_801_A_1",16.801,21,25,NA,10.1742271111111,2.413676,NA,109.215658726172,33.3871702841665,NA,30023,NA,NA,16,16,801,"A","1",0,1985,"M","0003",1998,"","3-3",2003,31,1,1,1,95,50,1,1,3,2,2,4,"08/14/03 00:00:00","12/30/99 11:20:00",1,2,1,1,7,1,NA,NA,"0","0","",0,NA,15,0,6,0,2,"3",2,"REJON ENCONTRADO POR PIES DEL IFN2. 10% DE OCUPACION PARA RESTO DE ESPECIES. ARBOL N5,6,7 RUMMBOS CORRECTOS. ARBOL N11 DIAMETROS CORRECTOS. EL ENEBRO FORMA SUBPISO EN ALGUNOS SITIOS PERO NO ES REPRESENTATIVO.",8,5,"08/14/03 00:00:00","12/30/99 10:07:44","08/14/03 00:00:00","12/30/99 11:27:43",80,219,193,394,12,62420,30,11,62420,29,12,"D",4,"16.801.A.1","IFN3","16_801",36.0579096045198,4662.03732857806,1708.40452691354,12.5879031111111,142.602829010338,0,32.6924603174603,11.9801587301587,33.5249149236045,12.6073446327684,36.645020331371,34.9641584080849,228.37552612051,66.4220544853519,123.625373311226,-1.81332450877438,40.2026363850611,"1997_2007",3.39393939393939,16.4242424242424,9.90909090909091,591.490908449346,29.7095890088713
"113","16_806_A_1",16.806,25,21,NA,14.2996246944444,3.49391925,NA,738.761878067447,73.8478935946394,NA,30028,NA,NA,16,16,806,"A","1",0,1985,"M","0003",1998,"","3-3",2003,227,1,1,1,95,55,1,2,3,2,2,4,"08/22/03 00:00:00","12/30/99 13:49:00",1,1,1,1,7,2,NA,NA,"0","0","",0,NA,305,0,8.2,0,1,"1",2,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS  ESPECIES.ARBOLES N16,17,18 ESPECIES  CORRECTAS.ARBOL N15 RUMBO  CORRECTO.ARBOL N18 ALTURA CORRECTA.A 32  GRS HAY UN PIE QUE NO ENTRA POR FALTA  DE DIAMETROS.NO DEJO OCUPACION PARA  OTRAS ESPECIES.LOS DAÑOS POR INSECTOS SON DE PROCESIONARIA.",8,5,"08/22/03 00:00:00","12/30/99 12:10:28","08/22/03 00:00:00","12/30/99 13:57:00",107,219,307,101,10,62420,4,37,62420,3,38,"D",4,"16.806.A.1","IFN3","16_806",28.6129093198992,12341.5674955421,6187.44903870105,17.7935439444444,812.609771662086,0,15.187569637883,7.61429317548747,16.6972621884289,9.74370277078086,50.1350338272347,34.0535199054521,425.141968998902,36.002690110732,67.0085567155886,-1.80173625129356,40.193508091479,"1997_2007",3.39393939393939,16.4242424242424,9.90909090909091,591.490908449346,29.7095890088713
"117","16_817_A_1",16.817,25,21,NA,27.0984845277778,7.42452361111111,NA,1233.9105899089,424.413181578388,NA,30040,NA,NA,16,16,817,"A","1",0,1985,"K","0003",1998,"","1-3",2003,107,1,1,1,90,60,1,2,3,3,2,4,"07/09/03 00:00:00","12/30/99 12:03:00",1,2,1,1,7,3,NA,NA,"0","0","",0,NA,80,0,5.2,0,1,"1",2,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS ESPECIES.EL ENEBRO PUNTUALMENTE FORMA SUBPISO.ARBOL   N12,25   DIAMETROS COMPROBADOS.A 208   GRS HAY UN  PINO QUE NO ENTRA POR   DISTANCIA  LATERAL.LOS DAÑOS POR  INSECTOS SON DE PROCESIONARIA.",8,5,"07/09/03 00:00:00","12/30/99 10:46:55","07/09/03 00:00:00","12/30/99 12:07:02",80,219,280,166,10,353433,26,15,353433,25,16,"D",4,"16.817.A.1","IFN3","16_817",32.1284974093264,24893.1700010944,16013.1093409526,34.5230081388889,1658.32377148729,0,15.0110433373144,9.65620201330831,16.2807613964514,13.1347150259067,64.3273208685297,40.8818217004258,833.131440958458,18.6958270653033,34.7968550238076,-1.78870789824512,40.2654432773497,"1997_2007",3.28787878787879,16.3030303030303,9.79545454545454,590.663636890325,29.8383467545055
"118","16_818_A_1",16.818,21,25,NA,17.0111294722222,8.21770827777778,NA,687.266412035936,188.58092368133,NA,30041,NA,NA,16,16,818,"A","1",0,1985,"K","0003",1998,"","1-3",2003,107,1,1,1,90,80,1,3,3,2,2,4,"07/10/03 00:00:00","12/30/99 10:47:00",1,2,1,1,7,2,NA,NA,"0","0","",0,NA,60,0,10.8,0,2,"3",2,"REJON ENCONTRADO POR PIES DEL IFN2.10% DE OCUPACION PARA RESTO DE ESPECIES. SUBPISO FORMADO POR BOJ. ARBOL N6,16 ENTRA POR PENDIENTE. ARBOL N28 DIAMETROS COMPROBADOS.ALGUNOS PINOS PRESENTAN CHASPES. LOS DAÑOS POR INSECTOS SON DE  PROCESIONARIA.",8,5,"07/10/03 00:00:00","12/30/99 09:38:16","07/10/03 00:00:00","12/30/99 10:53:09",75,219,53,143,5,353433,22,19,353433,21,20,"D",4,"16.818.A.1","IFN3","16_818",36.5215083798883,14502.6440483742,7567.35776307291,25.22883775,875.847335717266,0,16.5584154417703,8.64004199644645,19.1509126144274,13.5167597765363,52.1791594541773,37.0104094166597,571.016694966322,24.9984566973529,46.5273705452201,-1.78838639075067,40.2834574735738,"1997_2007",3.28787878787879,16.3030303030303,9.79545454545454,590.663636890325,29.8383467545055
"120","16_825_A_3E",16.825,21,25,NA,19.3360354166667,5.51633958333333,NA,894.804457827767,120.25040144721,NA,30049,NA,NA,16,16,825,"A","3E",0,1998,"","3-1",1985,"L","0004",2003,224,1,1,1,95,65,1,2,2,2,3,4,"09/05/03 00:00:00","12/30/99 12:11:00",1,1,1,1,5,2,NA,NA,"0","0","",0,NA,70,0,5.2,0,2,"1",2,"PARCELA LOCALIZADA MEDIANTE LA  ORTOFOTO, PINCHADA EN EL CRUCE DE  COORDENADAS A 35M CORREGIDOS Y 100G DE  UNA SEÑAL EN ROCA.
",19,57,"09/05/03 00:00:00","12/30/99 10:54:26","09/05/03 00:00:00","12/30/99 12:18:58",85,52,197,248,10,77936,24,17,77936,23,18,"D",1,"16.825.A.3E","IFN3","16_825",30.24375,16706.3175375306,9358.31065380345,24.852375,1015.05485927498,0,16.4585365853659,9.21951219512195,17.6560785004467,11.75,56.0165975103735,38.8510022731969,580.846094578244,26.7126747393138,49.7178898240387,-1.77727463880982,40.24730541129,"1997_2007",3.32575757575758,16.3712121212121,9.84848484848485,585.990907322277,29.5232060177636
