"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"14","24_1349_A_1",24.1349,25,21,NA,19.7754416666667,18.4195208333333,NA,633.082995854428,604.788783749202,NA,24608,24,1349,"A","1",0,1997,"","2-2",1984,"J","0011",2019,1,1,2,85,55,1,2,2,2,2,4,1,2,1,1,6,4,NA,NA,1,4,NA,5,NA,40,NA,4.5,NA,2,2,1,"[Identificación]Parcela localizada con ortofoto, croquis y pies mayores. Parcela desplazada en el ifn3 y que no se desplaza en el ifn4val ser un solape de menos de 10m con un matorral-improductivo teselado (punto mas cercano solape a 26g y 18.3m) y menos de 5m con tesela forestal y pies <425 (punto mas cercano solape a 234g y 21.3m).
[Pies Mayores] Distancias y formas comprobadas. Pies con grandes crecimientos diametricos.
021-r.63g no por distancia lateral a 10.55m y pendiente 5.25 comprobado con cinta e hipsometro.
021-r.70g a 11.7m no por diametro (219-222).
021-r.311g no por distancia lateral a 15.23m comprobado con cinta.
021-r.336g a 14.6m no por diametro.
021-r.352g no por distancia lateral a 10.17m.
021-r.372g a 6.1m no por diametro.
[Riesgos]Tambien se da el modelo 8.
[Matorral]Fuera hay cistus clusii y cistus sp
[Regeneración]Fuera hay 215.","2019-10-23","2000-01-01","2019-10-23","2000-01-01",24,"24.1349.A.1","IFN4","24_1349",31.625,23198.778182726,14055.5035465104,38.1949625,1237.87177960363,0,18.7408571428571,11.3545714330857,19.8207585987159,14.012499925,60.587257810742,44.3083001581028,852.825122232169,20.2836704354366,37.7521645352858,-6.21364499579019,42.4897352762633,"2008_2021",4.89285714285714,16.1607142857143,10.5267857142857,951.928571496691,46.3749456318527
"16","24_1399_A_1",24.1399,21,25,NA,9.36581666666667,7.86181111111111,NA,141.471060526129,141.471060526129,NA,24634,24,1399,"A","1",0,1984,"J","0002",1997,"","1-1",2019,1,1,2,95,75,1,2,2,3,2,4,1,2,1,1,11,2,NA,NA,1,0,NA,0,NA,399,NA,4.5,NA,2,2,1,"[ClaEsp] Ocupaciones comprobadas.
[Regeneración 43-1]Q.pyrenaica hibridado con Q.faginea. Predominan caracteres 043.
[Regeneración] Fuera de 5 hay reg. 045.
[Localización] En las fotos se mantienen los rumbos, la foto con vista panoramica (a 10m) corresponde a la segunda y no a la primera (ifn3 al reves).
[Pies Mayores]
021-r.44 no a 15.4m
021-r.301 a 12.9m no por diametro 
[PiesMay 15-25]pie comprobado con metodo cinta-hipsometro (entra por correccion pendiente)
[Identificación]parcela localizada con pies ifn3 y croquis.","2019-08-05","2000-01-01","2019-08-05","2000-01-01",24,"24.1399.A.1","IFN4","24_1399",31.0625,7821.93493648968,3908.84540516637,17.2276277777778,282.942121052258,0,27.645,13.81500001,27.8431903703581,13.86249995,49.9728703563031,44.6277664386318,336.33950506095,42.8854172613289,79.8187553760276,-6.17718531542589,42.4888423751723,"2008_2021",5.13690476190476,16.5416666666667,10.8392857142857,930.185717378344,44.6361612452333
"18","24_1577_A_1",24.1577,21,25,NA,11.3282743055556,3.97893125,NA,381.971863420549,123.787177960363,NA,24356,24,1577,"A","1",0,1985,"L","0007",1997,"","4-1",2019,1,1,2,90,45,1,1,2,2,1,4,1,2,1,1,7,2,NA,NA,0,0,0,0,0,352,NA,4.25,NA,1,2,2,"PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES IFN3. EL REJON APARECE PERO SE HA MOVIDO DE SU LUGAR ORIGINAL POR LA ESCORRENTIA. SE TRIANGULA CON LOS PIES EXISTENTES Y SE PONE DE NUEVO.
[Pies Mayores]A 0 G Y 15M 021 NO ENTRA POR DISTANCIA LATERAL COMPROBADO CON CINTA METRICA. 
PIE 9 ESTA CAIDO DE AHI LA VARIACION DE RUMBO Y DISTANCIA.
[Localización]SE CAMBIA RUMBO DE LAS FOTOS PARA FACILITAR LOCALIZACION.
[Regeneración] NO HAY.","2019-10-16","2000-01-01","2019-10-16","2000-01-01",24,"24.1577.A.1","IFN4","24_1577",26.9125,9503.67216849404,3766.66701391821,15.3072055555556,505.759041380912,0,18.7909090909091,7.44755250174825,19.6304921939371,8.9624999175,39.6338062502326,33.302368481189,343.087187218775,49.6134019939656,92.3409459443404,-6.34657553213616,42.2227444738791,"2008_2021",4.70238095238095,15.547619047619,10.125,938.021425247192,46.6097602607301
"19","24_212_A_4C",24.212,25,21,626,16.7508972222222,4.23564375,0.8281,710.892079143799,190.985931710274,14.1471060526129,23906,24,212,"A","4C",0,1997,"","4-4",1985,"M","012",2019,1,1,2,95,60,1,2,1,2,2,4,1,2,1,1,7,5,NA,NA,1,4,0,0,0,260,NA,1.5,NA,2,2,2,"REJON NO LOCAIZADO POR NO TENER REFERENCIAS EXACTAS.
CRUCE DE COORDENADAS LOCALIZADO POR ORTOFOTO Y GPS.
[Identificación]
[Pies Mayores]
PIE N 23 DN A 1.4M POR NUDO
[Regeneración]
COMPROBADO
[Riesgos]
TAMBIEN HAY MODELO DE COMBUSTIBLE DE RESIDUOS EN CALLES POR CORTA DE PROCESADORA.","2019-09-13","2000-01-01","2019-09-13","2000-01-01",24,"24.212.A.4C","IFN4","24_212",23.025,15574.3722144959,9127.35907491988,21.8146409722222,916.025116906686,0,17.0021235521236,9.96409258486486,17.4130722984942,11.3147057870588,58.6049886904883,49.1409589014498,512.647318630518,29.2013576485061,54.349850640156,-6.2484090436998,42.8057335288168,"2008_2021",2.86309523809524,12.4047619047619,7.63392857142857,1261.95714555468,71.5641520517084
"24","24_732_A_4",24.732,25,21,NA,21.7291388888889,6.85030416666667,NA,385.508639933702,162.691719605049,NA,24190,24,732,"A","4",0,2013,"","2-4",1984,"K","0008",2019,1,1,2,90,80,1,2,2,2,2,4,1,2,1,1,5,3,NA,NA,1,0,NA,5,NA,245,NA,6.5,NA,3,1,1,"[Identificación]PARCELA NO LOCALIZADA, NO SE ENCUENTRAN LAS REFERENCIAS Y HAN HECHO UNA ENTRESACA CORTANDO BASTANTES PIES, POR LO TANTO, SE IMPLANTA EN CRUCE DE COORDENADAS Y SE CLASIFICA COMO A4.
[Pies Mayores]PIE 28 BIFURCADO A MAS DE 4M.
A RUMBO 324 Y 13M NO 025 POR DIAMETROS.
A RUMBO 327 Y 15.1M(LATERAL) NO 025 POR DISTANCIA.
A RUMBO 378 Y 15.1M(LATERAL) NO 025 POR DISTANCIA NI POR DIAMETROS.","2019-09-11","2000-01-01","2019-09-11","2000-01-01",24,"24.732.A.4","IFN4","24_732",30.64375,13874.7742611001,9478.91484041998,28.5794430555556,548.200359538751,0,25.3096774193548,17.2909679380645,25.7639401665045,18.8874998,68.3176148457813,61.6357325718947,575.334363852041,22.6128795400699,42.0873111565589,-5.59089610449663,42.7644627240094,"2008_2021",5.48214285714286,15.9642857142857,10.7232142857143,743.764288663864,35.8903922147147
"25","24_795_A_1",24.795,21,25,43,12.3205034722222,4.54270625,2.3494125,534.053253486138,88.4194128288307,159.154943091895,24233,24,795,"A","1",0,1997,"","1-3",1984,"K","0003",2019,1,1,2,95,80,1,2,2,2,1,4,1,2,1,1,8,6,NA,NA,1,0,0,5,0,65,NA,6.75,NA,1,2,2,"[Pies Mayores]N2 COMP.SILVESTRE A 189G NO ENTRA POR DM.","2019-08-26","2000-01-01","2019-08-26","2000-01-01",24,"24.795.A.1","IFN4","24_795",25.51875,13360.5269560876,9101.18703351724,19.2126222222222,781.627609406864,0,17.0932126696833,11.6438914439367,17.6908392072056,14.79999995,68.1199705927044,57.9965709527308,448.685893925738,24.1678680029618,44.9814707953888,-5.45694242547299,42.776421307343,"2008_2021",5.73214285714286,15.952380952381,10.8422619047619,684.578572171075,32.8456947378954
"26","24_803_A_4",24.803,25,21,NA,15.0580513888889,6.6186125,NA,427.949958091541,268.795014999645,NA,24240,24,803,"A","4",0,1997,"","2-4",1984,"K","0011",2019,1,1,2,100,90,1,2,2,3,1,4,1,2,1,1,6,5,NA,NA,1,4,NA,5,NA,283,NA,5,NA,3,3,1,"[Identificación]rejon ifn3 no localizado, ya que se han hecho abundantes cortas tanto de pino como de rebollo,no hay referencias.
parcela pinchada en cruce de coordenadas con gps.
[Pies Mayores]
25-r.374 a 12.2m no por diametro.
[Localización]levantamiento dificil por lluvia.","2019-11-01","2000-01-01","2019-11-01","2000-01-01",24,"24.803.A.4","IFN4","24_803",26.20625,13585.1122646729,9015.9506750576,21.6766638888889,696.744973091186,0,19.4979695431472,12.9401015052284,19.9028082603874,14.8375001,66.3664053664315,56.6181735273074,483.211961680394,25.5330292702195,47.5223222129248,-5.2004423701075,42.7816400096639,"2008_2021",5.69047619047619,16.3392857142857,11.014880952381,659.571430206299,31.3859227516381
"27","24_836_A_1",24.836,25,21,626,13.1074125,4.04268333333333,2.128372,452.707393683613,70.7355302630646,10.1859163578813,24262,24,836,"A","1",0,1997,"","4-1",1984,"L","0009",2019,1,1,2,90,75,1,1,2,1,1,3,1,2,1,1,7,2,NA,NA,1,0,0,4,0,302,NA,1.5,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO, REFERENCIA Y PIES IFN3.DIFICIL LOCALIZACION, HAN CORTADO MUCHO Y LA REFERENCIA NO ERA CLARA.ESTA A UNOS 70M AL OESTE DEL CRUCE. 
[Pies Mayores]PIES 6 Y 18 DISTANCIA COMPROBADA CON CINTA METRICA. ","2019-10-04","2000-01-01","2019-10-04","2000-01-01",24,"24.836.A.1","IFN4","24_836",29.1730569948187,10933.8172664587,6531.37931122587,19.2784678333333,533.628840304559,0,20.4895546129374,12.2395545703606,21.4472527699605,13.1704663398964,59.7355813807309,45.1459932438193,417.25073474645,32.8684482134387,61.1750752371436,-5.28462646826574,42.7439721604525,"2008_2021",5.68452380952381,16.0714285714286,10.8779761904762,643.357141869409,30.8151104302383
"28","24_919_A_1",24.919,25,21,NA,16.84543125,7.27722361111111,NA,314.773109670637,293.552450591718,NA,24317,24,919,"A","1",0,1985,"K","0008",1997,"","2-3",2019,1,1,2,95,80,1,2,1,3,2,4,1,2,1,1,6,2,NA,NA,1,0,NA,4,NA,86,NA,3,NA,2,2,2,"Rejon localizado por ortofoto y pies y tocones de Ifn3. Modifico la composicion especifica a heterogenea. Cambio el rumbo de las fotos para mejor identificacion. Cambio el modelo de combustible al haberse retirado los restos de corta. La genista sp es la tridantata.

[Pies Mayores]
Pie 015, 016 y 020 Ifn4 rumbo comprobado.","2019-10-29","2000-01-01","2019-10-29","2000-01-01",24,"24.919.A.1","IFN4","24_919",29.725,12828.0652520324,7730.68614432576,24.1226548611111,608.325560262356,0,21.0875,12.7081396037209,22.4698192285294,15.600000025,60.2638511142664,52.4810766190076,512.577660260943,25.9900651740811,48.3729618787602,-4.95524664534502,42.7590766057466,"2008_2021",5.36309523809524,15.9642857142857,10.6636904761905,668.099999291556,32.3320754374136
"29","24_931_A_1",24.931,21,25,NA,7.4504,3.13378888888889,NA,130.860730986669,28.2942121052258,NA,24325,24,931,"A","1",0,1984,"L","0003",1997,"","3-1",2019,1,1,2,90,65,1,2,2,2,2,4,1,2,1,1,6,2,NA,NA,1,0,0,0,0,20,0,3,0,1,2,2,"Parcela localizada por referencias de fotos aereas, croquis y pies mayores.
[ClaEsp. Resto de especies=10%] Dejo el 10% para el resto de especies.
Fuera de la parcela hay roble en estados 3 y 4, pero es mas representativo el estado 2.
[Regeneración] Fuera de 5m hay regeneracion de Crataegus y Pyrus.
Parcela localizada y levantada por auxiliar Ines Rodriguez.","2019-10-04","2000-01-01","2019-10-04","2000-01-01",24,"24.931.A.1","IFN4","24_931",31.11875,4538.39162167822,2753.0268611812,10.5841888888889,159.154943091895,0,28.5155555555556,17.2977779244444,29.0987132208816,18.1500001,60.6608483946384,58.3249651737297,203.069098902903,43.6730278321708,81.2846638246387,-5.12560517924821,42.7380307124205,"2008_2021",6.11309523809524,16.8928571428571,11.5029761904762,605.571428946086,28.1622145502955
"30","24_935_A_1",24.935,25,21,NA,20.8747201388889,12.1646118055556,NA,403.192522499468,403.192522499468,NA,24327,24,935,"A","1",0,1984,"L","0005",1997,"","3-2",2019,1,1,2,95,85,1,2,1,1,2,4,1,2,1,1,6,2,NA,NA,1,0,NA,4,NA,110,NA,1.25,NA,3,2,2,"Rejon localizado mediante pies de Ifn3 y los tocones dejados por estos pies y ortofoto. Se observan abundantes cortas. Le quito ocupacion al pinaster al estar gran parte de sus pies cortados. Cambio rumbo de las fotos para mejor identificacion. La genista que hay es la tridantata.
[Pies Mayores]
Pie 014 Ifn3 especie comprobada. Pie 020 Ifn3 diametro comprbado.","2019-10-21","2000-01-01","2019-10-21","2000-01-01",24,"24.935.A.1","IFN4","24_935",30.4375,17962.5805550026,12556.2640788558,33.0393319444444,806.385044998936,0,22.2754385964912,15.5710527578947,22.8401764940795,17.9125004,69.9023397022919,58.8501039835729,697.527568660334,19.6595039037283,36.5904597206925,-5.07677235701216,42.7389270018363,"2008_2021",5.60119047619048,15.9047619047619,10.7529761904762,641.899999516351,30.9305033468369
