"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"8916",9,1231,"A","1",0,"1984","M","0004","1997","","3-4",2018,1,1,2,95,85,1,2,1,3,1,4,1,2,1,1,2,4,NA,NA,0,0,0,0,0,375,NA,1.5,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES IFN3. SE OBSERVAN CORTAS Y ENTRESACAS ANTIGUAS. EL Q. PYRENAICA HA GANADO OCUPACION AUN HABIENDO SUFRIDO CORTAS. LOS ANTIGUOS ATERRAZADOS NO SON CASI APRECIABLES. DEJO 10% RESTO SP.
[Pies Mayores] 
PIE 001, 00 IFN4 CALIDAD COMPROBADA. 043 A 101 G Y 9.3M SE VA POR DIAMETRO. 021 A 125G Y 10.5M SE VA POR DIAMETRO. PIE 011 IFN4 MEIDO A 1.10 M POR ENGROSAMIENTO DE BIFURCACION. PIE 018,020 IFN4 PAE COMPROBADO",2018-09-10,2000-01-01,2018-09-10,2000-01-01,9,"9.1231","9.1231.A.1"
"8918",9,1236,"A","1",0,"1997","","4-3","1985","M","0006",2018,1,1,2,100,85,1,2,2,2,2,4,1,2,1,1,5,4,NA,NA,1,4,0,5,0,265,NA,1.5,NA,2,2,1,"PARCELA LOCALIZADA POR ORTOFOTO, PIES Y REFERENCIA IFN3( AUNQUE NO SE ENCUENTRA REJON IFN2 EN CENTRO DE COORDENADAS). SE OBSERVAN ANTIGUOS ATERRAZADOS. LA MAYORIA DE TOCONES ESTAN PRACTICAMENTE ENTERRADOS. HAY EVIDENCIAS DE DESTOCONADOS.
[Pies Mayores]
PIE 007 PAE COMPROBADO. PIE 007, 040 IFN4 AGENTES COMPROBADOS. PIE 011 CALIDAD Y ALTURA COMPROBADA. PIE 014 IFN4 CALIDAD COMPROBADA; ARBOL ALGO INCLINADO. PIE 023 ALTURA COMPROBADA.PIE (068 IFN3) 999 IFN4 SE VA POR DISTANCIA(COMPROBADO CON CINTA METRICA) AUNQUE SE INCLUYE EN DENDOMETRIA PARA RESPETAR COMPARACION.",2018-08-24,2000-01-01,2018-08-24,2000-01-01,9,"9.1236","9.1236.A.1"
"8922",9,1241,"A","1",0,"1985","M","0005","1997","","3-4",2018,1,1,2,100,90,1,2,2,2,2,4,1,2,1,1,2,2,NA,NA,1,0,0,0,0,70,NA,2.5,NA,2,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. DEJO 10% AL RESTO DE SPP. TECNICO PRESENTE EN LEVANTAMIENTO DE PARCELA. SE APRECIAN ENTRESACAS Y ACABALLONADOS ANTIGUOS. FUERA DE 1M HAY HEDERA HELIX Y ERICA ARBOREA.
[Pies Mayores]
PIES 001,005,007,008,013,016,019,020,022,025,026,028,030,031,032,035,036 IFN4 ALTURAS COMPROBADAS. 043 A 39G Y 10.1M SE VA POR DISTANCIA. PIE 010,020,021,022 IFN4 FORMA COMPROBADA. PIE 012 IFN4 ALTURA Y FORMA COMPROBADA. PIE015 IFN4 ALTURA, FORMA Y PAE COMPROBADOS. 043 A 202G Y 12.9M SE VA POR DIAMETRO. 021 A 241G Y 5.1 SE VA POR DISTANCIA. PIE 034 IFN4 CALIDAD, ALTURA Y AGENTE COMPROBADOS. PIE 037 FORMA Y ALTURA COMPROBADAS. PIE 040 IFN4 FORMA Y ALTURA COMPROBADOS.",2018-09-18,2000-01-01,2018-09-18,2000-01-01,9,"9.1241","9.1241.A.1"
"8929",9,1252,"A","1",0,"1997","","3-4","1985","M","0006",2018,1,1,2,100,75,1,2,2,2,2,4,1,2,1,1,5,3,NA,NA,1,0,0,5,0,365,NA,5.25,NA,2,2,2,"PARCELA LOCALIZADA MEDIATE ORTOFOTO Y PIES IFN3. SE OBSERVAN CORTAS ANTIGUAS Y VIAS DE ENTRESACA. EN LAS PROXIMIDADES HAY PINUS NIGRA. NO DOY OCUPACION AL ENEBRO AL SER ESCASO.SE APRECIAN ANTIGUAS TERRAZAS. FUERA DE 10M HAY LONICERA. LA MAYOR PARTE DE TOCONES ESP. 043 ESTAN REBROTADOS.
[Pies Mayores]
PIES 001,006,019 IFN4 ALTURAS COMPROBADAS. PIE 002 IFN4 BIFURCA A MAS DE 6M. PIE 009 IFN4 CALIDAD, ALTURA Y AGENTE COMPROBADOS. 043 A 240G Y 10.1M SE VA PORDISTANCIA. ",2018-11-24,2000-01-01,2018-11-24,2000-01-01,9,"9.1252","9.1252.A.1"
"8931",9,1256,"A","1",0,"1985","M","0007","1997","","4-3",2018,1,1,2,100,75,1,2,2,3,1,4,1,2,1,1,5,3,NA,NA,0,0,0,0,0,150,NA,2.25,NA,1,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. DEJO 10%R.SPP. LA MASA ES PLANTACION DE P. SYLVESTRIS PERO EL REBOLLO VA GANANDO OCUPACION. FUERA DE 10M HAY ROSA, RUBUS Y P. SPINOSA. TABLET SIN BATERIA. IMPOSIBILIDA DE HACER FOTO.
[Pies Mayores]
 PIES 002,009,035 IFN4 BIFURCAN A MAS DE 6M. PIE 008 IFN4 ALTURA COMPROBADA. 043 A 133G Y 11.3M SE VA POR DIAMETRO. 043 A 183G Y 12.8M SE VA POR DIAMETRO. PIES 028,032,033 IFN3 TOCONES REBROTADOS. PIES 021,022 IFN4 CALIDADES, ALTURAS Y AGENTES COMPROBADOS. PIE 024 PAE COMPROBADO. PIE 029 IFN4 ALTURA COMPROBADA. PIE 030 IFN4 PAE COMPROBADO, MEDIDO A 1.10M Y SUELDA A 1.4M( ANTIGUO PAE  042) PIE 031 IFN4 CALIDAD Y AGENTE COMPROBADOS.",2018-11-05,2000-01-01,2018-11-05,2000-01-01,9,"9.1256","9.1256.A.1"
"8938",9,1267,"A","1",0,"1985","L","0005","1997","","3-2",2018,1,1,2,100,80,1,2,1,3,2,4,1,2,1,1,5,4,NA,NA,1,0,0,0,0,375,NA,6.5,NA,1,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. DEJO UN 10% AL R. SPP. SE OBSERVAN CORTAS. HAY LARIX SPP EN LOS ALREDEDORES. CAMBIO RUMBO DE FOTOS PARA UNA MEJOR REFERENCIA.
[Pies Mayores]
 021 A 109GY 15.1M SE VA POR DIAMETRO(BIFURCADO POR ARRIBA).
PIE 015 IFN4 DISTANCIA CORREGIDA POR PENDIENTE. PIE 016 IFN4 CALIDA COMPROBADA. 043 A 352G Y 8.9M SE VA POR DIAMETRO.",2018-09-13,2000-01-01,2018-09-13,2000-01-01,9,"9.1267","9.1267.A.1"
"8940",9,1271,"A","1",0,"1985","L","0003","1997","","3-1",2018,1,1,1,100,90,1,2,1,3,1,4,1,2,1,1,5,4,NA,NA,0,0,0,5,0,130,NA,8,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. PARCELA LOCALIZADA POR AUXILIAR DANIEL PONZ. DEJO 10% R. SPP. NO CONSIDERO PLANTACION AL ESTAR NATURALIZADA LA MASA. DIFICULTAD DE ACCESO POR PISTA HASTA LA PARCELA POR MAL ESTADO DE ESTA Y ARBOLES CAIDOS EN EL RECORRIDO.
[Pies Mayores]
043 A 35G Y 10.5M SE VA POR DIAMETRO. PIE 001 IFN4 CALIDAD, FORMA Y AGENTE COMPROBADOS. PIES 008,011,015,032 IFN4 CALIDADES  AGENTES COMPROBADOS. PIE 009 IFN4 DISTANCIA CORREGIDA POR PENDIENTE Y PAE COMPROBADO.PIE 013,016 IFN4 FORMA COMPROBADA Y DIST. CORREGIDA POR PENDIETE.. PIE 016 IFN3 NO ENTRA POR DIAMETRO. PIE 019 IFN4 CALIDAD, AGENTE Y ALTURA COMPROBADOS. PIE 026 IFN4 BIFURCA A 1.70M",2018-10-23,2000-01-01,2018-10-23,2000-01-01,9,"9.1271","9.1271.A.1"
"8946",9,1278,"A","1",0,"185","L","0003","1997","","3-1",2018,1,1,2,100,85,1,1,1,3,1,4,1,2,1,1,8,4,NA,NA,1,0,0,5,0,360,NA,6.5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES IFN3. SE OBSERVAN CORTAS ANTIGUAS Y ENTRESACAS.MARCO DE PLANTACION 2X4M. NO SE OBSERVA ENEBRO,MANZANO NI ROSA EN LA PARCELA. NO DOY OCUPACION AL RESTO DE ESPECIES AL SER MUY ESCASAS.
[Pies Mayores]
021 A53G Y 12.1M SE VA POR DIAMETRO. PIE 010 IFN4 FORNA COMPROBADA. PIES 011,012,013,017 IFN4 DIST. CORREGIDAS POR PENDIENTE. 043 A 216G Y 6.4M SE VA POR DIAMETRO. 043 227G Y 7.7M SE APOR DIAMETRO. PIE 021 DIST CORREGIDA. PIE 030 IFN4 SE HA CAIDO UNA BIFURCACION.",2018-11-22,2000-01-01,2018-11-22,2000-01-01,9,"9.1278","9.1278.A.1"
"8950",9,1284,"A","1",0,"1997","","3-1","1985","L","0003",2018,1,1,2,100,95,1,2,1,3,1,4,1,2,1,1,5,3,NA,NA,0,0,0,5,0,259,NA,9,NA,2,2,2,"REJON LOCALIZADO POR ORTOFOTO Y PIES IFN3 POR AUXILIAR DANIEL PONZ. HAY POLEO EN LA PARCELA.
DEJO 10% RESTO ESPECIES.
[Pies Mayores]
PIE 003 IFN4 PAE COMPROBADO. PIES 009,010 IFN4 DIST. CORREGIDAS POR PENDIENTE. PIE 031 IFN4 CALIDAD Y AGENTE COMPROBADOS.",2018-10-24,2000-01-01,2018-10-24,2000-01-01,9,"9.1284","9.1284.A.1"
"8954",9,1290,"A","1",0,"1997","","3-2","1985","L","0005",2018,1,1,1,100,85,1,1,1,3,1,4,1,2,1,1,5,3,NA,NA,0,0,0,0,0,354,NA,7.75,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3.  NO SE ENCUENTRA ANTIGUO REJON, DEBE HABERSE EXTRAVIADO.TRIANGULO CON ARBOLES IFN3.DEJO 10% R. SPP. 043 A 38G Y 25.1M REFERENCIA PARA LOCALIZACION.
[Pies Mayores]
PIE 003 IFN4 CALIDA COMPROBADA. PIE 004 IFN4 CALIDAD Y AGETE COMPROBADOS.PIE 006 IFN4 CALIDAD, AGENTE Y ALTURA COMPROBADAS. 021 A 066G Y 15.3M SE VA POR DIAMETRO.  PIE 010 IFN4 RUMBO Y FORMA COMPROBADOS. PIES 012,014,015,019,022,026,027 DISTANCIAS CORREGIDAS POR PENDIENTE. PIE 020 IFN4 FORMA COMPROBADA. PIE 025 IFN4 CALIDAD Y AGENTE COMPROBADOS.",2018-10-05,2000-01-01,2018-10-05,2000-01-01,9,"9.1290","9.1290.A.1"
"8958",9,1295,"A","1",0,"1985","M","0003","1997","","3-3",2018,1,1,2,100,80,1,2,1,3,1,4,1,2,1,1,5,5,NA,NA,0,0,0,5,0,100,NA,6.5,NA,2,2,3,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES IFN3.DEJO 20% R. SPP. SE OBSERVAN ANTIGUOS ATERRAZADOS.
[Pies Mayores]
PIE 002 IFN4 CALIDAD,FORMA,ALTURA, PAE Y AGENTE COMPROBADOS. PIE 009 IFN4 DISTANCIA Y PAE COMPROBADOS. PIE 012 CALIDAD,ALTURA Y AGENTE COMPROBADOS( UNA BIFURCACION SE HA PRTIDO POR LA NIEVE, LA OTRA ESTA DOMINADA). 021 A 151G Y 21M SE VA POR DIAMETRO. 021 A 186G Y 22.2M SE VA POR DIAMETRO. PIE 015 IFN4 ESP. COMPROBADA. PIE 018 IFN4 PAE COMPROBADO. PIE 020 IFN4 TAMBIE TIENE DANOS POR NIEVE. PIE 025,027 IFN4 DIST. CORREGIDA POR PENDIENTE. PIE 026 IFN4 PAE COMPROBADO.",2018-11-25,2000-01-01,2018-11-25,2000-01-01,9,"9.1295","9.1295.A.1"
"8980",9,1339,"A","1",0,"1985","J","0005","1997","","1-2",2018,1,1,1,100,85,1,2,3,2,2,4,1,2,1,1,11,3,NA,NA,1,0,0,0,0,371,NA,5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. DEJO 10% R.SPP. SE OBSERVAN CORTAS Y VIAS DE ENTRESACA.RUMBO MAX. PENDIENTE CORREGIDA. EL ROBLE ESTA GANANDO OCUPACION. FUERA DE 10M HAY E. ARBOREA.(NO ESTOY 100% SEGURO DE QUE ALGUNOS PIES SEAN Q.PYRENAICA; PODRIAN ESTAR HIBRIDADOS O SER OTRA ESPECIE).
[Pies Mayores]
PIE 001 IFN4 PAE COMPROBADO PIE 004 IFN4 ALTURA COMPROBADA. PIE 013 IFN4 CALIDAD Y AGENTE COMPROBADOS. PIES 025,026 IFN4 DIST. CORREGIDAS POR PENDIENTE.",2018-11-13,2000-01-01,2018-11-13,2000-01-01,9,"9.1339","9.1339.A.1"
"8981",9,1340,"A","1",0,"1985","J","0006","1997","","1-2",2018,1,1,1,90,85,1,2,2,2,1,4,1,2,1,1,6,3,NA,NA,1,0,0,0,0,240,NA,3,NA,2,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. PARCELA LOCALIZADA POR AUXILIAR DANIEL PONZ. SE OBSERVAN CORTAS Y ENTRESACAS ANTIGUAS. CAMBIO RUMBO DE FOTO 1 PARA MEJOR REFERENCIA. LEVANTAMIENTO INTERRUMPIDO POR "" VISITA"" Y CONVERSACION CON AGENTE MEDIOAMBIENTAL DE LA COMARCA DE IBEAS.
[Pies Mayores]
 PIES 009,037  IFN4 CALIDAD Y PAE COMPROBADOS. PIE 026 IFN4 PAE COMPROBADO. PIE 027 IFN4 FORMA COMPROBADA. PIE 031 IFN4 ALTURA Y FORMAS COMPROBADAS. PIE 032 IFN4 SE VA POR DISTANCIA( COMPROBADOO CON CINTA METRICA), AUNQUE MANTENGO COMPARATIVA. 043 A 229G Y 10.2M SE VA POR DIAMETRO. PIE 034 IFN4 ALTURA COMPROBADA.",2018-10-08,2000-01-01,2018-10-08,2000-01-01,9,"9.1340","9.1340.A.1"
"8985",9,1347,"A","1",0,"1985","J","0005","1997","","1-2",2018,1,1,1,100,90,1,2,2,2,2,4,1,2,1,1,7,3,NA,NA,1,4,0,0,0,245,NA,5,NA,2,2,2,"PARCELA LOCALIZADA A TRAVES DE ORTOFOTO Y PIES IFN3. NO CONSIDERO EL NIVEL 3 COMO PLANTACION YA QUE DEBID A CORTAS Y CAMBIO DE MASA EL Q.PYRENAICA ES MAS ABUNDANTE  EN LA PARCELA, AUNQUE LA ZONA DE TRABAJO ESTA ENTRE RODALES DE PLANTACION DE 021. MODELO DE  COMBUSTIBLE MIXTO 5/7 YA QUE SE OBSERVA MATORRAL DENSO Y VERDE Y HAY HOJARASCA Y RAMILLAS EN EL INTERIOR.
[Pies Mayores]
PIES 001,003,005,006,009,024,043 IFN4 FORMAS COMPROBADAS. PIE 004,009,012,029,039, IFN4 PAE COMPROBADA. PIE 011 IFN4 FORMA Y PAE COMPROBADAS. PIE 012 IFN4 CALIDAD Y PAE COMPROBADAS. 043 A 262G Y 11M SE VA POR DIAMETRO. PIE 037 IFN4 MEDIDO A 1.20M. PIE 031,042 IFN4 ALTURA COMPROBADA.
[Especies Presentes]",2018-08-23,2000-01-01,2018-08-23,2000-01-01,9,"9.1347","9.1347.A.1"
"8992",9,1357,"A","1",0,"1985","J","0007","1997","","2-1",2018,1,1,2,100,90,1,2,2,3,1,4,1,2,1,1,5,4,NA,NA,1,0,0,0,0,390,NA,2.5,NA,2,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES IFN3. DEJO 10% A RESTO DE ESPECIES. SE OBSERVAN CORTAS BASTANTE ANTIGUAS. LOS ANTIGUOS ACALLONADOS NO SE APRECIAN. HAY POLEO. FUERA DE 10M HAY PRUNUS SPINOSA.
[Pies Mayores]
PIE 002 PAE COMPROBADO. PIE 006 IFN4 BIFURCACION CAIDA. PIE 014 IFN4 PAE COMPROBADO; NO SE CONSIDERA BIFURCADO YA QUE SE CONSIDERA RAMA ( PEQUENA). 043 A 280G Y 8.1M SE VA POR DIAMETRO. PIE 022 PAE COMPROBADO.PIE 024 IFN4 CALIDAD COMPROBADA. PIE 025 IFN4 PAE COMPROBADO; ES BIFURCADO POR ARRIBA. PIE 031 PAE COMPROBADO.",2018-09-04,2000-01-01,2018-09-04,2000-01-01,9,"9.1357","9.1357.A.1"
"9017",9,1389,"A","1",0,"1985","K","0008","1997","","2-3",2018,1,1,2,95,85,1,2,2,2,1,4,1,2,1,1,4,3,NA,NA,1,0,NA,3,NA,310,NA,1.25,NA,2,2,1,"PARCELA LOCALIZADA CON ORTOFOTO, CROQUIS Y PIES IFN3.
NO DOY OCUPACION AL HAYA AL SER PIES ESCASOS Y AISLADOS.
[Matorral]
RUBUS SP. A MAS DE 10M.
[Pies Mayores]
PIE 009 CALIDAD COMPROBADA.
PIE 015 H COMPROBADA.
PIE 030 MEDIDO A 1.4M Y PAE COMPROBADO.
",2018-10-03,2000-01-01,2018-10-03,2000-01-01,9,"9.1389","9.1389.A.1"
"9018",9,1390,"A","1",0,"1985","K","0008","1997","","2-3",2018,1,1,2,90,65,1,1,2,2,2,4,1,2,1,1,11,3,NA,NA,1,0,NA,5,NA,125,35,6.5,6.25,2,2,2,"PEDIR LLAVE A GUARDERIA FORESTAL.
LOCALIZADA CROQUIS Y PIES MAYORES.
LA PARCELA NO SE DESPLAZA PORQUE SOLO TIENE 5 M DE SOLAPE Y NO ENTRAN PIES DE 425.
PIES 2, 23 ALTURA COMPROBADA.
PIES 2, 23, 32 COMPROBADA FORMA.
PIE 6 BIFURCADO POR ARRIBA A 8,5MT.
PIES 12, 23 PARTIDOS.
043 NI POR DIAMETRO (122-127) NI POR DISTANCIA 10,1M A 16G.
021 NO POR DIAMETRO A: 58G-11,1MT (224-218), 41G-14,2MT (220-216) Y 30G-13,4MT (216-229).
",2018-11-23,2000-01-01,2018-11-23,2000-01-01,9,"9.1390","9.1390.A.1"
"9024",9,1400,"A","1",0,"1985","K","0003","1997","","1-3",2018,1,1,2,95,80,1,1,1,2,2,4,1,2,1,1,9,4,NA,NA,1,0,0,5,0,75,NA,5.25,NA,1,1,1,"[Pies Mayores]ENCUENTRO CENTRO DE PARCELA.DEJO UN TROZO DE PLASTICO DENTRO DEL REJON.ROBLE A 105G NO ENTRA POR DM.N4 FORMA COMP.N11 DMS Y FORMA COMP.N20 ALTURA COMP.ROBLE A 312G NO ENTRA POR DM.ROBLE A 324G NO ENTRA POR DM",2018-11-13,2000-01-01,2018-11-13,2000-01-01,9,"9.1400","9.1400.A.1"
"9036",9,1422,"A","1",0,"1997","","2-3","1985","K","0008",2018,1,1,2,100,80,1,2,2,2,2,4,1,2,1,1,7,2,NA,NA,0,0,NA,5,NA,215,NA,7,NA,2,2,2,"PEDIR LLAVE A GUARDERIA FORESTAL.
LOCALIZADA A TRAVES DE CROQUIS Y PIES MAYORES IFN3.
EN ZONA HAY HYA Y ACEBO.
PIES 2, 6 FORMA COMPROBADA.
PIE 14 PAE COMPROBADO.
PIE 20 DISTANCIA COMPROBADA.
PIES 22, 30 PARTIDOS.
043 NO POR DIAMETRO A 32G-5,6M (118-121), 91G-13,5M (210-232).
021 NO POR DIAMETRO A 372G-11,4M (215-233).
PASTOREO GANADO VACUNO.",2018-11-27,2000-01-01,2018-11-27,2000-01-01,9,"9.1422","9.1422.A.1"
