"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"168","42_535_A_1",42.535,71,21,NA,26.475849,14.1643125555556,NA,1288.94283245356,124.070120081415,NA,41982,42,535,"A","1",0,1984,"J","0006",2000,"","1-2",2019,1,1,1,95,90,1,1,2,2,2,4,1,2,1,1,8,2,NA,NA,0,0,NA,0,NA,48,NA,6,NA,1,2,2,"[Identificación]Parcela localizada mediante fotos,coordenadas GPS, croquis y pies del IFN3.
[Pies Mayores] calidades comprobadas.
A rumbo 104 y 9.4m no 071 por diametros.
A rumbo 120 y 10.8m no 071 por diametros.
A rumbo 221 y 15.1m(lateral) no 021 por distancia.
A rumbo 336 y 8.4m no 071 por diametros.
A rumbo 370 y 4.6m no 071 por diametros.
[Matorral]No hay matorral en 10m.","2019-08-05","2000-01-01","2019-08-05","2000-01-01",42,"42.535.A.1","IFN4","42_535",42.1667512690355,23933.7061950532,21772.6085549693,40.6401615555556,1413.01295253498,0,16.9380656788146,15.4086404628554,19.1363762262893,19.941624071066,90.9704847946593,47.2922942150153,920.104698954259,13.3403248023755,24.8291421661818,-2.72240745922555,41.9739186115249,"2008_2021",2.54761904761905,12.7261904761905,7.63690476190476,784.00714642661,44.4526495442695
"172","42_552_A_1",42.552,71,21,43,23.2340673611111,15.4058085555556,0.658802777777778,1538.49778322165,98.4638581261859,14.1471060526129,41995,42,552,"A","1",0,2000,"","1-2",1984,"J","0006",2019,1,1,1,100,90,1,2,4,2,2,4,1,2,1,2,8,2,NA,NA,1,0,NA,0,NA,300,NA,6.5,NA,1,2,1,"[Identificación]Parcela localizada mediante croquis , fotos y pies del IFN3.
[ClaEsp]Se deja un 10% al resto de especies.
[Pies Mayores]A rumbo 32 y 10.1 m (lateral) no 071 por distancia.
A rumbo 51 y 13.1m no 043 por diametros.
Pie 9 altura comprobada.
A rumbo 116 y 11.8m, no 071 por diametros.
A rumbo 131 y 5.1 (lateral) no 071 por distancia.
Pie 25 ya no es bifurcado.
A rumbo 307 y 12.5m no 014 por diametros.
Pie 37 ya no es ni de cepa ni bifurcado por abajo.
Pie 38 ya no es de cepa.","2019-08-01","2000-01-01","2019-08-01","2000-01-01",42,"42.552.A.1","IFN4","42_552",42.0354271356784,24876.122738301,24726.9484398876,39.2986786944444,1651.10874740045,0,15.0663139405364,14.9759659857767,17.4082932737973,20.7437187336683,99.4003313941536,49.3481811585107,923.624951117342,11.8638472311906,22.0811077619819,-2.71037916219257,41.9648824629999,"2008_2021",2.54761904761905,12.7261904761905,7.63690476190476,784.00714642661,44.4526495442695
"190","42_8_A_4",42.8,71,21,NA,13.2381604166667,2.367833,NA,576.494571643976,10.1859163578813,NA,41625,42,8,"A","4",0,2013,"","3-2",1984,"K","0005",2019,1,1,1,90,80,1,2,2,2,2,4,1,2,1,1,11,3,NA,NA,1,0,NA,0,NA,310,NA,6.75,NA,2,2,2,"[Identificación] Parcela no localizada, han cortado pinos y falta de referencias. Se implanta en el cruce de coordenadas y se clasifica como A4.
[Pies Mayores] A rumbo 45 y 25.2m (lateral) no 021 por distancia.
A rumbo 116 y 5.1m(lateral) no 071 por distancia.","2019-07-16","2000-01-01","2019-07-16","2000-01-01",42,"42.8.A.4","IFN4","42_8",27.9663212435233,9953.72697979279,7721.40562388301,15.6059934166667,586.680488001858,0,16.9661803713528,13.1611767934893,18.4034797108866,16.0808290746114,77.5730099846856,57.5006949773043,358.816450001248,25.6738347738374,47.784390784635,-2.44356843449658,42.117006266535,"2008_2021",2.98809523809524,13.9345238095238,8.46130952380952,726.078571660178,39.3297436849621
"258","9_1410_A_1",9.141,71,21,378,27.4616149166667,6.99521,1.30263611111111,437.145577025739,40.7436654315252,45.978094670992,9027,9,1410,"A","1",0,1997,"","2-4",1985,"K","0010",2018,1,1,1,95,95,1,1,3,2,2,4,1,2,1,1,9,4,NA,NA,1,0,NA,0,NA,60,NA,8.25,NA,1,1,2,"PARCELA LOCALIZADA A TRAVES DE CROQUIS (DESPLAZADA EN IFN3 8MT A 397G) Y PIES MAYORES.
FUERA DE 10MT HAY ARANDANO, BREZO Y CYTISUS.
CORTAS VIEJAS.
COMPROBADA FORMA PIES 15, 17, 20.
PIE 16 DISTANCIA COMPROBADA.
COMPROBADA ALTURA PIS 9, 12, 13, 34.
PIE 20 MEDIDO A 1,20MT POR BULTO.
COMPROBADO PAE PIE 24.
021 NO POR DIAMETRO: 139G-15,5MT (416-414), 140G-19,3MT (418-417), 389G-23,5MT (424-395).
071 NO POR DIAMETRO: 240G-22,9MT (415-414).
REFERENCIA: 78,5MT POR BORDE DE PISTILLA DESDE PISTA PRINCIPAL. ","2018-11-15","2000-01-01","2018-11-15","2000-01-01",9,"9.1410.A.1","IFN4","9_1410",47.5725,13782.1177900085,9563.75495842895,35.7594610277778,523.867337128256,0,26.3084120982987,18.2560627101809,29.4808418431665,23.68999996,69.3924918082058,49.7976771454097,682.557300546324,18.442690554311,34.3257148895165,-3.31972130686378,43.1445241057367,"2008_2021",8.10714285714286,17.9642857142857,13.0357142857143,1036.03571258272,44.9751937245214
"261","9_1424_A_1",9.1424,21,71,NA,45.0510761111111,29.9564105277778,NA,623.604434799178,1922.02582830799,NA,9038,9,1424,"A","1",0,1985,"K","0009",1997,"","2-4",2018,1,1,2,95,95,1,2,2,2,1,4,1,2,1,1,8,4,NA,NA,0,0,NA,0,NA,310,NA,9,NA,1,2,1,"PARCELA LOCALIZADA CON ORTOFOTO, CROQUIS Y PIES IFN3.
HAY SENALAMIENTO EN PIES PARA SU CORTA.
[Pies Mayores]
TODAS LAS ALTURAS ESTAN COMPROBADAS.
EXISTE DISCREPANCIA RESPECTO A LAS TOMADAS EN EL IFN3 AL RESULTAR VALORES INFERIORES EN LA MEDICION PARA EL IFN4.
PIE 001-002-003-004-005-006-008-016 ALTURA COMPROBADA.
PIE 061 DIAMETRO COMPROBADO.","2018-10-29","2000-01-01","2018-10-29","2000-01-01",9,"9.1424.A.1","IFN4","9_1424",41.5927419354839,42956.4496569795,30035.1125765894,75.0074866388889,2545.63026310717,0,16.8745831943981,11.798694025553,19.3691116821835,16.9263441354839,69.919913811381,40.695427490063,1690.10110313936,11.709522108292,21.79387634348,-3.26676720450014,42.2711486907301,"2008_2021",3.35119047619048,13.8571428571429,8.60416666666667,758.499998671668,40.7704366587235
"264","9_1491_A_1",9.1491,21,71,378,12.5554111111111,2.96489236111111,2.53005,155.618166578742,77.809083289371,381.971863420549,9072,9,1491,"A","1",0,1985,"l","0006",1997,"","3-2",2018,1,1,2,100,60,1,1,2,2,1,4,1,2,1,1,4,6,NA,NA,0,0,0,0,0,65,NA,7.5,NA,1,2,1,"[ClaEsp. Resto de especies=10%]
[Pies Mayores]SERVAL A 136G NO ENTRA POR DIST.(COMP)N16 ALTURA COMP.
[Riesgos]","2018-12-01","2000-01-01","2018-12-01","2000-01-01",9,"9.1491.A.1","IFN4","9_1491",34.03125,10141.1761349899,5798.54510293475,18.0503534722222,615.399113288662,0,16.4790229885057,9.42241380873563,19.3249990706458,13.75,57.1782308654332,40.4040404040404,407.084831548861,29.3169555644807,54.5650026047721,-3.36351319569661,42.2258529121301,"2008_2021",3.86904761904762,14.4761904761905,9.17261904761905,685.271428380694,35.7421918559319
"265","9_1506_A_4",9.1506,21,71,43,20.0172680555556,16.9071817777778,2.46541666666667,473.928052762533,422.432586731022,42.4413181578388,9080,9,1506,"A","4",0,1985,"L","0005",1997,"","3-2",2018,1,1,2,100,90,1,1,1,2,1,4,1,2,1,1,9,5,NA,NA,0,0,0,0,0,182,NA,12,NA,1,1,2,"[Pies Mayores]ENCUENTRO PARCELA INFO3 PERO ESTA JUSTO ENTRE DOS TESELAS LO QUE DESPLAZO DESDE LA COORDENADA.N40 MEDIDA CON CINTA(283)","2018-11-28","2000-01-01","2018-11-29","2000-01-01",9,"9.1506.A.4","IFN4","9_1506",32.9600543478261,20618.1479792446,13266.1516842348,39.3898665,938.801957651393,0,21.9621910789632,14.1309373889919,23.1132129434186,14.5657608771739,64.3421111226346,44.1921628024701,827.705968805867,22.4067996409939,41.7037532456722,-3.41192193898796,42.2166832569452,"2008_2021",3.75,14.5297619047619,9.13988095238095,708.678569180625,37.026278843833
"275","9_1912_A_1",9.1912,21,71,NA,22.0015267222222,16.6796852777778,NA,241.915513499681,324.959026028519,NA,9301,9,1912,"A","1",0,1984,"L","0003",1997,"","3-1",2018,1,1,1,85,80,1,2,4,3,2,4,1,2,1,6,5,3,NA,NA,1,0,NA,0,NA,310,NA,10.5,NA,1,3,1,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIE 15 DATOS ESTIMADOS POR SER INACCESIBLE.
PIE 27 ALTURA COMPROBADA.
PIE 30 MEDIDO A 1.1 M.
[Coor. gps]COORDENADAS COGIDAS CON GPS GARMIN Y TRASPASADAS A ETRS 89.
X-488925
Y-4658034","2018-10-25","2000-01-01","2018-10-25","2000-01-01",9,"9.1912.A.1","IFN4","9_1912",44.3401639344262,15632.1277749557,7712.13929870306,38.681212,566.8745395282,0,27.5759920139755,13.6046669252808,29.4755298170958,20.9513663245902,49.3351859051377,47.2514408281727,738.378662623094,20.046759206296,37.3112230532576,-3.1329684884678,42.0732471530873,"2008_2021",3.17857142857143,13.4702380952381,8.32440476190476,727.828573090689,39.7190840601708
"276","9_1913_A_1",9.1913,21,71,NA,15.9016895833333,6.247732,NA,334.013173902191,280.112699841736,NA,9302,9,1913,"A","1",0,1984,"L","0003",1997,"","3-1",2018,1,1,1,80,65,1,1,3,3,2,4,1,2,1,6,6,2,NA,NA,1,0,NA,0,NA,260,NA,13,NA,2,3,1,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIES 16-17 ALTURA COMPROBADA. SE BARRENA PIE 071 MAS SANO PORQUE LOS DEMAS TIENEN HONGOS O NO TIENEN DIAMETRO.","2018-10-24","2000-01-01","2018-10-24","2000-01-01",9,"9.1913.A.1","IFN4","9_1913",39.5368715083799,10830.2675237066,5867.44152596309,22.1494215833333,614.125873743927,0,17.6352568532596,9.55413503455425,21.4292788666256,16.846368603352,54.1763304841705,42.6092605728335,479.546592412664,23.9532806821465,44.5820787884839,-3.1208804713877,42.0732605219586,"2008_2021",2.61309523809524,12.4880952380952,7.55059523809524,816.042859349932,46.4965916129519
"277","9_1929_A_1",9.1929,21,71,NA,26.4969151111111,5.501974,NA,189.571221105013,15.278874536822,NA,9313,9,1929,"A","1",0,1984,"L","0006",1997,"","3-2",2018,1,1,1,80,60,1,1,3,2,2,4,1,2,1,1,6,3,NA,NA,1,0,NA,0,NA,225,NA,4.5,NA,3,3,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Matorral]A MAS DE 10 M HAY ZARZA.
[Pies Mayores]PIE 4 MEDIDO CON CINTA 254 CM. PIE 11 215 CM.
PIE 5 FORMA COMPROBADA.
A 248 G Y 23.3 M UN 021 NO POR DIAMETRO 425-392.
NO SE PUEDE SACAR LA BARRENA AL 071.","2018-10-10","2000-01-01","2018-10-10","2000-01-01",9,"9.1929.A.1","IFN4","9_1929",52.0631016042781,8774.48788122422,3994.63342155242,31.9988891111111,204.850095641835,0,42.8337016574586,19.5002760874309,44.5968746582288,20.8240639486631,45.5255449164184,39.9977398714024,518.652001798747,33.5518464589342,62.4470226930635,-3.03625905139759,42.0643121662737,"2008_2021",3.42261904761905,13.875,8.64880952380952,690.757145370756,37.0402810157316
"278","9_1939_A_1",9.1939,21,71,NA,37.5453106666667,13.2184305555556,NA,413.661380978402,526.979700459831,NA,9316,9,1939,"A","1",0,1984,"L","0007",1997,"","3-2",2018,1,1,1,100,95,1,2,1,2,2,4,1,2,1,1,8,4,NA,NA,0,0,NA,0,NA,90,NA,6,NA,3,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Matorral]NO HAY MATORRAL.
[Pies Mayores]PIE 52 DIAMETRO COMPROBADO.","2018-10-23","2000-01-01","2018-10-23","2000-01-01",9,"9.1939.A.1","IFN4","9_1939",43.5422651933702,22917.9015391574,18817.6174402227,50.7637412222222,940.641081438233,0,24.3641299443525,20.0050984499323,26.2131914257405,23.0337013723757,82.1088152773105,52.8996396261967,1014.97341299225,14.1554701056315,26.3462985263503,-3.02416928676381,42.0553090455471,"2008_2021",3.42261904761905,13.875,8.64880952380952,690.757145370756,37.0402810157316
"283","9_2008_A_1",9.2008,21,71,NA,24.12887825,8.786909,NA,160.852595818209,25.4647908947033,NA,9359,9,2008,"A","1",0,1984,"M","0008",1997,"","4-3",2018,1,1,1,95,85,1,1,4,2,1,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,350,NA,7,NA,1,3,1,"PARCALA LOCALIZADA POR PIES MAYORES Y CROQUIS
[Pies Mayores]
PIE 5 MEDIDO CON CINTA METRICA (269CM)
PIE 10 PAE Y FORMA COMPROBADA, Y MEDIDO CON CINTA (239CM)
PIE 15 Y 29 DIAMETROS COMPROBADOS","2018-10-04","2000-01-01","2018-10-04","2000-01-01",9,"9.2008.A.1","IFN4","9_2008",56.475,8228.84107432796,3898.63119069886,32.91578725,186.317386712912,0,44.1657175398633,20.9246772911541,47.4275281572534,24.96000014,47.377645958696,44.1965473926516,520.701234792378,29.3513934757821,54.6290987799609,-2.98792388320982,42.0102792235406,"2008_2021",2.83928571428571,13.0119047619048,7.92559523809524,758.885710988726,42.3353144433359
