"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"636","27_2645_A_2E",27.2645,26,21,3,32.6781645555556,8.30858819444444,0.7396,521.462329099312,343.067321775863,127.323954473516,48921,NA,NA,27,27,2645,"A","2E",0,1996,"48","4806",1985,"K","0007",1998,47,1,1,1,90,90,1,2,1,2,1,4,"07/04/98 00:00:00","12/30/99 00:50:00",1,2,1,1,10,7,NA,NA,"0","0","",0,NA,320,0,9.5,0,2,"2",2,"10% PARA RESTANTES ESPECIES.
27,PARCELA A2 DE GABINETE.
27,PIES 8, 12, 18 Y 37 ENTRAN POR PENDIENTE. PIES 29 Y 37 ALTURAS COMPROBADAS.",7,NA,"04/07/98 00:00:00","12/30/99 12:40:00","04/07/98 00:00:00","12/30/99 14:50:00",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"27.2645.A.2E","IFN3","27_2645",38.9203804347826,20544.6608368543,13001.2611978815,41.72635275,991.853605348692,0,20.7134003708458,13.1080445014976,23.143896782518,20.9076086956522,63.2829195922233,53.7189217116884,876.343599021965,15.1869949505378,28.266182592259,-7.34246248816355,42.5926786981661,"1997_2007",7.23484848484848,17.1363636363636,12.1856060606061,1516.06363838369,68.3354619315852
"637","27_288_A_1",27.288,21,26,NA,18.2275069444444,7.36247677777778,NA,304.162780131178,49.7978133051975,NA,49116,NA,NA,27,27,288,"A","1",0,1985,"K","0002",1995,"3","5911",1998,25,1,1,1,100,70,1,2,1,2,1,4,"06/26/98 00:00:00","12/30/99 14:13:00",1,2,1,1,5,6,NA,NA,"4","0","",0,NA,242,63,6.5,3.8,1,"1",1,"EL ARBOL 17 ENTRA POR CORRECCION DE PENDIENTE.
27,0102: E. CILIARIS. 
27,HAY TAMBIEN RESTOS DE CORTA EN LA PARCELA; EL MODELO DE COMBUSTIBLE SE PARECE MAS AL 1.
27,PIE 17 ENTRA POR PENDIENTE.
27,PIES 20, 26 Y 28 ALTURAS COMPROBADAS.",22,NA,"04/21/98 00:00:00","12/30/99 10:50:00","04/21/98 00:00:00","12/30/99 13:20:00",NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"27.288.A.1","IFN3","27_288",38.8920212765957,10394.8408200663,5202.38604425761,25.5899837222222,353.960593436375,0,29.3672262190248,14.6976418864908,30.3397925436336,17.468085106383,50.0477701805196,44.9143154122844,482.938061618513,30.4282687600933,56.633389524415,-7.18981651310444,42.3922532157587,"1997_2007",8.60606060606061,18.6439393939394,13.625,1502.58182226528,63.6013469741917
"638","27_768_A_1",27.768,21,26,NA,15.3037125,5.13260138888889,NA,1782.53536262923,187.449155197121,NA,49631,NA,NA,27,27,768,"A","1",0,1985,"L","0001",1995,"17","0118",1998,1,1,1,1,100,60,1,2,1,2,1,4,"07/05/98 00:00:00","12/30/99 18:40:00",1,2,1,1,5,7,NA,NA,"0","0","",0,NA,382,0,4.2,0,2,"3",2,"REJON LOCALIZADO POR EL CROQUIS DEL IFN2 Y LA REFERENCIA QUE HA DEJADO.
LOS PINOS SE ENCUENTRAN MAL DESARROLLADOS POR EL VIENTO Y EL SUELO, POR ESO TODOS TIENEN CALIDAD 3 Y FORMA 5.
27,PIES 4 Y 22 ENTRAN JUSTOS.
HA PASADO EL FUEGO Y TIENEN TODOS LOS TRONCOS QUEMADOS.",23,NA,"05/25/98 00:00:00","12/30/99 14:55:00","05/25/98 00:00:00","12/30/99 15:55:00",NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,"27.768.A.1","IFN3","27_768",19.9728571428571,21722.1739884845,7444.91456018755,20.4363138888889,1969.98451782635,0,11.0265709156194,3.77917414721723,11.4927758122542,5.88571428571429,34.2733400631737,29.4685644803662,565.91488861998,38.2797786169261,71.2466959725282,-7.51871090417215,43.3784952918219,"1997_2007",6.93939393939394,15.7878787878788,11.3636363636364,1430.79999993064,66.97361701803
"639","27_770_A_4",27.77,21,26,NA,21.6372861111111,13.8886645833333,NA,562.347465591364,229.89047335496,NA,49633,NA,NA,27,27,770,"A","4",0,1995,"5","1164",1985,"L","0007",1998,44,1,1,1,100,80,1,2,1,2,1,4,"03/26/98 00:00:00","12/30/99 01:11:00",1,2,1,1,1,2,NA,NA,"4","0","",0,NA,315,0,2.5,0,2,"2",2,"no encuentro rejon, masa homogenea y ha habido algunas cortas
27,pie 9 justo por distancia
27,matorral comprobado",8,NA,"03/11/98 00:00:00","12/30/99 10:47:00","03/11/98 00:00:00","12/30/99 13:06:00",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,"27.770.A.4","IFN3","27_770",31.69375,18344.0219019462,8726.9960462056,35.5259506944444,792.237938946323,0,23.1546875,11.015625,23.8946182019688,13.625,47.5740603279574,42.9895484125419,736.772785369987,26.075681693145,48.5323121760808,-7.34596089092728,43.3761267510037,"1997_2007",8.14393939393939,17.0075757575758,12.5757575757576,1291.75454911319,57.2186578801814
"640","27_868_A_1",27.868,26,21,NA,24.9753648888889,8.59293333333333,NA,316.329291336425,141.471060526129,NA,49725,NA,NA,27,27,868,"A","1",0,1985,"L","0010",NA,"","",1998,22,1,1,1,100,65,1,2,2,2,2,4,"07/06/98 00:00:00","12/30/99 09:07:00",1,2,1,1,2,4,NA,NA,"4","0","",0,NA,335,0,2,0,2,"2",2,"REJON ENCONTRADO.
27,PIE 22 DIAMETRO COMPROBADO.",6,NA,"05/19/98 00:00:00","12/30/99 12:55:00","05/19/98 00:00:00","12/30/99 15:45:00",NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,"27.868.A.1","IFN3","27_868",37.9711956521739,13764.6814817987,5734.10502524507,33.5682982222222,457.800351862554,0,30.0669962917182,12.5253399258344,30.5549558593184,13.3586956521739,41.6581018080759,35.1811298610217,631.740141835599,34.9862893331349,65.1168217107345,-7.92835762558044,43.2480049603174,"1997_2007",7.32575757575758,16.1212121212121,11.7234848484848,1534.80909191478,70.6520663061034
"651","28_362_A_1",28.362,26,21,NA,32.3098231111111,21.4871666666667,NA,327.222562996937,325.383439210097,NA,51361,NA,NA,28,28,362,"A","1",0,1983,"03","3364",1997,"","3-2",2000,62,1,1,2,100,90,1,2,1,2,2,4,"04/19/00 00:00:00","12/30/99 11:19:00",1,2,1,1,8,3,NA,NA,"0","3","",0,NA,115,0,5.8,0,2,"1",3,"ENCONTRADO EL REJON GRACIAS A LAS          REFERENCIAS DEL IFN2.PIE A 10 GRADOS  Y         14.30 MT CON DIAMETROS  227-208  NO        ENTRA.
PIE 6 TIENE  LA GUIA     TORCIDA.
PIE 18 ENTRA POR  PTE.
PIE 29    DIAMETROS CORRECTOS Y     COMPROBADOS.

PIE A 224 GRADOS Y 15.30    MT NO ENTRA  POR DIAMETRO.

PIE 38   DIAMETRO CORRECTO Y COMPROBADO,  Y ESTA   DOMINADO. DIAMETROS MENORES QUE EN EL IFN2 COMPROBADOS.

DIFICULTADES POR LLUVIA Y VIENTO.",3,26,"04/19/00 00:00:00","12/30/99 10:10:35","04/19/00 00:00:00","12/30/99 12:56:31",166,27,205,380,10,NA,NA,NA,NA,NA,NA,"D",4,"28.362.A.1","IFN3","28_362",43.294923857868,20515.27022403,9320.59446906718,53.7969897777778,652.606002207034,0,31.4359202254498,14.2821157598092,32.3972774399206,15.2771573604061,45.4324723354106,35.2862552907106,989.289766352309,25.6231144271732,47.689989582513,-3.68857267876745,40.900331678512,"1997_2007",4.89393939393939,14.8409090909091,9.86742424242424,713.436360489238,35.9098568482667
"654","28_558_A_1",28.558,21,26,NA,16.5446294444444,4.52035277777778,NA,130.719259926143,88.4194128288307,NA,51607,NA,NA,28,28,558,"A","1",0,1984,"L","0008",1997,"","3-2",2000,93,1,1,1,100,75,1,2,2,2,2,4,"04/12/00 00:00:00","12/30/99 11:20:00",1,2,1,1,7,2,NA,NA,"0","3","4",0,NA,50,0,6.5,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.NO DEJO OCUPACION PARA OTRAS ESPECIES.      ARBOL N10 DIAMETROS MEDIDOS CON     PERIMETRO.A 289 GRS Y 25 MTS HAY UN    PINO SILVESTRE QUE NO SE MIDIO EN EL    ANTERIOR INVENTARIO Y QUE ENTRA POR    PENDIENTE.MATORRAL (0110) ES DAPHNE   GNIDIUM.TODOS LOS PIES QUE HAN  DESAPARECIDO HA SIDO DEBIDO A LAS  CORTAS.NULA PRESENCIA DE REGENERACION  NATURAL DE LAS DOS ESPECIES DE PINO,NI  EN LA PARCELA NI ALREDEDORES.",8,5,"04/12/00 00:00:00","12/30/99 10:26:08","04/12/00 00:00:00","12/30/99 11:26:24",60,47,244,152,9,NA,NA,NA,NA,NA,NA,"D",1,"28.558.A.1","IFN3","28_558",41.9314917127072,7266.08099257647,2550.01586598348,21.0649822222222,219.138672754974,0,33.157456423499,11.6365397030342,34.9845340725545,13.121546961326,35.0947900056268,31.2928217560873,375.791060260743,51.4820044061162,95.8188069132949,-4.00675722156697,40.7448559818145,"1997_2007",6.12878787878788,15.219696969697,10.6742424242424,586.909091906114,28.3884207151363
"655","28_638_A_1",28.638,26,21,NA,22.2395056666667,4.41196677777778,NA,191.551815952379,38.4801284631071,NA,51700,NA,NA,28,28,638,"A","1",0,1984,"M","0003",1997,"","3-3",2000,68,1,1,1,100,70,1,2,1,2,1,4,"05/24/00 00:00:00","12/30/99 10:44:00",1,2,1,1,6,3,NA,NA,"0","0","",0,NA,150,0,8.8,0,2,"2",2,"PARCELA LOCALIZADA POR LOS PIES MAYORES.

EN MATORRAL HAY MADRESELVA(5%  Y 0.3M).

PIES 1 2 3 5 6 7 8 9 14 15  16 18 19 20  21 22 23 24 Y 25 ESTAN  RESINADOS POR EL  METODO DE PICA DE  CORTEZA ABANDONADA. ALTURAS COMPROBADAS.DIAMETROS PIES 7, 8, 17 CORRECTOS",12,35,"05/24/00 00:00:00","12/30/99 10:32:43","05/24/00 00:00:00","12/30/99 12:35:29",123,47,90,255,10,NA,NA,NA,NA,NA,NA,"D",1,"28.638.A.1","IFN3","28_638",49.2842783505155,8192.53252664393,3202.05598394841,26.6514724444444,230.031944415486,0,35.6147601476015,13.920049200492,38.4079907250759,19.1159793814433,39.0850567090776,38.7871751829016,458.237983765006,34.4912847382516,64.1955143481821,-4.15945330947729,40.6713576375904,"1997_2007",5.62878787878788,13.9090909090909,9.76893939393939,701.545454198664,35.4872580778784
"656","28_886_A_1",28.886,26,21,43,12.2103222222222,3.757442,0.950625,887.730904801461,15.278874536822,31.8309886183791,51987,NA,NA,28,28,886,"A","1",0,1984,"J","0002",1997,"","1-1",2000,68,1,1,1,90,80,1,2,3,1,2,4,"05/03/00 00:00:00","12/30/99 11:01:00",1,2,1,1,5,1,NA,NA,"0","3","",0,NA,318,0,5.2,0,2,"2",2,"PARCELA ENCONTRADA POR LOS PIES     MAYORES. PIES 5, 6, 8 ALTURAS CORRECTAS.
EL CYSTUS ES EL LAURIFOLIUS.",12,35,"05/03/00 00:00:00","12/30/99 10:19:40","05/03/00 00:00:00","12/30/99 12:04:01",104,47,15,200,10,NA,NA,NA,NA,NA,NA,"D",1,"28.886.A.1","IFN3","28_886",27.895580474934,12424.4978312226,4868.72654800674,16.9183892222222,934.840767956662,0,13.2904963680387,5.20808111380145,15.1797893045094,10.2275725593668,39.1865056772895,36.6637739213094,419.735254451915,31.9785383130109,59.5187662821413,-4.15914140097931,40.6533443189881,"1997_2007",6.17424242424242,14.5681818181818,10.3712121212121,605.399998372251,29.7184082503299
"657","28_960_A_1",28.96,21,26,NA,21.0043168333333,5.575256,NA,408.992835981039,47.5342763367794,NA,52074,NA,NA,28,28,960,"A","1",0,1984,"K","0003",1997,"","1-3",2000,131,1,1,1,80,75,1,2,2,2,2,4,"06/13/00 00:00:00","12/30/99 13:38:00",1,2,1,1,10,0,NA,NA,"0","0","",0,NA,170,0,11.8,0,3,"3",3,"PARCELA LOCALIZADA POR LOS PIES   MAYORES.

PIES 1, 4, 5, 6, 10, 11, 12, 21 Y 22 H COMPROBADA.
FUERA DE LA PARCELA HAY ALGUNOS ARBOLES  MUERTOS EN PIE.",12,35,"06/13/00 00:00:00","12/30/99 11:42:27","06/13/00 00:00:00","12/30/99 13:40:43",118,47,375,175,10,NA,NA,NA,NA,NA,NA,"D",1,"28.960.A.1","IFN3","28_960",40.4473404255319,11184.5464270292,3741.27293114375,26.5795728333333,456.527112317819,0,24.4991942981097,8.19507282305547,27.2267479255793,11.9122340425532,33.4503768709152,29.4512171065609,523.529396218979,39.2892279824739,73.1254929417208,-3.68979064411824,41.0174277206205,"1997_2007",5.59090909090909,16.4924242424242,11.0416666666667,530.827272328463,25.227434724521
"658","28_978_A_1",28.978,21,26,NA,29.7736816666667,5.95570411111111,NA,367.400344186358,34.5189387683755,NA,52093,NA,NA,28,28,978,"A","1",0,1984,"K","0003",1997,"","1-3",2000,131,1,1,1,80,80,1,2,4,2,1,4,"05/17/00 00:00:00","12/30/99 10:20:00",1,2,1,1,2,1,NA,NA,"4","0","",0,NA,290,0,5,0,2,"2",2,"PARCELA LOCALIZADA POR LOS PIES MAYORES.

PIES 4 Y 6 ESTAN UN POCO     INCLINADOS.

PIE 14 Y 15 H. COMPROBADA.
 PIES 16, 20 Y 26 H. COMPROBADA.
PIE 28 Y 29 H.   COMPROBADA.",12,35,"05/17/00 00:00:00","12/30/99 10:08:23","05/17/00 00:00:00","12/30/99 12:35:41",147,47,315,115,10,NA,NA,NA,NA,NA,NA,"D",1,"28.978.A.1","IFN3","28_978",43.0282122905028,13154.4319151132,4580.33779112422,35.7293857777778,401.919282954733,0,32.7290390707497,11.3961633227737,33.6432864265207,11.9608938547486,34.8197308761153,27.7977940937802,647.317103118712,41.7029658314933,77.6179652835131,-4.17002347745167,40.5991849080225,"1997_2007",5.28787878787879,13.9848484848485,9.63636363636364,768.845452037725,39.1541665389582
"659","28_996_A_1",28.996,26,21,NA,27.3624861111111,8.01427511111111,NA,448.746203988882,89.9755944946182,NA,52113,NA,NA,28,28,996,"A","1",0,1984,"K","0002",1997,"","1-3",2000,131,1,1,1,85,70,1,2,3,2,2,4,"04/17/00 00:00:00","12/30/99 13:16:00",1,2,1,1,9,3,NA,NA,"0","0","",0,NA,360,0,10,0,1,"3",2,"EL ARBOL 10 DEL IFN3 POSIBLEMENTE SEA  ARBOL 7 ALTURA CORRECTA. EL ARBOL 9 DEL IFN2 QUE LO DI POR DESAPARECIDO YA QUE NO   COINCIDE NI  EL RUMBO NI LA DISTANCIA.
ARBOL  10  ENTRA   POR     DISTANCIA.

LOS  RUMBOS NO  COINCIDEN.
ARBOL 16 FORMA COMPROBADA. 
ARBOL 27  ENTRA POR PENDIENTE.

ARBOL 30 ENTRA  POR PENDIENTE.ARBOAL 30 ALTURA COMPROBADA.
ARBOL 31 ENTRA POR PENDIENTE, H. COMPROBADA.
ARBOL 35 TIENE LOS GRADOS   MAL PUESTOS  PUES EL RUMBO QUE YO VEO   EN LA BRUJULA  ES 4G PERO RESPETE EL ORDEN DEL IFN2.

MAXIMA PENDIENTE  COMPROBADA. REJON ENCONTRADO POR PIES DEL IFN2.",12,35,"04/17/00 00:00:00","12/30/99 11:43:29","04/17/00 00:00:00","12/30/99 13:24:42",101,47,100,300,10,NA,NA,NA,NA,NA,NA,"D",1,"28.996.A.1","IFN3","28_996",37.8881355932203,15126.4111748929,4803.36691804366,35.3767612222222,538.7217984835,0,28.0783350840336,8.91622899159664,28.9155741434649,11.1271186440678,31.754835053118,29.3683457099401,680.436193077905,38.7199695199343,72.0659835590722,-4.18168092252613,40.5900579024278,"1997_2007",5.28787878787879,13.9848484848485,9.63636363636364,768.845452037725,39.1541665389582
"660","28_997_A_1",28.997,26,21,55,12.2707418888889,3.606014,0.7225,83.184983589364,15.278874536822,14.1471060526129,52114,NA,NA,28,28,997,"A","1",0,1984,"K","0003",1997,"","1-3",2000,131,1,1,1,80,65,1,2,3,2,1,4,"05/11/00 00:00:00","12/30/99 10:36:00",1,2,1,1,5,1,NA,NA,"0","0","",0,NA,30,0,11,0,1,"2",2,"20% PARA OTRAS ESPECIES.
PARCELA LOCALIZADA POR LOS PIES MAYORES. 

LOS PIES DEL IFN2 TIENEN UNA DIFERENCIA   DE   RUMBOS DE UNOS 20G MAS O  MENOS.

EL  AGENTE CAUSANTE DEL DAÑO ES  LA   PROCESIONARIA.

EL PRUNUS SP ES EL  CEREZO SILVESTRE.",12,35,"05/11/00 00:00:00","12/30/99 10:30:17","05/11/00 00:00:00","12/30/99 12:44:55",135,47,330,130,10,NA,NA,NA,NA,NA,NA,"D",1,"28.997.A.1","IFN3","28_997",40.5128140703518,5397.75050529117,1748.01642386085,17.4612871388889,176.272941415557,0,30.6215489566613,9.91653290529695,35.514062985572,12.1306532663317,32.384164887713,29.9427564949362,309.659577108552,62.0901894384661,115.562863988013,-4.16986646609932,40.590178176517,"1997_2007",5.28787878787879,13.9848484848485,9.63636363636364,768.845452037725,39.1541665389582
"661","29_286_A_1",29.286,26,21,25,6.54933125,2.85268125,0.7921,201.171848068156,95.4929658551372,5.09295817894065,5218,410998,4083009,29,29,286,"A","1",0,1984,"L","0008",2002,"","4-1 ",2007,NA,1,1,2,70,30,1,2,2,2,2,4,"","",1,2,1,1,5,2,NA,NA,"0","3","4",1,NA,25,NA,10,NA,2,"2",2,"[PIESMAY 002-026]ENTRA POR PENDIENTE.
29,[PIESMAY 003-021]DM CORRECTOS.
29,[PIESMAY 007-026]DM Y HT CORRECTOS.
29,[PIESMAY 011-025]DM Y HT CORRECTOS.
29,[PIES MAYORES]COMPROBADOS SP.021 A 94 Y 395G.
29,[LOCALIZACIÓN ACCESO LEVANTAMIENTO]REJON ENCONTRADO, REFERENCIAS CROQUIS DEL IFN2.PRECISION GPS:5,3M.",16,99,"01/10/07 00:00:00","12/30/99 11:48:53","01/10/07 00:00:00","12/30/99 13:43:26",NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,"29.286.A.1","IFN3","29_286",24.5752873563218,5801.89795744919,1747.90324701243,10.1941125,301.757772102234,0,19.2270042194093,5.79240506329114,20.7396077377062,7.2448275862069,30.126404494382,29.4801337667501,223.578281789309,79.4589301198157,147.889732937109,-3.99874959178471,36.8881796275061,"1997_2007",6.34848484848485,18.4242424242424,12.3863636363636,649.145455712622,28.9973604582288
"749","32_1287_A_1",32.1287,21,26,43,21.9494173333333,11.7555668888889,5.808875,245.59376107336,123.362764778785,604.788783749202,58246,NA,NA,32,32,1287,"A","1",0,1985,"M","0009",NA,"","",1998,6,1,1,1,95,85,1,2,1,2,1,4,"06/30/98 00:00:00","12/30/99 15:46:00",1,2,1,1,5,6,NA,NA,"0","0","",0,NA,385,0,5.8,0,2,"2",2,"HE ENCONTRADO LA PARCELA POR MEDIO DE  LOS PIES DEL IFN2.
32,DIAMETRO PIE 3,  8 , 17  Y 23 COMPROBADOS
32,LOS PIES CON RUMBOS 107 Y316 NO ENTRAN  POR POCO
32,LA PARCELA SE HA QUEMADO PERO HA  REGENERADO MUY BIEN
32,LAS ALTURAS Y DIAMETROS ESTAN  COMPROBADOS.",3,NA,"06/30/98 00:00:00","12/30/99 13:57:00","06/30/98 00:00:00","12/30/99 15:54:00",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1287.A.1","IFN3","32_1287",39.5372881355932,19010.8669663952,11777.3243177397,39.5138592222222,973.745309601347,0,19.5234490774372,12.0948714223449,22.7304008236536,18.3954802259887,61.9504851544018,46.5269144482074,835.807089869346,17.4207232208914,32.4236193568686,-7.93679006989394,42.0413805444905,"1997_2007",7.12878787878788,16.4772727272727,11.8030303030303,1495.43635396524,68.5884637676899
"750","32_1288_A_1",32.1288,26,21,NA,25.481512,8.33823088888889,NA,260.872635610182,109.215658726172,NA,58247,NA,NA,32,32,1288,"A","1",0,1985,"M","0009",NA,"","",1998,6,1,1,1,90,70,1,2,1,2,1,4,"06/30/98 00:00:00","12/30/99 12:01:00",1,2,1,1,5,9,NA,NA,"4","0","",0,NA,245,0,5,0,2,"2",2,"HE ENCONTRADO LA PARCELA POR MEDIO DE  LOS PIES DEL IFN2. DIAMETRO PIES 16 Y 26 COMPROBADOS.
32,LOSPIES CON RUMBO 0,56,217 Y 311 NO  ENTRAN POR POCO
32,LOSPINOS TIENEN PERFORADORES PERO NO  LES HA AFECTADO.",3,NA,"06/30/98 00:00:00","12/30/99 10:18:00","06/30/98 00:00:00","12/30/99 12:07:00",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1288.A.1","IFN3","32_1288",40.0265363128492,12479.728133252,6168.98706530239,33.8197428888889,370.088294336354,0,33.7209480122324,16.6689602446483,34.1104568208342,17.9553072625698,49.4320629378557,44.8585086709236,609.391131625394,28.9503943666729,53.8827553410957,-7.93694016634738,42.0323757581856,"1997_2007",7.12878787878788,16.4772727272727,11.8030303030303,1495.43635396524,68.5884637676899
"752","32_1595_A_1",32.1595,21,26,NA,19.4828375,3.7139625,NA,1241.40855611678,173.302049144508,NA,58491,NA,NA,32,32,1595,"A","1",0,1985,"M","0012",1997,"9","2609",1998,34,1,1,1,100,80,1,2,1,2,2,4,"06/29/98 00:00:00","12/30/99 17:23:00",1,2,1,1,7,3,NA,NA,"0","0","",0,NA,5,0,6,0,3,"3",3,"ENCONTRADO REJON DE IFN2
32,NO DOY OCUPAION A OTRAS ESPECIES
32,REGENERACION COMPROBADA",7,NA,"06/29/98 00:00:00","12/30/99 10:22:00","06/29/98 00:00:00","12/30/99 13:24:00",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1595.A.1","IFN3","32_1595",19.6983870967742,19938.9312705526,10872.051001433,23.1968,1414.71060526129,0,14.094,7.685,14.4489169144265,10.0322580645161,54.5267489711934,50.9293375910915,586.826262460987,26.5013196357256,49.3245136512482,-7.22447136245772,42.0235640874225,"1997_2007",6.90909090909091,16.8181818181818,11.8636363636364,1331.5454523455,60.9022868016653
"753","32_1622_A_1",32.1622,26,21,NA,8.01997638888889,8.01464375,NA,297.089227104871,413.802852038928,NA,58522,NA,NA,32,32,1622,"A","1",0,1985,"M","0007",1997,"9","2637",1998,22,1,1,1,80,60,1,2,2,2,2,4,"07/17/98 00:00:00","12/30/99 13:14:00",1,2,1,1,7,1,NA,NA,"0","0","",0,NA,390,0,9,0,1,"1",1,"REJON ENCONTRADO
32,PIES CON RUMBO 106 Y 114 G NO ENTRAN POR POCO
32,0102 ERICA UMBELATA",22,NA,"07/17/98 00:00:00","12/30/99 10:03:00","07/17/98 00:00:00","12/30/99 13:16:00",NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1622.A.1","IFN3","32_1622",24.08,11332.3624646199,6014.28846061707,16.0346201388889,710.892079143799,0,15.9410447761194,8.46019900497513,16.9465992567287,10.1833333333333,53.0717975126009,42.2895902547065,380.879387073917,36.8305498442915,68.5493772969995,-7.36981321699785,42.0077089549758,"1997_2007",6.32575757575758,15.3712121212121,10.8484848484848,1328.69090702317,63.730813854309
"754","32_1658_A_1",32.1658,21,26,NA,14.3548840277778,7.77599236111111,NA,601.252007236049,233.427249868113,NA,58564,NA,NA,32,32,1658,"A","1",0,1985,"K","0002",1997,"6","2872",1998,86,1,1,1,100,70,1,2,1,2,1,4,"06/11/98 00:00:00","12/30/99 23:54:00",1,2,1,1,7,4,NA,NA,"0","0","",0,NA,145,0,11,0,2,"2",3,"ENCONTRADO EL REJON . 
32,PIES 13 Y 18 CON PENDIENTE.
32,REGENERACION COMPROBADA",8,NA,"06/05/98 00:00:00","12/30/99 13:00:00","06/05/98 00:00:00","12/30/99 15:35:00",NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1658.A.1","IFN3","32_1658",23.7172413793103,15114.060751309,6810.06317607654,22.1308763888889,834.679257104162,0,18.1076271186441,8.15889830508475,18.3736125960713,10.5344827586207,45.0577994103056,44.4169816807211,509.164560686105,32.8569292722498,61.1536360718594,-7.16151241312251,42.1126307076542,"1997_2007",6.32575757575758,16.1969696969697,11.2613636363636,1253.88181651722,58.9746658757433
"755","32_1751_A_4",32.1751,26,21,NA,16.3120645833333,3.91485069444444,NA,229.89047335496,205.133037762887,NA,58651,NA,NA,32,32,1751,"A","4",0,NA,"","",1985,"K","0011",1998,16,1,1,1,95,80,1,2,2,2,1,4,"06/10/98 00:00:00","12/30/99 23:02:00",1,2,1,1,5,6,NA,NA,"0","0","",0,NA,70,0,4,0,2,"2",2,"LA PARCELA ES A4 POR FALTA DE    REFERENCIAS Y LA DESAPARICION DE    ALGUNOS PIES",3,NA,"06/04/98 00:00:00","12/30/99 14:56:00","06/04/98 00:00:00","12/30/99 16:38:00",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1751.A.4","IFN3","32_1751",34.19375,9804.29817211207,5980.68908374211,20.2269152777778,435.023511117847,0,22.5373983739837,13.7479674796748,24.3311996503001,15.625,61.0006854009596,45.6954852860537,416.496607962925,30.6848220712485,57.1108890403744,-7.90225404258931,41.9419868078536,"1997_2007",6.67424242424242,15.8863636363636,11.280303030303,1400.31818090786,65.803488743267
"756","32_1967_A_4",32.1967,21,26,NA,11.2363444444444,4.62400011111111,NA,169.765272631355,65.2181589025456,NA,58814,NA,NA,32,32,1967,"A","4",0,1997,"13","2343",1985,"L","0004",1998,85,1,1,1,100,60,1,2,1,2,2,4,"06/12/98 00:00:00","12/30/99 12:27:00",1,2,1,1,5,3,NA,NA,"4","0","",0,NA,390,0,6,0,2,"2",2,"REJON NO LOCALIZADO POR EL CAMBIO DEL TERRENO. 
32,HAN AGRANDADO EL CORTAFUEGOS  Y  CONSTRUIDO UNA PISTA DONDE ESTABA  LA   PARCELA, POR LO TANTO HE PROCEDIDO  HA   PINCHAR UNA A4 CON LAS FOTOS DEL  IFN3 Y   EL PUNTO ROJO.
32,HE DESPLAZADO  LA PACELA  9MT Y 18G. POR  EL  CORTAFUEGOS.
32,EL PIE CON R43G SA VA POR  POCO.",23,NA,"06/12/98 00:00:00","12/30/99 10:57:00","06/12/98 00:00:00","12/30/99 12:30:00",NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,"32.1967.A.4","IFN3","32_1967",33.248097826087,6728.80219891034,3026.49039783548,15.8603445555556,234.983431533901,0,28.6352197471403,12.8795906080674,29.3151923019273,13.883152173913,44.9781448223518,41.7562299248895,303.408251244563,46.9886854226622,87.4557979542988,-7.42076685643491,41.9003482380475,"1997_2007",8.68939393939394,19.0681818181818,13.8787878787879,1880.78182487054,78.7637058638679
