"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WTHINB","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTHINB_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"11","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_329",21,71,111,15,0.66,0.34,351.98,53.76,43.57,NA,0,21.13,10.16,8.44,3477.89,2962.5,3477.89,85.77,1376.82,1464.95,600.31,1889.79,1936.62,NA,NA,66.54,61.42,66.54,10.45,41.87,43.19,21.62,48.6,49.08,27.65,49.05,49.66,47.83,48.6,49.08,1862.8,1889.79,1936.62,17.22,17.22,17.16,4.5,15.87,16.06,8.33,16.38,16.38,16.06,16.38,16.38,38.52,33.58,413.68,210.53,141.8,862.29,1146.28,33.18,35.66,141.12,NA,0,85.18,55.94,10.03,10.03,45.54,109.91,13.67,0,0.71,132.59,32.87,66.54,7.65,79.13,10.03,10.03,12.67,43.37,6.02,0,0.71,53.46,74.91,19.12,14.98,7.2,4.92,27.68,148.8,NA,47.62,16.29,10.24,7.2,13.71,95.07,27.29,2.83,4.73,4.92,13.97,53.74,"CS_IFN2_PsylFsyl__Output_Plot_1_329.xlsx"
"12","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_329",21,71,116,20,0.67,0.33,351.98,53.76,43.57,NA,0,22.11,10.71,8.87,3584.95,3078.02,3584.95,85.77,1469.52,1558.12,628.16,1992.28,2035.14,NA,NA,67.56,62.6,67.56,10.45,43.26,44.54,21.98,49.93,50.36,28.28,50.37,50.9,49.11,49.93,50.36,1960.82,1992.28,2035.14,16.95,16.95,16.88,4.5,15.68,15.86,8.27,16.16,16.16,15.85,16.16,16.16,37.61,32.28,429.01,222.1,147.98,862.29,1146.28,33.63,36.14,146.6,NA,0,88.89,57.71,12.51,12.51,47.42,116.83,12.27,0,0.68,135.38,34.4,68.87,6.4,80.17,12.51,12.51,13.02,47.96,5.87,0,0.68,55.21,77.9,21.43,15.92,7.66,5.28,29.13,157.33,NA,49.63,18.13,10.8,7.66,14.46,100.68,28.27,3.3,5.12,5.28,14.68,56.65,"CS_IFN2_PsylFsyl__Output_Plot_1_329.xlsx"
"13","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","1_342",71,21,96,0,NA,NA,831.85,NA,NA,NA,NA,32.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.42,NA,NA,22.15,NA,NA,37.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,NA,NA,16.35,NA,NA,NA,NA,684.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"14","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","1_342",71,21,96,0,0.73,0.27,831.85,589.79,150.1,NA,0,32.04,19.03,9.83,2103.35,2103.35,1583.37,45.96,45.96,273.18,385.19,322.58,654.72,NA,NA,51.75,51.75,44.9,7.65,7.65,18.65,19.42,17.13,28.03,22.15,20.27,28.87,38.56,35.87,31.67,1192.89,1045.65,809.67,19.5,19.5,19,7.5,9,14,13.62,13.75,15.77,16.44,17.21,16.2,70.14,42.63,684.77,385.53,192.27,862.29,1146.28,21.09,22.67,224.9,NA,NA,156.52,68.38,0,0,11.04,73.76,87.52,29.11,8.86,204.67,11.04,55.26,52.07,139.92,0,0,0,18.5,35.45,29.11,8.86,64.75,120.35,9.14,23.11,13.45,5.39,41.94,213.38,NA,89.46,9.02,19.19,13.45,25.68,156.8,30.88,0.12,3.92,5.39,16.27,56.58,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"15","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","1_342",71,21,101,5,0.73,0.27,831.85,589.79,150.1,NA,0,34.2,20.43,10.58,2197.54,2197.54,1668.2,49.99,49.99,301.22,411.12,346.33,705.13,NA,NA,52.9,52.9,46.09,7.98,7.98,19.58,20.09,17.8,29.14,22.88,21,29.96,39.7,36.99,32.82,1262.96,1110.1,868.42,17.2,17.2,17,7.5,9.84,13.51,12.74,12.65,15.18,16.45,16.25,15.78,63.41,41.44,721.53,414.28,204.93,862.29,1146.28,21.08,22.65,229.25,NA,0,157.9,71.36,0,0,11.56,84.96,82.95,28.32,7.47,210.37,11.56,61.17,47.93,142.74,0,0,0,23.79,35.02,28.32,7.47,67.63,122.46,11.43,24.99,15.19,5.97,45.09,225.14,NA,89.99,11.24,20.6,15.19,27.57,164.59,32.47,0.19,4.39,5.97,17.52,60.54,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"16","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","1_342",71,21,106,10,0.73,0.27,831.85,589.79,150.1,NA,0,36.22,21.71,11.32,2277.26,2277.26,1745.67,53.71,53.71,329.14,435.37,368.14,753.83,NA,NA,53.85,53.85,47.15,8.27,8.27,20.47,20.7,18.4,30.17,23.54,21.65,30.98,40.74,37.99,33.9,1328.94,1169.03,924.96,17.18,17.18,16.98,7.5,9.97,13.66,12.81,12.74,15.26,16.46,16.26,15.83,61.91,40.4,755.49,440.71,217.05,862.29,1146.28,21.06,22.63,244.33,NA,0,168.19,76.14,0,0,12.03,101.03,91.49,28.93,7.18,223.08,12.03,71.64,54.31,150.81,0,0,0,29.39,37.17,28.93,7.18,72.27,130.57,13.09,26.68,16.14,6.4,48.03,240.92,NA,95.77,12.82,21.89,16.14,29.3,175.93,34.81,0.26,4.79,6.4,18.73,64.99,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"17","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_342",71,21,111,15,0.73,0.27,831.85,589.79,150.1,NA,0,38.18,22.96,12.03,2351.77,2351.77,1819.08,57.44,57.44,357.19,458.97,389.34,801.3,NA,NA,54.72,54.72,48.13,8.55,8.55,21.33,21.27,18.96,31.14,24.17,22.26,31.94,41.72,38.92,34.91,1391.84,1225.24,979.73,17.16,17.16,16.96,7.5,10.09,13.8,12.88,12.83,15.32,16.47,16.27,15.87,60.56,39.47,788.18,466.43,228.75,862.29,1146.28,21.06,22.63,258.98,NA,0,178.19,80.79,0,0,14.37,110.37,93.22,25.95,6.47,236.4,14.37,77.27,55.33,159.69,0,0,0,33.1,37.88,25.95,6.47,76.71,138.46,14.8,28.34,17.06,6.83,50.9,256.39,NA,101.38,14.45,23.16,17.06,30.99,187.03,37.08,0.35,5.19,6.83,19.91,69.35,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"18","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_342",71,21,116,20,0.73,0.27,831.85,589.79,150.1,NA,0,40.09,24.18,12.72,2421.49,2421.49,1888.66,61.19,61.19,385.22,481.89,409.92,847.47,NA,NA,55.53,55.53,49.04,8.83,8.83,22.15,21.82,19.5,32.06,24.77,22.85,32.85,42.63,39.79,35.87,1451.75,1278.82,1032.67,17.13,17.13,16.94,7.5,10.21,13.92,12.95,12.9,15.38,16.47,16.27,15.9,59.33,38.63,819.62,491.4,240.03,862.29,1146.28,21.05,22.62,273.18,NA,0,187.9,85.28,0,0,22.02,119.38,93.42,31.58,6.08,249.96,22.02,82.77,54.94,168.9,0,0,0,36.61,38.48,31.58,6.08,81.07,146.11,16.54,29.96,17.95,7.24,53.68,271.48,NA,106.82,16.1,24.38,17.95,32.63,197.88,39.29,0.44,5.58,7.24,21.06,73.61,"CS_IFN2_PsylFsyl__Output_Plot_1_342.xlsx"
"19","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","1_472",21,71,96,0,NA,NA,657.84,NA,NA,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,15.91,NA,NA,28.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,NA,NA,12.48,NA,NA,NA,NA,318.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
"20","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","1_472",21,71,96,0,0.78,0.22,657.84,244.04,413.8,NA,0,13.07,10.23,2.85,1161.13,1161.13,172.03,48.4,142.08,48.4,198.75,419.13,68.79,NA,NA,38.45,38.45,14.8,7.85,13.45,7.85,13.9,21.94,9.15,15.91,23.1,9.36,29.15,29.15,11.7,689.99,689.99,111.01,16.5,16.5,6.5,4.5,6.5,4.5,7.17,10.41,5.27,12.23,12.23,5.14,51.63,41.96,318.43,208.04,76.49,877.85,1150.92,31.88,34.25,68.64,NA,NA,61.18,7.46,0,0,0,17.04,21.81,0,3.56,59.84,0,17.04,21.81,54.2,0,0,0,0,0,0,3.56,5.65,38.33,3.91,11.64,8.81,4.51,18.52,85.73,NA,35.36,3.91,10.31,8.81,13.8,72.2,2.97,0,1.33,4.51,4.71,13.53,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
"21","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","1_472",21,71,101,5,0.78,0.22,657.84,244.04,413.8,NA,0,14.77,11.42,3.35,1261.59,1261.59,200.8,57.05,162.1,57.05,224.5,468.09,80.85,NA,NA,40.08,40.08,15.99,8.52,14.37,8.52,14.86,23.23,9.93,16.91,24.41,10.15,30.75,30.75,12.66,765.73,765.73,129.94,13.01,13.01,9.92,6.74,9.96,6.74,8.89,11.36,7.44,12.31,12.31,8.71,59.81,40.02,351.13,232.6,87.88,877.85,1150.92,31.68,34.05,85.29,NA,0,72.29,12.99,0,0,0,21.24,25.69,0,8,75.79,0,21.24,25.69,64.71,0,0,0,0,0,0,8,11.09,46.61,5.01,12.67,9.6,3.41,20.95,98.25,NA,41.44,5.01,11.52,9.6,15.42,82.99,5.17,0,1.15,3.41,5.54,15.26,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
"22","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","1_472",21,71,106,10,0.77,0.23,657.84,244.04,413.8,NA,0,16.57,12.66,3.91,1365.12,1365.12,233.34,66.84,183.57,66.84,251.95,518.81,94.57,NA,NA,41.69,41.69,17.24,9.23,15.29,9.23,15.85,24.51,10.74,17.91,25.7,10.97,32.27,32.27,13.68,841.61,841.61,151.6,13.04,13.04,10.17,7.08,10.11,7.08,9.14,11.46,7.77,12.37,12.37,9,57.64,38.33,385.19,258.07,100.54,877.85,1150.92,31.52,33.87,96.26,NA,0,80.61,15.65,0,0,0,25.48,27.77,0,12.12,85.31,0,25.48,27.77,72.12,0,0,0,0,0,0,12.12,13.19,52.41,6.49,14.14,10.62,3.86,23.56,111.08,NA,46.12,6.49,12.77,10.62,17.09,93.08,6.29,0,1.37,3.86,6.48,17.99,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
"23","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_472",21,71,111,15,0.77,0.23,657.84,244.04,413.8,NA,0,18.43,13.9,4.53,1464.62,1464.62,267.83,77.55,206.04,77.55,280.16,569.65,109.44,NA,NA,43.18,43.18,18.47,9.94,16.2,9.94,16.82,25.74,11.56,18.89,26.93,11.8,33.7,33.7,14.7,916.3,916.3,174.83,13.06,13.06,10.38,7.4,10.25,7.4,9.36,11.55,8.07,12.42,12.42,9.27,55.65,36.86,419.43,283.62,113.98,877.85,1150.92,31.39,33.73,107.54,NA,0,88.98,18.57,0,0,0,34.36,29.91,0,13.4,95.57,0,34.36,29.91,79.47,0,0,0,0,0,0,13.4,16.11,58.35,8.13,15.64,11.64,4.35,26.26,124.36,NA,50.82,8.13,14.02,11.64,18.76,103.37,7.53,0,1.62,4.35,7.5,20.99,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
"24","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_472",21,71,116,20,0.76,0.24,657.84,244.04,413.8,NA,0,20.32,15.13,5.19,1559.64,1559.64,303.9,89.12,229.29,89.12,308.89,620.12,125.35,NA,NA,44.56,44.56,19.67,10.65,17.09,10.65,17.77,26.91,12.38,19.83,28.1,12.63,35.04,35.04,15.7,989.2,989.2,199.43,13.08,13.08,10.57,7.7,10.37,7.7,9.56,11.63,8.35,12.47,12.47,9.51,53.83,35.57,453.62,309.01,128.08,877.85,1150.92,31.28,33.61,119.03,NA,0,97.3,21.73,0,0,5.58,39.24,33.01,0,14.92,105.9,5.58,39.24,31,86.8,0,0,0,0,2.01,0,14.92,19.1,64.38,9.94,17.16,12.65,4.86,29.01,137.99,NA,55.49,9.94,15.26,12.65,20.42,113.76,8.89,0,1.9,4.86,8.59,24.23,"CS_IFN2_PsylFsyl__Output_Plot_1_472.xlsx"
