"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Mean_crown_d","Mean_crown_d_sp1","Mean_crown_d_sp2","Do_crown","Do_crown_sp1","Do_crown_sp2","Canopy_cover","Canopy_cover_sp1","Canopy_cover_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","Bole_V","Bark_V","V_harvested","Dead_V","V_sp1","Bole_V_sp1","Bark_V_sp1","V_sp2","Bole_V_sp2","Bark_V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WB2_t","WTBL","WR","WT","Dead_WT","WSW_sp1","WB_2_T_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"11","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","16_812",26,21,107,15,0.83,0.17,591.77,517.5,60.13,NA,0,23.04,18.18,4.04,2488.56,2488.56,967.55,92.81,92.81,467.4,389.29,351.25,672.09,NA,NA,56.29,56.29,35.1,10.87,10.87,24.4,19.06,17.7,28.86,22.26,21.15,29.25,40.9,38.98,28.86,1353.64,1261.36,672.09,16.7,16.7,14.33,7.16,7.16,12.57,9.53,9.09,13.32,15.01,14.56,13.32,0,0,0,0,0,0,0,0,0,49.99,36.71,491.3,372.67,78.82,1123.4,1130.95,27.38,29.42,130.67,96.66,34.01,NA,0,106.97,74.01,32.96,23.7,22.65,1.05,0,0,13.91,63.13,36.33,13.62,2.36,122,13.91,55.76,22.39,99.68,0,0,0,7.37,13.94,13.62,2.36,22.33,57.76,0,1.82,5.11,11.68,24.1,100.48,NA,47,5.11,9.02,17.41,78.55,10.76,0,1.82,2.66,6.69,21.93,"CS_IFN2_PsylPpin__Output_Plot_16_812.xlsx"
"12","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","16_812",26,21,112,20,0.83,0.17,591.77,517.5,60.13,NA,0,26.29,20.86,4.61,2712.75,2712.75,1087.36,112.33,112.33,542.79,444.26,403.18,766.17,NA,NA,58.77,58.77,37.21,11.96,11.96,26.29,20.55,19.18,30.85,23.78,22.66,31.23,43.31,41.42,30.85,1514.51,1417.34,766.17,16.76,16.76,14.62,7.8,7.8,12.95,10.05,9.64,13.66,15.27,14.86,13.66,0,0,0,0,0,0,0,0,0,48.88,35.26,546.24,426.65,88.25,1123.4,1130.95,26.92,28.93,152.03,112.9,39.13,NA,0,124.62,86.47,38.15,27.41,26.43,0.98,0,0,26.11,77.54,39.08,13.98,2.22,142.61,26.11,69.24,25.77,116.73,0,0,0,8.3,13.31,13.98,2.22,25.89,67.42,0,2.13,6.17,13.5,28.35,117.57,NA,54.86,6.17,10.51,20.72,92.27,12.56,0,2.13,2.99,7.62,25.3,"CS_IFN2_PsylPpin__Output_Plot_16_812.xlsx"
"13","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","16_814",26,21,92,0,NA,NA,523.44,NA,NA,NA,NA,14.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.48,NA,NA,18.85,NA,NA,28.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,NA,NA,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"14","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","16_814",26,21,92,0,0.73,0.27,523.44,286.48,236.96,NA,0,14.61,11.06,3.55,884.05,884.05,564.1,78.54,125.68,78.54,279.19,386.06,149.99,NA,NA,33.55,33.55,26.8,10,12.65,10,17.48,21.08,13.13,18.85,22.17,13.82,29.19,29.05,16.97,673.86,668.28,239.06,12.5,12.5,7,4.5,5.5,4.5,7.16,8.51,5.52,10.92,11.4,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.95,37.43,332.81,226.6,85.2,1109.58,1124.09,40.01,42.99,60.31,42.84,17.47,NA,NA,50.28,33.83,16.45,10.03,9.01,1.02,0,0,0,7.27,26.21,0,5.53,55.06,0,7.27,24.88,46.36,0,0,0,0,1.32,0,5.53,8.7,27.54,0,2.04,2.15,10.33,14.23,56.29,NA,23.26,2.15,5.07,8.34,38.82,4.28,0,2.04,5.27,5.88,17.47,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"15","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","16_814",26,21,97,5,0.74,0.26,523.44,286.48,236.96,NA,0,17.88,13.59,4.29,1059.93,1059.93,658.36,95.95,160.18,95.95,341.63,474.49,180.99,NA,NA,36.74,36.74,28.95,11.05,14.28,11.05,19.37,23.43,14.46,20.86,24.58,15.18,32.06,32.01,18.63,812.65,810.43,286.8,12.02,12.02,10.9,6.78,7.51,6.78,8.81,9.61,7.84,11.35,11.34,9.1,0,0,0,0,0,0,0,0,0,45.47,35.42,391.33,277.14,100.19,1109.58,1124.09,38.5,41.37,82.44,59.59,22.84,NA,0,65.31,44.23,21.08,17.13,15.37,1.76,0,0,0,15.63,32.45,3.08,9.56,75.64,0,15.63,29.7,60.48,0,0,0,0,2.75,3.08,9.56,15.16,37.41,0,1.91,2.95,10.73,18.18,71.18,NA,30.11,2.95,6.42,11.08,50.57,7.3,0,1.91,4.31,7.1,20.62,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"16","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","16_814",26,21,102,10,0.74,0.26,523.44,286.48,236.96,NA,0,21.27,16.19,5.08,1233.15,1233.15,757.07,115.32,197.62,115.32,406.41,565.07,214.59,NA,NA,39.62,39.62,31.05,12.12,15.86,12.12,21.18,25.64,15.78,22.75,26.82,16.53,34.72,34.71,20.26,953.27,952.57,337.89,12.31,12.31,11.25,7.18,8.11,7.18,9.25,10.09,8.23,11.7,11.7,9.5,0,0,0,0,0,0,0,0,0,43.68,33.69,449.84,328.68,116.05,1109.58,1124.09,37.36,40.14,101.12,73.63,27.49,NA,0,80.16,54.63,25.53,20.96,19,1.97,0,0,0,25.34,37.03,3.42,10.61,93.79,0,25.34,32.03,74.85,0,0,0,0,4.99,3.42,10.61,18.94,46.06,0,2.31,3.85,12.78,22.51,87.5,NA,37.03,3.85,7.85,14.09,62.82,9.03,0,2.31,4.93,8.42,24.68,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"17","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","16_814",26,21,107,15,0.74,0.26,523.44,286.48,236.96,NA,0,24.67,18.78,5.89,1399.97,1399.97,851.38,135.64,236.99,135.64,471.34,655.46,248.75,NA,NA,42.22,42.22,32.92,13.14,17.37,13.14,22.86,27.69,17.03,24.5,28.89,17.8,37.16,37.15,21.77,1091.52,1090.96,389.02,12.54,12.54,11.52,7.53,8.65,7.53,9.62,10.49,8.57,11.98,11.98,9.82,0,0,0,0,0,0,0,0,0,42.08,32.23,506.66,379.91,131.82,1109.58,1124.09,36.49,39.21,120.08,87.97,32.1,NA,0,95.17,65.21,29.96,24.9,22.76,2.14,0,0,0,40.58,42.97,3.57,11.62,111.7,0,38.2,33.83,89.2,0,0,0,2.38,9.14,3.57,11.62,22.51,54.89,0,2.73,4.82,14.88,27.02,104.34,NA,44.07,4.82,9.31,17.27,75.47,10.82,0,2.73,5.56,9.76,28.87,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"18","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","16_814",26,21,112,20,0.75,0.25,523.44,286.48,236.96,NA,0,28.02,21.32,6.7,1558.47,1558.47,940.3,156.56,277.45,156.56,535.29,744.08,282.88,NA,NA,44.55,44.55,34.6,14.12,18.8,14.12,24.42,29.57,18.2,26.11,30.78,18.98,39.37,39.36,23.17,1224.19,1223.8,439.33,12.73,12.73,11.74,7.83,9.11,7.83,9.93,10.82,8.86,12.2,12.2,10.09,0,0,0,0,0,0,0,0,0,40.67,31,561.13,429.98,147.29,1109.58,1124.09,35.82,38.49,138.94,102.35,36.59,NA,0,110.08,75.76,34.31,28.87,26.59,2.28,0,0,0,47.96,47.59,3.47,11.42,129.63,0,45.34,37.68,103.18,0,0,0,2.62,9.91,3.47,11.42,26.45,63.73,0,3.17,5.85,16.97,31.63,121.35,NA,51.1,5.85,10.77,20.54,88.26,12.63,0,3.17,6.19,11.1,33.09,"CS_IFN2_PsylPpin__Output_Plot_16_814.xlsx"
"19","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","16_815",21,26,92,0,NA,NA,597.72,NA,NA,NA,NA,19.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67,NA,NA,20.15,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA,NA,13.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_16_815.xlsx"
"20","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","16_815",21,26,92,0,0.75,0.25,597.72,463.32,70.74,NA,0,19.06,13.39,4.75,937.53,827.03,937.53,66.48,66.48,437.44,318.95,289.03,671.22,NA,NA,34.55,32.45,34.55,9.2,9.2,23.6,18.67,17.79,29.01,20.15,19.18,29.23,30.95,28.5,29.01,754.9,643.4,671.22,15,15,14,4,4,7.5,8.84,8.69,11.9,13.42,13.69,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36,43.38,422.89,276.26,92.66,1109.58,1124.09,30.47,32.74,94.64,70.81,23.83,NA,NA,69.39,46.61,22.79,25.25,24.2,1.04,0,0,0,10.12,50.26,13.58,2.2,87.86,0,7.36,35.3,64.21,0,0,0,2.76,14.96,13.58,2.2,23.65,41.6,0,2.36,2.36,9.58,17.26,73.15,NA,30.1,2.36,5.95,9.4,47.81,11.5,0,2.36,3.63,7.86,25.34,"CS_IFN2_PsylPpin__Output_Plot_16_815.xlsx"
"21","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","16_815",21,26,97,5,0.76,0.24,597.72,463.32,70.74,NA,0,22.61,16.2,5.48,1069.12,976.08,1069.12,83.33,83.33,508.96,378.2,349.65,774.85,NA,NA,36.9,35.25,36.9,10.3,10.3,25.46,20.35,19.63,31.18,21.94,21.1,31.41,33.47,31.09,31.18,882.55,765.33,774.85,14.25,14.25,14.09,6,6.68,12.58,10.11,10.1,13.4,13.82,13.44,13.4,0,0,0,0,0,0,0,0,0,49.68,41.3,484.85,332.69,104.88,1109.58,1124.09,29.59,31.8,119.8,90.03,29.77,NA,0,88.08,59.44,28.63,31.72,30.59,1.14,0,0,0,23.45,61.75,17.48,2.38,111.78,0,13.34,43.39,81.89,0,0,0,10.12,18.37,17.48,2.38,29.89,52.7,0,2.59,3.15,11.06,21.28,90.78,NA,38.17,3.15,7.4,12.2,60.93,14.53,0,2.59,3.66,9.07,29.85,"CS_IFN2_PsylPpin__Output_Plot_16_815.xlsx"
"22","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","16_815",21,26,102,10,0.77,0.23,597.72,463.32,70.74,NA,0,26.19,19.07,6.2,1192.09,1122.46,1192.09,101.73,101.73,586.91,438.22,411.6,876.27,NA,NA,38.96,37.8,38.96,11.38,11.38,27.34,21.93,21.36,33.18,23.62,22.89,33.4,35.76,33.46,33.18,1006.97,886.11,876.27,14.56,14.56,14.4,6,7.29,12.96,10.57,10.64,13.74,14.15,13.81,13.74,0,0,0,0,0,0,0,0,0,48.19,39.58,545.7,390.13,116.62,1109.58,1124.09,28.9,31.06,143.3,107.96,35.33,NA,0,106.85,72.54,34.31,36.45,35.43,1.02,0,0,0,40.51,67.81,17.77,2.07,134.36,0,26.92,49.25,100.04,0,0,0,13.59,18.55,17.77,2.07,34.32,63.18,0.01,3,4.04,13,25.51,108.74,NA,46.35,4.04,8.93,15.25,74.57,16.83,0.01,3,4.07,10.26,34.17,"CS_IFN2_PsylPpin__Output_Plot_16_815.xlsx"
