"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_post_sp1","V_stake_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"11","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_189",21,25,111,15,0.8,0.2,419.04,243.9,40.74,NA,0,44.95,29.34,9.55,3161.6,2136.11,3161.6,128.68,705.36,1497.12,1072.76,1203.04,2345.15,NA,NA,63.45,52.15,63.45,12.8,29.97,43.66,34.98,38.77,54.26,36.96,39.14,54.64,49.71,43.62,54.26,1968.36,1508.03,2345.15,25.35,23.78,25.35,10,17.25,22.05,19.34,20.03,23.9,23.02,21.5,23.9,55.27,46.31,784.74,563.91,156.09,1030.24,1152.98,21.22,22.8,357.35,NA,0,264.27,93.09,38.84,38.84,66.34,264.76,78.32,62.35,8.12,342.98,23.38,182.74,71.67,59.7,7.18,253.32,38.84,38.84,42.96,82.02,6.65,2.66,0.94,89.66,188.82,7.01,23.5,30.55,52.3,302.18,NA,143.58,3.75,19.46,26.9,36.48,230.18,45.24,3.25,4.04,3.65,15.82,72,"CS_IFN2_PsylPnig__Output_Plot_1_189.xlsx"
"12","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_189",21,25,116,20,0.8,0.2,419.04,243.9,40.74,NA,0,45.88,30.16,9.66,3189.48,2173.3,3189.48,128.68,731.42,1521.24,1094.85,1236.54,2371.84,NA,NA,63.73,52.6,63.73,12.8,30.52,44.01,35.33,39.32,54.58,37.34,39.68,54.95,50.13,44.15,54.58,2000.86,1544.12,2371.84,25.19,23.67,25.19,10,17.32,21.95,19.32,20.03,23.77,22.92,21.46,23.77,54.68,45.73,797.68,578.58,157.61,1030.24,1152.98,21.31,22.9,364.78,NA,0,271.29,93.5,39.16,39.16,68.96,273.33,76.75,61.94,7.99,350.42,25.56,191.39,70.14,59.3,7.06,260.32,39.16,39.16,43.4,81.94,6.61,2.64,0.94,90.09,192.61,7.54,24.13,31.37,53.71,309.35,NA,147.11,4.15,20.01,27.65,37.71,236.63,45.49,3.38,4.12,3.72,16,72.72,"CS_IFN2_PsylPnig__Output_Plot_1_189.xlsx"
"13","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","1_211",25,21,96,0,NA,NA,1326.29,NA,NA,NA,NA,26.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.28,NA,NA,16.01,NA,NA,26.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,NA,NA,12.06,NA,NA,NA,NA,648.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"14","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","1_211",25,21,96,0,0.79,0.21,1326.29,933.71,233.43,NA,0,26.68,19.65,5.38,878.78,730.62,878.78,72.38,95.03,102.97,201.2,210.41,230.53,NA,NA,33.45,30.5,33.45,9.6,11,11.45,15.28,15.87,15.76,16.01,16.37,17.13,27.63,24.08,21.3,608.97,466.09,396.45,16.5,15,16.5,5,5,6,7.48,7.67,8.13,12.74,10.18,10.82,48.97,46.11,648.32,422.89,122.14,1064.42,1166.78,21.55,23.16,107.71,NA,NA,80.79,26.92,0,0,0,7.07,29.74,17.63,47.74,97.55,0,2.38,18.66,10.09,39.48,72.85,0,0,0,4.69,11.08,7.54,8.26,24.7,59.4,0,15.35,22.81,25.9,123.46,NA,47.56,0,13.03,18.01,16.99,95.59,11.84,0,2.32,4.8,8.91,27.86,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"15","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","1_211",25,21,101,5,0.8,0.2,1326.29,933.71,233.43,NA,0,30.99,23.26,6.08,959.71,832.44,959.71,72.38,114.83,121.68,233.69,249.07,260.5,NA,NA,34.96,32.56,34.96,9.6,12.09,12.45,16.48,17.29,16.86,17.25,17.81,18.21,29.33,25.9,22.53,685.35,538.39,441.04,13.74,13.69,13.74,5,7.71,8.62,9.3,9.81,9.91,12.97,12.28,11.54,56.44,44.23,731.09,495.13,135.63,1064.42,1166.78,21.16,22.74,146.96,NA,0,115.86,31.11,0,0,0,7.75,47.42,26.8,63.51,135.54,0,4.94,37.51,16.65,51.69,106.93,0,0,0,2.81,9.91,10.15,11.82,28.6,81.74,0,17.97,26,30.9,156.62,NA,68.11,0,15.43,21.32,20.84,125.7,13.62,0,2.55,4.68,10.07,30.92,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"16","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","1_211",25,21,106,10,0.81,0.19,1326.29,933.71,233.43,NA,0,35.3,26.9,6.74,1030.69,921.85,1030.69,72.38,135.77,140.47,266.12,288.08,288.74,NA,NA,36.23,34.26,36.23,9.6,13.15,13.37,17.59,18.63,17.85,18.41,19.15,19.17,30.82,27.55,23.61,755.43,607.83,481.56,13.87,13.87,13.86,5,8.02,8.9,9.58,10.15,10.15,13.16,12.53,11.74,54.45,42.71,811.45,567.28,148.13,1064.42,1166.78,20.86,22.41,172.03,NA,0,137.3,34.73,0,0,0,15.06,63.3,27.82,65.68,159.64,0,7.63,53.02,17.34,52.74,127.27,0,0,0,7.43,10.28,10.48,12.94,32.37,95.32,0.01,20.72,29.8,35.99,181.85,NA,80.04,0.01,17.84,24.66,24.84,147.39,15.29,0,2.87,5.15,11.16,34.46,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"17","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_211",25,21,111,15,0.81,0.19,1326.29,933.71,233.43,NA,0,39.4,30.39,7.35,1093.82,1001.53,1093.82,72.38,156.68,158.96,297.07,325.48,315.01,NA,NA,37.32,35.71,37.32,9.6,14.12,14.23,18.6,19.84,18.73,19.45,20.36,20.03,32.1,28.98,24.54,818.53,671.64,517.98,13.99,13.99,13.97,5,8.33,9.13,9.82,10.44,10.36,13.32,12.73,11.9,52.8,41.48,886.35,635.86,159.61,1064.42,1166.78,20.62,22.16,196.35,NA,0,158.23,38.12,0,0,0,18.5,88.1,41.06,65.41,182.52,0,10.63,74.99,30.45,52.09,147.21,0,0,0,7.87,13.1,10.61,13.32,35.31,108.43,0.03,23.34,33.43,40.95,206.19,NA,91.59,0.03,20.16,27.86,28.78,168.42,16.85,0,3.18,5.58,12.17,37.77,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"18","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_211",25,21,116,20,0.82,0.18,1326.29,933.71,233.43,NA,0,43.28,33.7,7.92,1150.13,1072.46,1150.13,72.38,177.24,176.97,326.33,360.97,339.27,NA,NA,38.27,36.95,38.27,9.6,15.02,15.01,19.5,20.92,19.53,20.38,21.44,20.78,33.2,30.23,25.34,874.93,729.83,550.44,14.1,14.1,14.06,5,8.6,9.34,10.02,10.68,10.53,13.44,12.9,12.04,51.4,40.48,955.75,700.47,170.09,1064.42,1166.78,20.43,21.95,219.6,NA,0,178.35,41.25,0,0,0,21.85,101.17,51.34,64.68,204.73,0,13.57,86.1,40.71,51.34,166.28,0,0,0,8.28,15.07,10.63,13.34,38.45,120.91,0.08,25.83,36.87,45.71,229.39,NA,102.61,0.08,22.36,30.9,32.6,188.54,18.3,0,3.47,5.97,13.11,40.85,"CS_IFN2_PsylPnig__Output_Plot_1_211.xlsx"
"19","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","1_212",25,21,96,0,NA,NA,488.08,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,NA,NA,25.54,NA,NA,32.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41,NA,NA,18.88,NA,NA,NA,NA,505.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
"20","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","1_212",25,21,96,0,0.81,0.19,488.08,321.85,88.42,NA,0,25,17.98,4.52,1089.79,1089.79,868.31,206.12,250.25,206.12,512.3,558.63,511.33,NA,NA,37.25,37.25,33.25,16.2,17.85,16.2,24.88,26.13,24.53,25.54,26.67,25.52,32.54,32.01,24.53,834.91,808.84,511.33,23,23,21,10,14,10,16.41,17.8,13.84,18.73,19.7,13.84,65.97,57.55,505.1,363.2,91.57,1064.42,1166.78,24.17,25.97,179.15,NA,NA,148.52,30.62,0,0,0,48.42,103.82,84.04,27.36,170.47,0,39,87.19,67.58,22.29,141.61,0,0,0,9.42,16.64,16.47,5.07,28.87,98.35,0.07,13.69,19.16,26.53,157.8,NA,84.66,0.07,11.93,16.48,19.05,132.19,13.69,0,1.76,2.68,7.48,25.61,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
"21","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","1_212",25,21,101,5,0.82,0.18,488.08,321.85,88.42,NA,0,27.33,19.95,4.87,1184.09,1184.09,926.77,227.72,285.18,227.72,559.87,619.99,550.55,NA,NA,38.83,38.83,34.35,17.03,19.06,17.03,26,27.56,25.49,26.7,28.1,26.48,34,33.54,25.49,911.24,887.61,550.55,20.82,20.82,19.18,12,13.01,13.05,16.12,16.7,16.24,19.2,19.06,16.24,62.01,56.47,542.41,400.38,97.55,1064.42,1166.78,23.58,25.33,194.46,NA,0,156.92,37.54,0,0,0,59.07,106.78,82.16,24.7,185.54,0,48.8,86.16,66.94,18.48,149.81,0,0,0,10.27,20.61,15.22,6.22,35.73,105.32,0.14,14.92,20.68,29.67,170.72,NA,88.57,0.14,13.24,18.29,21.61,141.84,16.75,0,1.68,2.39,8.06,28.88,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
"22","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","1_212",25,21,106,10,0.82,0.18,488.08,321.85,88.42,NA,0,29.49,21.79,5.19,1267.12,1267.12,981.25,247.45,319.03,248.53,604.18,677.07,587.35,NA,NA,40.17,40.17,35.35,17.75,20.15,17.79,27,28.83,26.37,27.74,29.36,27.35,35.3,34.89,26.37,981.84,960.05,587.35,21.21,21.21,19.53,12,13.51,13.44,16.5,17.17,16.6,19.61,19.49,16.6,61.11,55.56,576.59,434.74,103.12,1064.42,1166.78,23.08,24.8,215.73,NA,0,175.07,40.66,0,0,0,84.27,111.69,83.91,23.37,206.14,0,69.46,89.13,68.5,17.11,167.37,0,0,0,14.81,22.57,15.41,6.26,38.77,116.53,0.25,16.26,22.48,32.63,188.15,NA,98.32,0.25,14.46,19.98,24.04,157.04,18.21,0,1.8,2.5,8.6,31.11,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
"23","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","1_212",25,21,111,15,0.83,0.17,488.08,321.85,88.42,NA,0,31.55,23.54,5.5,1344.07,1344.07,1032.23,247.45,352.5,268.64,646.37,731.55,621.93,NA,NA,41.37,41.37,36.25,17.75,21.19,18.49,27.92,30,27.17,28.69,30.52,28.14,36.47,36.11,27.17,1048.02,1028.14,621.93,21.55,21.55,19.85,12,13.98,13.79,16.84,17.6,16.93,19.98,19.87,16.93,60.32,54.78,608.69,467.37,108.3,1064.42,1166.78,22.65,24.34,236.39,NA,0,192.75,43.64,0,0,0,98.41,114.07,90.49,22.06,226.23,0,80.77,92.22,75.04,16.13,184.6,0,0,0,17.64,21.85,15.45,5.94,41.63,127.39,0.42,17.54,24.2,35.5,205.05,NA,107.79,0.42,15.62,21.58,26.4,171.81,19.61,0,1.92,2.61,9.1,33.24,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
"24","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","1_212",25,21,116,20,0.83,0.17,488.08,321.85,88.42,NA,0,33.51,25.22,5.79,1415.49,1415.49,1080.01,247.45,385.43,288.05,686.5,783.49,654.37,NA,NA,42.45,42.45,37.08,17.75,22.15,19.15,28.76,31.08,27.9,29.56,31.58,28.86,37.54,37.22,27.9,1110.25,1092.13,654.37,21.86,21.86,20.13,12,14.42,14.11,17.15,17.98,17.23,20.31,20.21,17.23,59.63,54.11,638.83,498.33,113.12,1064.42,1166.78,22.28,23.95,256.38,NA,0,209.92,46.46,0,0,0,114.8,115.16,96.97,20.76,244.98,0,96.28,93.23,81.52,15.26,200.71,0,0,0,18.52,21.93,15.46,5.5,44.27,137.87,0.66,18.75,25.83,38.26,221.37,NA,116.93,0.66,16.73,23.12,28.68,186.12,20.93,0,2.03,2.71,9.58,35.25,"CS_IFN2_PsylPnig__Output_Plot_1_212.xlsx"
