"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"33","24_963_A_1",24.963,21,43,NA,8.24915,7.044625,NA,604.788783749202,604.788783749202,NA,24345,24,963,"A","1",0,1984,"M","0009",1997,"","4-3",2019,1,1,2,100,90,1,3,1,1,2,4,1,2,1,1,6,2,NA,NA,0,0,NA,5,NA,165,NA,5.25,NA,2,3,3,"Rejon localizado por pies de Ifn3 y ortofoto. Parcela levantada con lluvia. Doy composicion hetereogenea al tender a una masa de P.sylvestris con subpiso de Q.pyrenaica. Cambio rumbo de fotos para mejor identificacion. Fuera de los 10M hay rosa canina
[Pies Mayores]
Pie 021 a 29G y 5M no entra por distancia. Pie 021 a 170G a 5M no entra por distancia. Pie 008, 010 de Ifn4 Pae comprobao. Pie 011 y 012 de Ifn4 medidos a 1.2M por engrosamiento. Pie 012 Ifn4 forma comprobada.","2019-11-05","2000-01-01","2019-11-05","2000-01-01",24,"24.963.A.1","IFN4","24_963",16.1875,15196.1139664142,9313.74734294899,15.293775,1209.5775674984,0,12.5631578947368,7.70000006052632,12.6880694064605,8.475000025,61.2903230624215,52.3552125096525,407.276977271986,33.9268415025858,63.1449671125862,-4.94134769988149,42.7052842175728,"2008_2021",5.53571428571429,16.0714285714286,10.8035714285714,623.757144314902,29.9831760357378
"38","34_1018_A_1",34.1018,21,43,NA,21.8687270833333,17.8343625,NA,587.104901183436,2069.01426019464,NA,35798,34,1018,"A","1",0,1997,"","3-1",NA,"","",2019,1,1,2,100,80,1,2,2,2,2,4,1,2,1,1,7,3,NA,NA,1,4,NA,5,NA,240,NA,8.5,NA,2,2,2,"- REJON LOCALIZADO POR COORDENADAS GPS Y PIES MAYORES IFN3.
[Pies Mayores]- SP 021 A 4 G Y 10.3 M NO ENTRA POR DIAMETRO (206 - 201 MM)
- SP 043 A 24 G Y 2.4 M NO ENTRA POR DIAMETRO (76 - 71 MM)
- SP 043 A 63 G Y 2.2 M NO ENTRA POR DIAMETRO (72 - 76 MM)
- SP 043 A 73 G Y 4.2 M NO ENTRA POR DIAMETRO (70 - 70 MM)
- PIE 14 IFN4 FORMA COMPROBADA. PARAMETRO 42 COMPROBADO. BIFURCACION CORTADA.
- SP 021 A 124 G Y 5.7 M NO ENTRA POR DIAMETRO (128 - 118 MM)
- PIE 18 IFN4 FORMA COMPROBADA.
- PIE 26 IFN4 FORMA COMPROBADA.
- SP 043 A 213 G Y 21.9 M NO ENTRA POR DIAMETRO (402 - 365 MM)
- SP 043 A 240 G Y 19.7 M NO ENTRA POR DIAMETRO (330 - 311 MM) DN MEDIDO A 1 M. POR ABULTAMIENTO A 1.30 M. PARAMETRO 41. 
- PIE 31 IFN4 BIFURCADO A 6.3 M.
- PIE 32 IFN4 FORMA COMPROBADA.
- PIE 33 IFN4 FORMA COMPROBADA.
- SP 021 A 263 G Y 12.1 M NO ENTRA POR DIAMETRO (213 - 223 MM)
SP 021 A 281 G Y 13 M. NO ENTRA POR DIAMETRO (205 - 210 MM)
- PIE 42 IFN4 FORMA COMPROBADA.
- SP 021 A 312 G Y 10.8 M NO ENTRA POR DIAMETRO  (202 - 206 MM)
- SP 021 A 320 G Y 12.5 M NO ENTRA POR DIAMETRO (214 - 212 MM)
- SP 043 A 326 G Y 6.2 M NO ENTRA POR DIAMETRO (111 - 112 MM)
- PIE 52 IFN4 FORMA COMPROBADA.
[Coor. gps]- ETRS 89","2019-08-01","2000-01-01","2019-08-01","2000-01-01",34,"34.1018.A.1","IFN4","34_1018",26.68125,33755.5255580114,26293.103985172,39.7030895833333,2656.11916137808,0,12.7085885486019,9.89906792115845,13.7956902174278,14.4124999,77.892740671406,54.0173338955259,1022.92089997744,13.4628468463085,25.0571813850442,-4.78813599523523,42.8968798763406,"2008_2021",3.88690476190476,13.6845238095238,8.78571428571429,827.964287757874,44.0741445954762
"39","34_1166_A_1",34.1166,21,43,NA,20.8791847222222,4.02355625,NA,420.876405065234,445.633840657307,NA,35888,34,1166,"A","1",0,1997,"","4-2",0,"00","0000",2019,1,1,1,100,80,1,2,2,2,3,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,120,0,2.5,0,1,2,2,"-rejon localizado mediante el uro de los pies mayores del ifn3 y fotografias.
-largo tiempo de localizacion por desaparecer la referencia dada y corta de algunos pies.
[ClaEsp]
-hay pies de sp45 en estado latizal pero predomina el monte bravo.

[Pies Mayores]
-el pie 4 tiene tambien danos en el tronco seguramente por la saca de madera.
-sp 21 13.3m 153g no entra por diametros(217.228)
-el anterior jefe midio el pie por debajo del 1.3,tiene una bifurcacion en el 1.3 y el midio el pie como uno.considero que fue una equivocacion.","2019-05-27","2000-01-01","2019-05-27","2000-01-01",34,"34.1166.A.1","IFN4","34_1166",30.3625,15141.8244469373,8575.62206406987,24.9027409722222,866.510245722541,0,17.4744897959184,9.89673475461225,19.1289787111234,13.024999975,56.6353288147153,42.8983119802388,563.891179551363,26.081671325779,48.5434601385476,-4.85875451034512,42.3914757479655,"2008_2021",6.20833333333333,17.6190476190476,11.9136904761905,502.364286048072,22.9246774564922
"40","34_156_A_1",34.156,21,43,NA,14.3053118055556,3.546925,NA,583.568124670283,636.619772367581,NA,35470,34,156,"A","1",0,1985,"L","0008",2013,"","",2019,1,1,2,80,70,1,1,1,1,2,4,1,2,1,1,7,2,NA,NA,0,0,0,0,0,240,NA,5.5,NA,1,1,1,"PARCELA LOCALIZADA POR CROQUIS IFN3.
[Pies Mayores]
","2019-06-12","2000-01-01","2019-06-12","2000-01-01",34,"34.156.A.1","IFN4","34_156",22,15526.6257315683,8827.08684204114,17.8522368055556,1220.18789703786,0,12.7247826086957,7.23420291536232,13.6485973691412,11.6433331066667,56.8512888418127,52.9242413939394,461.901396094863,24.5872139915275,45.7619616245972,-4.32306577929239,42.912205580207,"2008_2021",4.79166666666667,15.375,10.0833333333333,768.921432358878,38.2865443498196
"43","34_247_A_1",34.247,21,43,25,15.6900513888889,4.85833125,3.06812847222222,562.347465591364,381.971863420549,74.2723067762178,35514,34,247,"A","1",0,1997,"","2-4",1985,"K","0012",2019,1,1,2,100,90,1,2,2,1,1,4,1,2,1,1,6,2,NA,NA,1,4,0,4,0,381,160,4.5,2.5,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO Y REFERENCIAS IFN3.
[Pies Mayores]PIE 9 PAE COMPROBADA.
PIE 10 SP COMPROBADA.
A 358G Y 12.3M 021 NO ENTRA POR DIAMETRO.
BARRENA ATASCADA.","2019-06-25","2000-01-01","2019-06-25","2000-01-01",34,"34.247.A.1","IFN4","34_247",25.5125,16585.7134584321,10642.5142602311,23.6165111111111,1018.59163578813,0,16.2829861111111,10.4482639423958,17.1815711996572,12.5374999,64.1667558462523,49.1425767760902,557.933332210599,24.9913090191829,46.5140672171475,-4.56413073638437,42.756083179072,"2008_2021",5.14285714285714,15.8928571428571,10.5178571428571,669.242858341762,32.617580563219
"49","34_308_A_1",34.308,43,21,NA,9.770075,7.57869930555556,NA,227.909878507594,194.522708223428,NA,35545,34,308,"A","1",0,1985,"M","0010",1997,"","4-3",2019,1,1,1,90,80,1,2,2,2,3,4,1,2,1,1,5,3,NA,NA,1,4,NA,0,NA,20,NA,3,NA,1,2,2,"- REJON LOCALIZADO POR COORDENADAS GPS Y PIES MAYORES IFN3.
[Pies Mayores]- PIE 1 IFN4 CALIDAD COMPROBADA.
- PIE 2 IFN4 FORMA COMPROBADA.
- SP 021 A 36 G Y 13 M NO ENTRA POR DIAMETRO (218 - 211 MM)
- SP 021 A 60 G Y 13.5 M NO ENTRA POR DIAMETRO (219 - 206 MM)
- PIE 5 IFN4 DN MEDIDO CON CINTA, CIRCUNFERENCIA 333 CM.
- PIE 9 IFN4 CALIDAD COMPROBADA.
- PIE 10 IFN4 PARAMETRO 42 COMPROBADO, BIFURCACION CORTADA.
- SP 043 A 264 G Y 5.9 M NO ENTRA POR DIAMETRO (118 - 117 MM)
- PIE 12 IFN4 FORMA COMPROBADA.
- PIE 13 IFN4 CALIDAD COMPROBADA.
- PIE 16 IFN4 PARAMETRO 42 COMPROBADO, BIFURCACION CORTADA.
- SP 021 A 363 G Y 10.3 M NO ENTRA POR DIAMETRO (219 - 217 MM)
- SP 043 A 393 G Y 7.4 M NO ENTRA POR DIAMETRO( 109 - 110 MM)
[Coor. gps]- ETRS 89
[ClaEsp]","2019-07-25","2000-01-01","2019-07-25","2000-01-01",34,"34.308.A.1","IFN4","34_308",30.21875,8568.86676830251,5394.80083147225,17.3487743055556,422.432586731022,0,20.2845780308105,12.7707970476892,22.8670821322808,15.0048914054348,62.9581597817392,49.6542424998876,366.097661721885,32.4256310652556,60.3508996575576,-4.65968929450559,42.6736932372396,"2008_2021",5.47023809523809,16.5714285714286,11.0208333333333,604.607144730432,28.762282405412
"53","34_352_A_1",34.352,21,43,NA,10.5805729166667,3.38980625,NA,291.571855744352,159.154943091895,NA,35565,34,352,"A","1",0,1985,"L","0010",1997,"","4-1",2019,1,1,1,100,55,1,2,1,2,2,4,1,2,1,1,5,3,NA,NA,1,0,NA,0,NA,277,NA,6.25,NA,2,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES IFN3.
FRACCIONES COMPROBADAS HAN HECHO UNA CLARA EN PARTE DE LA PARCELA. 
[Pies Mayores]PIE A 62G Y 15.2M DIS LATERAL NO ENTRA POR DISTANCIA .
[ClaEsp. Resto de especies=10%]
SOLO HEMOS BARRENADO UN PIE PQ SE NOS ROMPIO LA BARRENA.","2019-05-29","2000-01-01","2019-05-29","2000-01-01",34,"34.352.A.1","IFN4","34_352",29.2201086956522,8171.15624939843,5895.93375374654,13.9703791666667,450.726798836248,0,18.1288449466416,13.0809478579253,19.8656356375619,17.8510869369565,72.1554401089883,61.0917882711801,311.655018153387,26.3863090376501,49.1104548084137,-4.2700156291206,42.7146978826789,"2008_2021",5.94047619047619,17.1190476190476,11.5297619047619,616.964284862791,28.6563449977741
"65","34_448_A_1",34.448,21,43,NA,20.8725,3.702575,NA,403.192522499468,572.957795130823,NA,35607,34,448,"A","1",0,1997,"","2-2",1985,"J","0011",2019,1,1,2,70,60,1,1,2,3,2,4,1,2,1,1,5,2,NA,NA,1,4,0,0,0,260,NA,0.5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3.
[Riesgos]MOD COMBUSTIBLE COMPROBADO.
[Localización] SE CAMBIAN ORDEN DE FOTOS PARA COINCIDENCIA CON LAS REALMENTE SACADAS
[Pies Mayores]
043 A 5.3 MTS Y 149 GRS NO POR DIAMETRO (124-122)
021 A 14.1 MTS Y 230 GRS N POR DIAMETRO (221-213)
021 A 14.3 MTS Y 247 GRS NO POR DIAMETRO (219-217)
021 A 15.1 MTS Y 278 GRS NO POR DISTACIA (247-237)
LOS PIES QUE EN IFN3 TENIAN DOMINANCIA Y AHORA NO, ES QUE HAN CRECIDO Y NO LES HA AFECTADO. 
BARRENA ESTROPEADA","2019-03-14","2000-01-01","2019-03-14","2000-01-01",34,"34.448.A.1","IFN4","34_448",32.84375,15194.6992558089,10603.963333177,24.575075,976.150317630291,0,15.5659420289855,10.8630434694928,17.9037553748296,13.362500075,69.7872537959127,40.685062074215,571.213316159524,23.9526699007054,44.5809419961301,-4.5490032802097,42.6392235273638,"2008_2021",5.55952380952381,16.5714285714286,11.0654761904762,587.535713025502,27.890929581318
"67","34_465_A_1",34.465,21,43,NA,19.9630111111111,5.216975,NA,314.773109670637,343.067321775863,NA,35618,34,465,"A","1",0,1984,"K","0005",1997,"","1-3",2019,1,1,2,100,75,1,2,2,2,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,110,NA,3.25,NA,3,2,1,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA, ORTOFOTO Y PIES MAYORES IFN3. EN LA MASA HAY ROBLES EN TODOS LOS ESTADOS PERO EN PARCELA PREDOMINA EL 4. BARRENA ESTROPEADA.
[Pies Mayores]
PIE 12 CALIDAD COMPROBADA 
PIE 26 ALTURA COMPROBADA 
PIE 27 FORMA COMPROBADA
PIE 28 BIFURCACION COMPROBADA  
021 A 22.5 MTS Y 3 GRS NO POR DIAMETRO  (416-411)
021 A 13.1 MTS Y 121 GRS NO POR DIAMETRO (204-225)
021 A 15.16 MTS (CINTA LATERAL/1% PEND.) Y 245 GRS NO POR DISTANCIA (362-350)
021 A 15.1 MTS Y 264 GRS NO POR DIAMETRO (270-266)
HA LLOVIDO DURANTE TODO EL LEVANTAMIENTO ","2019-04-09","2000-01-01","2019-04-09","2000-01-01",34,"34.465.A.1","IFN4","34_465",32.35625,13138.4173910616,8009.0304046984,25.1799861111111,657.840431446501,0,19.9720430107527,12.1747311686022,22.0761085767504,15.38750005,60.9588671627005,47.5565000579486,538.793682658614,25.3379603151113,47.1592579779574,-4.77987247382076,42.6088532263471,"2008_2021",5.60714285714286,16.5833333333333,11.0952380952381,579.800001961844,27.4848759395005
"68","34_474_A_1",34.474,43,21,NA,12.912575,6.98306388888889,NA,1368.7325105903,127.323954473516,NA,35622,34,474,"A","1",0,1997,"","2-4",1985,"K","0013",2019,1,1,2,95,50,1,2,2,2,2,4,1,2,1,1,5,2,NA,NA,1,0,0,0,0,339,NA,0.5,NA,1,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES MAYORES IFN3. DESDE LA ESQUINA DEL PRADO TIRAR 112 MTS A 255 GRS. LA PARCELA ESTA EN UNA FINCA PRIVADA DE GANADO VACUNO, HA SIDO NECESARIO PEDIR PERMISO Y NO HAN PUESTO INCOVENIENTES EN ACCEDER. 
BARRENA ESTROPEADA NO SE OBTIENEN CORES DE EDAD.
[Riesgos]MOD COMBUSTIBLE EN LA PARCELA PREDOMINA EL 05 AUNQUE ES MIXTO CON 02.
[Selvicultura] ACABALLONADOS MUY ANTIGUOS QUE CASI NO SE PERCIBEN.
[Pies Mayores]
PIE 3 Y 4 ORDEN EN GRADOS COMPROBADO.
043 A 6.6 MTS Y 173 GRS NO POR DIAMETRO (108-122)
043 A 9.5 MTS Y 362 GRS NO POR DIAMETRO (123-125)","2019-04-01","2000-01-01","2019-04-01","2000-01-01",34,"34.474.A.1","IFN4","34_474",26.65,18041.4506712459,11823.0900512982,19.8956388888889,1496.05646506382,0,12.0593380614657,7.90283677614657,13.0124780994404,11.937499875,65.5329234147537,44.79362054409,524.568357447611,21.6577146471169,40.3095489753074,-4.53592518019527,42.6033790920263,"2008_2021",5.73214285714286,16.7142857142857,11.2232142857143,565.342858246395,26.6379470440035
