"Var1" "Freq"
"174" "58,97" 1
"175" "626,646" 1
"176" "626,726" 1
"177" "626,946" 1
"178" "66,237" 1
"179" "71,255" 1
"180" "71,74,377" 1
"181" "71,76" 1
"182" "71,77,476" 1
"183" "72,255" 1
"184" "72,299" 1
"185" "72,357" 1
"186" "72,626" 1
"187" "72,75" 1
"188" "72,826" 1
"189" "72,95" 1
"190" "75,258" 1
"191" "75,626" 1
"192" "76,857" 1
"193" "21,26,44" 2
"194" "21,44,45" 2
"195" "21,72" 2
"196" "23,44" 2
"197" "25,26,43" 2
"198" "25,58" 2
"199" "26,68" 2
"200" "28,626" 2
"201" "28,72" 2
"202" "42,65,71" 2
"203" "43,215" 2
"204" "43,237" 2
"205" "43,258" 2
"206" "43,395" 2
"207" "43,45,237" 2
"208" "43,55,72" 2
"209" "43,65,71" 2
"210" "43,72,395" 2
"211" "44,45,68" 2
"212" "44,55" 2
"213" "44,58" 2
"214" "44,68" 2
"215" "44,76" 2
"216" "45,68" 2
"217" "51,258" 2
"218" "58,257,258" 2
"219" "58,75" 2
"220" "626,826,926" 2
"221" "21,26,43" 3
"222" "21,43,71" 3
"223" "23,826" 3
"224" "237,626" 3
"225" "25,43,626" 3
"226" "26,38,45" 3
"227" "26,44,45" 3
"228" "43,65" 3
"229" "43,76" 3
"230" "45,46" 3
"231" "45,55" 3
"232" "55,215" 3
"233" "57,258" 3
"234" "58,72" 3
"235" "65,273" 3
"236" "71,273" 3
"237" "826,926" 3
"238" "21,65" 4
"239" "23,926" 4
"240" "24,36" 4
"241" "25,44,45" 4
"242" "257,258" 4
"243" "273,378" 4
"244" "42,43,71" 4
"245" "43,58" 4
"246" "43,68" 4
"247" "55,257" 4
"248" "58,257" 4
"249" "71,378" 4
"250" "21,22" 5
"251" "21,25,26" 5
"252" "21,26,38" 5
"253" "41,71" 5
"254" "42,273" 5
"255" "54,58" 5
"256" "21,25,626" 6
"257" "54,55" 6
"258" "68,72" 6
"259" "44,71" 7
"260" "57,58" 7
"261" "58,357" 7
"262" "21,25,43" 8
"263" "21,38" 8
"264" "38,44" 8
"265" "43,44" 8
"266" "43,54" 8
"267" "45,237" 8
"268" "54,258" 8
"269" "55,58" 8
"270" "25,45" 9
"271" "43,357" 9
"272" "45,626" 9
"273" "23,626,926" 10
"274" "51,58" 10
"275" "23,24" 11
"276" "25,44" 11
"277" "58,258" 11
"278" "43,55" 12
"279" "26,44" 13
"280" "21,45" 14
"281" "26,38" 15
"282" "25,38" 17
"283" "43,626" 17
"284" "43,71" 21
"285" "21,44" 24
"286" "21,71" 24
"287" "42,43" 24
"288" "43,45" 24
"289" "626,826" 24
"290" "23,26" 27
"291" "25,26" 27
"292" "23,45" 30
"293" "43,72" 30
"294" "25,626" 31
"295" "42,71" 31
"296" "23,626" 32
"297" "25,43" 33
"298" "21,626" 36
"299" "26,45" 38
"300" "626,926" 41
"301" "26,43" 42
"302" "38,45" 65
"303" "21,26" 86
"304" "44,45" 89
"305" "21,25" 102
"306" "21,43" 144
