"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"7735",499950,4108995,"18.1359",18,18,1359,"A","1",0,1985,"k","0009","2002","","2-1 ","2007","",1,"1","2",95,85,1,2,3,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","0","","0","",385,NA,8,NA,2,"2",2,"[CLAESP. RESTO DE ESPECIES=0%]
18,[PIESMAY 040-026] ENTRA JUSTO POR DISTANCIA.
18,[PIESMAY 048-026] COMPROBADO RUMBO.
18,[PIESMAY 046-021] COMPROBADO RUMBO.
18,[PIESMAY 053-021] COMPROBADA ESPECIE.
18,[REGENERACIÓN] NO HAY.
18,[MATORRAL] 0163=1163.",98,99,"07/31/07 00:00:00","12/30/99 09:21:46","07/31/07 00:00:00","12/30/99 10:41:08",NA,"975","80","290","10",1,161,161,1,162,162,"T",NA,"18.1359.A.1"
"7861",501936,4111940,"18.1321",18,18,1321,"A","3C",0,1985,"j","0010","2002","","2-1 ","2007","",1,"1","1",95,80,1,2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",180,NA,9.2,NA,2,"2",2,"PARCELA LOCALIZADA POR LOS PIES DEL IFN2.
18,[CLAESP. RESTO DE ESPECIES=10%].
18,CLASIFICADA COMO A3C POR ESTAR EL EJE DE COORD. EN DISTINTA TESELA, CAMBIO DE MASA CONSIDERABLE (NO HAY P. SILVESTRE).
18,OCUPACIONES COMPROBADAS (ABUNDANCIA DE P. SILVESTRE).
18,PIES ENTRAN POR PENDIENTE: 011, 025 Y 032.
18,A 219G Y 14.5M NO 026 POR DIAM.
18,A 292G Y 7.5M NO 021 POR DIAM.
18,A 336G Y 11.0M NO 026 POR DIAM.
18,REGENERACION: 045 2 UN 1 Y 1 UN 3.
18,MODELO COMBUSTIBLE 05, EN ALGUNAS ZONAS MAS DENSAS TAMBIEN EL 08, COMPUESTO POR: 0117-15-3, 0116-5-10, 0119-5-20 Y 0129-5-10.
18,ZONA DE CARCAVAS EN V.
18,HAY RESTOS DE UN CLAREO ANTIGUO (MUY POCOS INDIVIDUOS CORTADOS). PIES PODADOS.
18,EL SUELO ESTARIA ACABALLONADOS; EN LA ACTUALIDAD ESTA PERDIDO.
18,HAY RASTROS DE ZORRO (EXCREMENTOS).
18,GPS: 0501936-4119940-1511M Y P:5.4M.
18,",98,99,"08/08/07 00:00:00","12/30/99 16:03:30","08/08/07 00:00:00","12/30/99 16:35:16",NA,"573","","","",NA,NA,NA,NA,NA,NA,"T",NA,"18.1321.A.3C"
"7862",501940,4107976,"18.1368",18,18,1368,"A","1",0,1985,"k","0010","2002","","2-3 ","2007","",1,"1","2",90,60,1,2,3,2,2,4,"","",1,2,1,1,6,4,NA,NA,"0","3","4","0","",240,NA,8,NA,2,"1",2,"[CLAESP. RESTO DE ESPECIES=0%]
18,[PIES MAYORES] 026 A 115G Y 23.0M NO ENTRA POR POCO Ø.
18,[PIESMAY 010-026] MEDIDO A 1.20M.
18,[PIESMAY 012-026] COMPROBADO Ø.
18,[PIESMAY 013-021] INCLINADO 50G.
18,[MATORRAL] 0163=1163.
18,[ESPECIES PRESENTES] POR ALREDEDORES HAY 058, 072, 395, 054 EN UNA VAGUADA. [SELVICULTURA] QUEDAN RESTOS DE CORTAS DISPERSOS.",98,99,"08/14/07 00:00:00","12/30/99 09:55:26","08/14/07 00:00:00","12/30/99 10:53:03",NA,"975","375","175","10",1,189,189,1,190,190,"T",NA,"18.1368.A.1"
"7869",501973,4108968,"18.1360",18,18,1360,"A","1",0,1985,"k","0010","2002","","2-1 ","2007","",1,"1","1",80,60,1,2,3,2,2,4,"","",1,2,1,1,5,3,NA,NA,"0","4","","0","",105,NA,8.2,NA,3,"3",2,"PARCELA LOCALIZADA POR LOS PIES DEL IFN2.
18,COMPROBADOS CRECIMIENTOS.
18,ARBS. QUE ENTRAN POR PENDIENTE: 12, 15 Y 21.
18,HAY REGENERACION DE MAJUELO FUERA DE 5M.
18,1129-5-2. 1148-5-12. 0171-5-2.
18,SP MAT. 0116 ES B. HISPANICA.
18,NO HAY MANIFESTACIONES EROSIVAS.
18,TRATAMIENTO SELVICOLA ANTIGUO (CLARA EN EL INFO2). HAY PODAS BAJAS.
18,ABUNDANCIA DE PIEDRAS SUELTAS.
18,GPS: 0501973-4108968-1928M Y P:4.4M.",98,99,"08/03/07 00:00:00","12/30/99 09:05:16","08/03/07 00:00:00","12/30/99 09:30:16",NA,"573","300","10","10",1,61,61,1,62,62,"T",NA,"18.1360.A.1"
"11516",539000,4752000,"1.687",1,1,687,"A","1",0,1996,"04","0019","2002","","2-4 ","2005","",1,"1","2",100,100,1,2,1,2,2,4,"","",1,2,1,1,8,3,NA,NA,"0","6","1","0","",16,NA,1.5,NA,2,"2",2,"PARCELA ENCONTRADA POR PIES DEL IFN2.
01,PINAR DE SILVESTRE Y PINASTER PRINCIPALMENTE.
01,[CLAESP. RESTO DE ESPECIES=20%]PARA FRONDOSAS.
01,[PIESMAY 002-041]DIAM COMP.
01,CON RUMBO 25 NO ENTRA 026 POR Ø.
01,[PIESMAY 006-026]FORMA COMP.
01,[PIESMAY 008-026]Ø COMP.
01,[PIESMAY 010-026]FORMA COMP.
01,SIN AJUSTES DEL GPS.
01,",20,9900000010051004,"11/02/05 00:00:00","12/30/99 10:44:13","11/02/05 00:00:00","12/30/99 12:32:58",NA,"1058","115","267","10",289919,6,34,289919,7,33,"T",9900000010051276,"1.687.A.1"
"19290",NA,NA,"10.2986",10,10,2986,"A","1",0,1984,"K","0008","1997","","2-3","2001","087",1,"1","2",100,90,1,2,1,2,2,4,"10/25/01 00:00:00","12/30/99 15:52:00",1,2,1,1,4,3,NA,NA,"0","0","","0","",258,0,8,0,2,"2",3,"DEJO UN 1 DE OCUPACION PARA LAS DEMAS   ESPECIES.
PIE 4 IFN3 ENTRA POR   PENDIENTE. 
PIE  5  IFN3   ENTRA  POR   PENDIENTE.
PINO  A   115  GRDS   NO  ENTRA    POR  DIAMETRO.
PIES  17 Y  27  IFN3    ENTRAN  POR  PENDIENTE.
PINO  A  345 GRDS  NO  ENTRA  POR   DIAMETRO.
PINO A 366  GRDS    NO ENTRA   POR DIAMETRO.
PINO A  377  GRDS  NO   ENTRA POR DISTANCIA.
NO HE   VISTO   ENCINA EN LA PARCELA.
MANTENGO  LA   PENDIENTE DE IFN2.
HAY    HELECHOS.
PRESENCIA DE ALGUNOS TRONCOS    PEQUENOS  TIRADOS Y PODRIDOS EN EL   SUELO.
DURANTE LA LOCALIZACION Y EL    LEVANTAMIENTO HA ESTADO PRESENTE EL    TECNICO, DE TRAGSATEC, VICTOR BARON.",14,45,"10/25/01 00:00:00","12/30/99 13:36:35","10/25/01 00:00:00","12/30/99 16:05:45",149,"087","070","150","10",511981,24,17,511981,23,18,"D",1,"10.2986.A.1"
"22342",NA,NA,"12.879",12,12,879,"A","1",0,1985,"K","0010","2003","","2-3 ","2006","",1,"1","1",65,55,1,2,4,2,2,4,"","",1,2,1,6,5,1,NA,NA,"4","0","","0","",220,NA,7.5,NA,1,"1",2,"REJON LOCALIZADO CON FOTOS AEREAS Y PIES IFN2.
12,COORDENADAS TOMADAS CON UNA PRECISION DE 8.5M.
12,[CLAESP. RESTO DE ESPECIES=0%] ENEBRO OXYCEDRO Y ENCINA. LA FCCT Y FCCA ES REPRESENTATIVA DE LA PARCELA PERO NO DEL RESTO DE LA MASA.
12,HAN ENSANCHADO LA PISTA, CORTANDO ALGUNOS PIES PROXIMOS A LA PARCELA.
12,[ESPECIES PRESENTES]EN LOS ALREDEDORES HAY QUEJIGO Y ACEBO.
12,[SUELO] CALICATA DESPLAZADA A 100G Y 2M.
12,REACCION DEL SUELO COMPROBADA.
12,[FISIOGRAFÍA] SE CORRIGE LA ORIENTACION FISIOGRAFICA. LA PENDIENTE SE CORRESPONDE CON LA MITAD DE LA PARCELA.",13,990,"02/20/06 00:00:00","12/30/99 10:05:04","02/20/06 00:00:00","12/30/99 12:28:08",NA,"120","60","260","10",289030,12,28,289030,13,27,"T",99,"12.879.A.1"
"22375",NA,NA,"12.907",12,12,907,"A","3E",0,2003,"","4-1 ","1985","K","0010","2006","",1,"1","1",95,90,1,2,2,3,2,4,"","",1,2,1,1,9,4,NA,NA,"4","0","","0","",240,NA,4.5,NA,1,"1",2,"CRUCE DE COORDENADAS LOCALIZADO CON ORTOFOTO Y GPS CON UNA PRECISION DE 6M.
12,[CLAESP. RESTO DE ESPECIES=0%] ENCINA Y ENEBRO COMUNIS.
12,[PIES MAYORES] A RUMBO 5G  HAY UN PINO QUE NO ENTRA POR DISTANCIA REDUCIDA LATERAL 15.1M. 
12,A 116G HAY UN PINO QUE NO ENTRA POR DISTANCIA LATERAL 15.1M.
12,[PIESMAY 011-021] DN COMPROBADO. HT COMPROBADA.
12,[PIESMAY 046-025] ESPECIE COMPROBADA.
12,[PIESMAY 069-021] HT  Y DN COMPROBADOS.
12,(SUELO] REACCION DEL SUELO COMPROBADA",13,990,"02/17/06 00:00:00","12/30/99 11:30:09","02/17/06 00:00:00","12/30/99 14:22:37",NA,"120","240","58","6",289030,10,30,289030,11,29,"T",99,"12.907.A.3E"
"22383",NA,NA,"12.917",12,12,917,"A","4",0,2003,"","4-1 ","1985","L","0011","2006","",1,"1","1",80,65,1,2,3,1,2,4,"","",1,2,1,1,7,3,NA,NA,"4","0","","0","",300,NA,5.5,NA,2,"1",2,"REJON NO LOCALIZADO. HAN CORTADO POR ENTRESACA EN LA MASA Y LAS REFERENCIAS DEL IFN2 NO INDICAN NADA.
12,CLASIFICO LA PARCELA COMO A4.
12,CRUCE DE COORDENADAS LOCALIZADO CON ORTOFOTO Y GPS, CON UNA PRECISION DE 5.2M.
12,[CLAESP. RESTO DE ESPECIES=10%] PINO LARICIO, J.COMMUNIS, MAJUELO Y GUILLOMO.OCUPACIONES Y ESPECIES COMPROBADAS.
12,[PIES MAYORES] A 101G HAY UN 026 QUE NO ENTRA POR DISTANCIA REDUCIDA LATERAL 10.1M.
12,[LOCALIZACIÓN ACCESO LEVANTAMIENTO] AL ACCEDER A LA PARCELA, ATRANCO EL COCHE EN UN NEVERO, TENIENDO QUE HACER EL RESTO DEL TRAYECTO A PIE DESPUES DE SACARLO.",13,990,"03/15/06 00:00:00","12/30/99 10:56:23","03/15/06 00:00:00","12/30/99 12:59:46",NA,"120","170","40","7",289022,0,40,289022,1,39,"T",99,"12.917.A.4"
"26789",NA,NA,"15.630",15,15,630,"A","1",0,1984,"M","0011","1997","5","6787","1997","050",1,"1","1",100,50,1,2,1,3,1,4,"06/22/98 00:00:00","12/30/99 10:33:00",1,2,1,1,7,5,NA,NA,"0","3","4","0","",390,0,1,0,2,"2",2,"-NO DOY OCUPACIÓN A LAS OTRAS SP
15,-NO HE VISTO EL PINO INSIGNIS POR  NINGÚN SITIO
15,- PIE 11 DIAMETRO COMPROBADO.",3,NA,"12/10/97 00:00:00","12/30/99 13:05:00","12/10/97 00:00:00","12/30/99 16:05:00",NA,"070","","","",NA,NA,NA,NA,NA,NA,"T",NA,"15.630.A.1"
"28441",NA,NA,"16.2240",16,16,2240,"A","1",0,1985,"L","0006","1998","","3-4","2003","161",1,"1","1",90,60,1,2,1,1,2,4,"08/04/03 00:00:00","12/30/99 10:52:00",1,2,1,1,8,1,NA,NA,"4","0","","0","",260,0,0.8,0,1,"2",2,"ENCONTRADO REJON POR FOTOGRAFIA AEREA Y  RUMBO Y DISTANCIA A PIES DE IFN2.
COMPROBADO QUE EL PINO HALEPENSIS DE  IFN2. ES PINASTER, AUNQUE ACTUALMENTE  ESTA PRESENTE EL PINO HALEPENSIS Y  LARICIO EN ESTADO LATIZAL BAJO.
LA ENCINA Y EL ENEBRO SOLO ESTAN  PRESENTES TAMBIEN.
LA PARCELA FUE DESPLAZADA EN IFN2 PARA  DEJARLA FUERA DE UN CULTIVO.
COMPROBADA ALTURA PIE 1.
COMPROBADOS DIAMETROS PIE 4.
COMPROBADA ESPECIES PIES 2,7, 9 Y 10.
COMPROBADO RUMBO PIE 19.
EL DESRRAME DE LAS CORTAS ESTA SIN  RECOGER.COMPROBADA ESPECIE .
HAY PODA NATURAL DEBIDO A LA ESPESURA  DE LA MASA TAMBIEN HAY PINOS MUERTOS Y  TIRADOS POR EL SUELO.
POR LOS ALREDEDORES DE LA PARCELA HAY  PINO PIÑONERO, CHOPO Y SABINA.",9,15,"08/04/03 00:00:00","12/30/99 09:15:40","08/04/03 00:00:00","12/30/99 11:03:25",108,"134","118","304","10",62423,22,19,62423,21,20,"D",1,"16.2240.A.1"
"30029",NA,NA,"16.807",16,16,807,"A","1",0,1985,"L","0003","1998","","3-1","2003","078",1,"1","1",90,80,1,2,3,2,2,4,"07/31/03 00:00:00","12/30/99 13:58:00",1,2,1,1,4,2,NA,NA,"0","0","","0","",290,0,3.2,0,2,"1",2,"REJON ENCONTRADO POR PIES DEL IFN2.NO    DEJO OCUPACION PARA OTRAS   ESPECIES.ARBOL N8 DIAMETROS  CORRECTOS.ARBOL N24 RESINADO. ARBOL N25 DIAMETROS COMPROBADOS.",8,5,"07/31/03 00:00:00","12/30/99 12:36:55","07/31/03 00:00:00","12/30/99 14:03:12",86,"219","187","383","12",62427,32,9,62427,31,10,"D",4,"16.807.A.1"
"30037",NA,NA,"16.814",16,16,814,"A","1",0,1985,"L","0003","1998","","3-1","2003","227",1,"1","1",90,50,1,2,2,1,2,4,"07/31/03 00:00:00","12/30/99 10:30:00",1,2,1,1,7,4,NA,NA,"0","0","","0","",145,0,5.8,0,2,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2.NO DEJO OCUPACION PARA OTRAS ESPECIES.A 64   GRS HAY UN PIE QUE NO ENTRA POR   DISTANCIA.HAY TOCONES DE CORTAS  ANTIGUAS.",8,5,"07/31/03 00:00:00","12/30/99 09:43:46","07/31/03 00:00:00","12/30/99 10:35:10",51,"219","300","079","08",62427,34,7,62427,33,8,"D",4,"16.814.A.1"
