"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"11920",543000,4770000,"20.650",20,20,650,"A","3E",0,2002,"","3-1 ","1993","18","0007","2005","",1,"1","1",100,90,1,2,1,2,2,4,"","",1,2,1,1,4,6,NA,NA,"0","0","","0","",360,NA,12.2,NA,1,"2",2,"PARCELA A3E, DISCREPADA EN CAMPO, PORQUE EL PINCHAZO IFN2 ESTA TOCANDO OTRA TESELA.
20,COORDENADA DESPLAZADA 15.5 MT. A 180 GR. PARA CENTRARLA EN LA TESELA DONDE ESTA SITUADA.
20,PARCELA LOCALIZADA POR ORTOFOTO.
20,[CLAESP. RESTO DE ESPECIES=10%]
20,[PIESMAY 002-041] BIFURCADO POR ENCIMA DE 6 MT.
20,ROBLES A 38 Y 77 GR. NO ENTRAN POR DISTANCIA.
20,ROBLES A 211 Y 232 GR. NO ENTRAN POR DIAMETRO.
20,CASTAÑO A 237 GR Y 9.8 MT. NO ENTRA POR DIAMETRO.
20,[ESPECIES PRESENTES] FUERA DE LA PARCELA HAY PINO RADIATA.
20,HAY HELECHOS.
20,[MATORRAL]",14,9900000000000016,"07/29/05 00:00:00","12/30/99 10:35:22","07/29/05 00:00:00","12/30/99 12:29:16",NA,"20074","360","160","10",221993,26,14,221993,27,13,"T",9900000020026184,"20.650.A.3E"
"12290",546996,4785959,"20.106",20,20,106,"A","1",0,1993,"10","9966","2002","","3-2 ","2005","",1,"1","1",100,70,1,2,1,3,2,4,"","",1,2,1,1,2,3,NA,NA,"0","0","","0","",145,NA,16.5,NA,1,"1",2,"ENCONTRADO EL REJON POR LOS PIES DEL IFN2.
20,COORDENADAS: 546996-4785959.
20,20% RESTO DE ESPECIES.
20,PIE 1 ESPECIE COMPROBADA Y CORREGIDA.
20,PIE 3 MEDIDO A 1,20 M.
20,PIE 4 ENTRA POR CORRECCION DE PENDIENTE.
20,PIE 16 DIAMETROS COMPROBADOS.
20,RUMBOS, FORMAS Y ALTURAS COMPROBADAS Y CORREGIDAS.
20,NO HAY MATORRAL. ABUNDANCIA DE HELECHOS Y GRAMINEAS.
20,",12,9900000020026036,"08/26/05 00:00:00","12/30/99 11:26:22","08/26/05 00:00:00","12/30/99 13:05:37",NA,"20074","20","255","10",224351,20,20,224351,21,19,"T",9900000000000414,"20.106.A.1"
"12356",547021,4787993,"20.70",20,20,70,"A","1",0,1993,"09","9688","2002","","3-2 ","2005","",1,"1","1",100,60,1,2,1,3,2,4,"","",1,2,1,1,6,4,NA,NA,"0","0","","0","",385,NA,15,NA,2,"2",3,"ENCONTRADO EL REJON POR LOS PIES DEL IFN2.
20,COORDENADAS:0547021-4787993.
20,10% RESTO DE ESPECIES.
20,[PIESMAY 005-072] ESPECIE COMPROBADA Y CORREGIDA.
20,A 79 G. Y 15 M. NO ENTRA 041 POR DIAMETRO Y DISTANCIA.
20,A 193 G. Y 14.3 NO ENTRA 072 POR DIAMETRO.
20,[PIESMAY 013-072] DISTANCIA COMPROBADA Y CORREGIDA.
20,[PIESMAY 025.ESPECIE COMPROBADA Y CORREGIDA.
20,ALTURAS, DIAMETROS Y FORMAS COMPROBADO Y CORREGIDO.
20,",12,9900000020026036,"09/20/05 00:00:00","12/30/99 04:05:02","09/20/05 00:00:00","12/30/99 06:42:27",NA,"20074","35","280","7",224358,16,24,224358,17,23,"T",9900000000000414,"20.70.A.1"
"12578",550000,4774000,"20.576",20,20,576,"A","1",0,1993,"16","6090","2002","","1-4 ","2005","",1,"1","1",100,85,1,2,1,3,2,4,"","",1,2,1,1,5,4,NA,NA,"0","0","","0","",125,NA,9.5,NA,2,"1",2,"ENCONTRADO EL REJON POR LOS PIES DEL IFN2.
20,20% RESTO DE ESPECIES.
20,[PIESMAY 020-041] ESPECIE COMPROBADA Y CORREGIDA.
20,A 348 G. Y 13.3 M. NO ENTRA 041 POR DIAMETRO.
20,[PIESMAY 024-072] FORMA CORREGIDA.
20,",12,9900000020026036,"06/30/05 00:00:00","12/30/99 09:51:56","06/30/05 00:00:00","12/30/99 11:54:36",NA,"20074","15","20","11",222017,12,28,222017,13,27,"T",9900000020026184,"20.576.A.1"
"12682",551994,4785994,"20.110",20,20,110,"A","1",0,1993,"10","9950","2002","","3-2 ","2005","",1,"1","1",100,90,1,2,1,2,2,4,"","",1,2,1,1,5,3,NA,NA,"0","0","","0","",260,NA,15.5,NA,2,"1",2,"ENCONTRADO EL REJON POR LOS PIES DEL IFN2.
20,COORDENADAS: 0551994-4785994.
20,A 6 M. Y 50 G. NO ENTRA 072 POR DIAMETRO.
20,A 97 G. Y 6.6 M. NO ENTRA 072 POR DIAMETRO.
20,A 318 G. Y 5.8 M. NO ENTRA 072 POR DISTANCIA.
20,PIE 10 Y 12 RUMBOS COMPROBADOS.
20,PIES 4 Y 15 ESPECIES COMPROBADAS Y CORREGIDAS.
20,FORMAS, ALTURAS Y DIAMETROS COMPROBADOS Y CORREGIDOS.
20,LOS PIES 5, 14, 15, 21 Y 23 ENTRAN POR CORRECCION DE PENDIENTE.
20,",12,9900000020026036,"10/27/05 00:00:00","12/30/99 10:40:31","10/27/05 00:00:00","12/30/99 14:21:01",NA,"20074","0","100","10",289910,26,14,289910,27,13,"T",9900000000000414,"20.110.A.1"
"13076",557000,4758000,"20.1083",20,20,1083,"A","1",0,1993,"24","8718","2002","","2-1 ","2005","",1,"1","1",100,90,1,2,1,2,2,4,"","",1,2,1,1,6,4,NA,NA,"0","0","","0","",15,NA,18,NA,2,"1",3,"[CLAESP. RESTO DE ESPECIES=20%]
20,[PIESMAY 001-072] MEDIDO A 1.20M.
20,[PIESMAY 002-072] MEDIDO A 1.15M, COMPROBADO DIAMETRO.
20,[PIESMAY 005-072] COMPROBADO DIAMETRO (TIENE EL TRONCO ABIERTO Y HUECO).
20,[PIESMAY 007-072] COMPROBADO DIAMETRO MEDIDO A 1.20M.
20,[PIESMAY 010-072] MEDIDO A 0.5M, SOLO TIENE ALGUN BROTE VIVO, TRONCO HUECO Y PODRIDO.
20,[PIESMAY 011-072] COMPROBADA FORMA Y DIAMETRO MEDIDO A 0.7M
20,[PIESMAY 012-092] TUMBADO.
20,[PIESMAY 017-041] COMPROBADO RUMBO.
20,[PIESMAY 019-255] COMPROBADA DISTANCIA.
20,[PIESMAY 022-072] COMPROBADO DIAMETRO MEDIDO A 0.6M Y FORMA (EL RESTO DE LAS RAMAS ESTAN SECAS).
20,[PIES MAYORES] 092 A 295G Y 1.8M TUMBADA, LA CONSIDERO CEPA POR TENER BROTES VERTICALES, LOS PIES MENORES SON BROTES DE ESTA CEPA. 
20,[PIESMAY 025-273] COMPROBADO RUMBO.
20,[PIESMAY 027-273] COMPROBADO RUMBO.
20,[PIESMAY 028-041] COMPROBADA ESPECIE.
20,[PIESMAY 030-072] COMPROBADO DIAMETRO MEDIDO A 1.0M, SOLO TIENE ALGUN BROTE VIVO; COMPROBADA ALTURA Y FORMA.
20,
20,
20,",1,9900000000000046,"07/29/05 00:00:00","12/30/99 09:02:16","07/29/05 00:00:00","12/30/99 13:29:07",NA,"20051","325","130","9",222028,34,6,222028,35,5,"T",9900000020026184,"20.1083.A.1"
"13130",557996,4776961,"20.532",20,20,532,"A","1",0,1993,"15","0015","2002","","2-1 ","2005","",1,"1","1",90,90,1,2,2,3,2,4,"","",1,2,1,1,5,2,NA,NA,"0","0","","0","",75,NA,13,NA,2,"2",3,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2.
20,[CLAESP. RESTO DE ESPECIES=10%]
20,[PIESMAY 001-072] HT COMPROBADA.
20,[PIESMAY 003-054] Ø COMPROBADO.
20,[PIESMAY 006-041] HT COMPROBADA.
20,[PIESMAY 007-041] HT COMPROBADA.
20,[PIESMAY 008-041] HT COMPROBADA.
20,[PIESMAY 012-072] HT COMPROBADA.
20,[PIESMAY 014-072] HT COMPROBADA.
20,[PIESMAY 027-072] HT COMPROBADA.
20,[PIESMAY 033-072] HT Y RIMBO COMPROBADOS.
20,
20,",25,9900000020026048,"08/29/05 00:00:00","12/30/99 10:18:19","08/29/05 00:00:00","12/30/99 13:36:33",NA,"20051","200","0","10",223994,34,6,223994,35,5,"T",9900000020026184,"20.532.A.1"
"13194",558972,4764972,"20.759",20,20,759,"A","1",0,1993,"21","8340","2002","","4-3 ","2005","",1,"1","1",100,85,1,2,1,2,2,4,"","",1,2,1,1,6,4,NA,NA,"0","3","","0","",110,NA,14,NA,2,"2",3,"[IDENTIFICACIÓN Y CLASIFICACIÓN] PARCELA A1, LAS COORDENADAS ESTAN EN LA MISMA TESELA QUE EL PINCHAZO DEL IFN2 AUNQUE MUY CERCA DE OTRA TESELA IMPRUDUCTIVA DE UN VERTEDERO INDUSTRIAL (COMPROBADO). EN LA PARCELA PREDOMINAN LAS FRONDOSAS (CASTAÑOS Y ROBLES) MIENTRAS QUE POR ALREDEDORES PREDOMINA EL 028 FUSTAL DENTRO DE LA MISMA TESELA, LOS 028 DE LA PARCELA SE CORTARON CASI TODOS. 
20,[CLAESP. RESTO DE ESPECIES=20%] ESPECIES 072 Y 043 EN ESTADO 3 POR SER INTERMEDIO ENTRE EL 2 (MUY ABUNDANTE) Y EL 4 DE LOS FUSTALES QUE QUEDAN VIVOS, QUE PARECEN AFECTADOS POR UN ANTIGUO FUEGO ANTERIOR AL IFN2.
20,[PIES MAYORES]
20,[PIESMAY 001-072] COMPROBADA ALTURA (COPA SECA).
20,[PIESMAY 002-072] COMPROBADA ALTURA Y FORMA (COPA SECA, SOLO TIENE ALGUN BROTE).
20,[PIESMAY 003-041] COMPROBADA FORMA.
20,[PIESMAY 004-041] COMPROBADA FORMA.
20,[PIESMAY 005-072] COMPROBADA ALTURA.
20,[PIESMAY 009-072] COMPROBADA ALTURA.
20,[PIESMAY 010-072] COMPROBADA ALTURA.  LEVANTAMIENTO DIFICULTADO POR LAS ZARZAS Y LA DENSIDAD DE VEGETACION. ",1,9900000000000046,"10/03/05 00:00:00","12/30/99 15:18:44","10/04/05 00:00:00","12/30/99 13:42:35",NA,"20051","220","20","5",289944,12,28,289944,13,27,"T",9900000000000414,"20.759.A.1"
"13385",562000,4756000,"20.1119",20,20,1119,"A","1",0,1993,"25","8803","2002","","2-4 ","2005","",1,"1","1",100,75,1,2,2,2,2,4,"","",1,2,1,1,5,2,NA,NA,"0","0","","0","",330,NA,16,NA,2,"3",2,"[CLAESP. RESTO DE ESPECIES=20%] COMPROBADA OCUPACION, LA ESPECIE 071 ES MAS ABUNDANTE EN LOS ALREDEDORES.
20,[PIESMAY 003-072] COMPROBADA ESPECIE Y  FORMA.
20,[PIESMAY 004-072] COMPROBADA ESPECIE Y DISTANCIA.
20,[PIESMAY 002-072] ENTRA JUSTO CON PENDIENTE.
20,[PIESMAY 005-071] MEDIDO A 1.20M, COMPROBADA FORMA Y ALTURA (COPA SECA).
20,[PIESMAY 007-041] MEDIDO A 1.20M.
20,[PIESMAY 008-041] COMPROBADA ALTURA.
20,[PIESMAY 010-041] COMPROBADA ALTURA.
20,[PIESMAY 011-041] COMPROBADO DIAMETRO Y ALTURA.
20,[PIESMAY 012-072] ENTRA JUSTO CON PENDIENTE.
20,[PIESMAY 013-072] COMPROBADA ALTURA.  PARCELA AFECTADA POR EL FUEGO ANTES DEL IFN2.
20,
20,
20,",1,9900000000000046,"06/24/05 00:00:00","12/30/99 12:37:11","06/24/05 00:00:00","12/30/99 14:56:34",NA,"20051","275","50","4",222042,18,22,222042,19,21,"T",9900000020026184,"20.1119.A.1"
"13391",562000,4766000,"20.746",20,20,746,"A","1",0,1993,"20","8236","2002","","4-2 ","2005","",1,"1","1",100,85,1,2,1,2,2,4,"","",1,2,1,1,6,3,NA,NA,"0","0","","0","",365,NA,7,NA,2,"1",2,"[CLAESP. RESTO DE ESPECIES=10%]
20,[PIESMAY 007-072] SE DIO POR MUERTO EN IFN2, AHORA TIENE ALGUN BROTE POR ENCIMA DE 1.30M.
20,[PIES MAYORES] 041 A 12.9M Y 179G NO ENTRA POR POCO DIAMETRO.
20,[PIESMAY 011-041] MEDIDO A 1.60M.
20,[PIESMAY 014-041] MEDIDO A 0.65M, COMPROBADO DIAMETRO.
20,[PIESMAY 015-041] COMPROBADO DIAMETRO, POSIBLE ERROR EN IFN2 AL ANOTAR LA PRIMERA MEDIDA.
20,[PIESMAY 017-054] COMPROBADA ESPECIE.
20,[MATORRAL] A +10M HAY 0102, 0106, 0120. A +25M HAY 092.",1,9900000000000046,"05/30/05 00:00:00","12/30/99 13:03:26","05/30/05 00:00:00","12/30/99 15:17:23",NA,"20051","375","175","8",221989,14,26,221989,15,25,"T",9900000020026184,"20.746.A.1"
"13392",562000,4767000,"20.729",20,20,729,"A","1",0,1993,"20","8236","2002","","4-2 ","2005","",1,"1","1",100,85,1,2,1,2,1,4,"","",1,2,1,1,6,3,NA,NA,"0","0","","0","",235,NA,10,NA,2,"2",2,"[PIESMAY 002-072] COMPROBADA ALTURA.
20,[PIES MAYORES] 072 A 160G NO ENTRA POR DISTANCIA (+25M).
20,[PIESMAY 011-041] COMPROBADA ALTURA (DESCOPADO), TAMBIEN TIENE DAÑO POR FUEGO.  EL FUEGO ES MUY LOCALIZADO Y PUDO SER ORIGINADO POR UN RAYO, ANTERIOR AL IFN2.   
20,[PIESMAY 014-041] MEDIDO A 1.10M.
20,[PIESMAY 016-041] MEDIDO A 0.8M.
20,[MATORRAL] A +10M HAY 0102, 1103, 0130.",1,9900000000000046,"05/30/05 00:00:00","12/30/99 09:13:37","05/30/05 00:00:00","12/30/99 11:49:28",NA,"20051","300","110","9",221989,12,28,221989,13,27,"T",9900000020026184,"20.729.A.1"
"13501",564990,4762024,"20.813",20,20,813,"A","1",0,1993,"22","8494","2002","","4-4 ","2005","",1,"1","1",100,30,1,2,2,2,2,4,"","",1,2,1,1,1,3,NA,NA,"2","0","","2","",84,NA,8,NA,2,"2",2,"PARCELA LOCALIZADA POR LAS FOTOS AEREAS Y PIES MAYORES DEL IFN2.  [CLAESP. RESTO DE ESPECIES=10%]. OCUPACION COMPROBADA. EN LA PARCELA HAN CORTADO TODOS LOS PINOS FUSTALES Y HAN REPOBLADO DE NUEVO CON PINOS EN ESTADO 1. 
20,072 A 75G Y 13.8M NO ENTRA POR DIAMETRO.
20,[PIESMAY 004-072] MEDIDO A 1M POR DEFORMACION DEL TRONCO.
20,[PIESMAY 006-041] DIAMETRO COMPROBADO.
20,[PIESMAY 010-073] ENTRA JUSTO POR PENDIENTE.
20,[SUELO] CALICATA HECHA A 150G POR IMPOSIBILIDAD DE HACERLA A 300G.
20,[RIESGOS] EL MODELO COMBUSTIBLE PUEDE CAMBIAR A 011 EN ALGUNAS PARTES DE LA PARCELA.",19,9900000020026044,"08/25/05 00:00:00","12/30/99 11:59:11","08/25/05 00:00:00","12/30/99 13:19:19",NA,"20019","160","370","10",226781,24,16,226781,25,15,"T",9900000020026184,"20.813.A.1"
"13513",565000,4760000,"20.1055",20,20,1055,"A","3E",0,2002,"","2-2 ","1993","24","8734","2005","",1,"1","1",95,90,1,2,2,3,2,4,"","",1,2,1,1,6,3,NA,NA,"0","0","","0","",260,NA,13,NA,1,"1",2,"PARCELA PINCHADA EN EL CRUCE DE COORDENADAS SEGUN CROQUIS. PARCELA DESPLAZADA 5.5M A 375G PARA INCLUIRLA TOTALMENTE EN SU TESELA. [CLAESP. RESTO DE ESPECIES=10%].
20,[PIE 1, 4 ENTRAN POR PENDIENTE.
20,[PIESMAY 013-] MEDIDO A 1.20M POR RAMA.
20,[PIE 15 MEDIDO CON CINTA.
20,[ESPECIES PRESENTES] EN LOS ALREDEDORES DE LA PARCELA HAY SP 028 Y 034.
20,[SELVICULTURA] HAY CORTAS ANTIGUAS NO ESPECIFICADAS EN SU APARTADO.",19,9900000020026044,"07/13/05 00:00:00","12/30/99 11:47:35","07/13/05 00:00:00","12/30/99 14:02:48",NA,"20019","110","195","8",222029,6,34,222029,7,33,"T",9900000020026184,"20.1055.A.3E"
"13519",565000,4774000,"20.588",20,20,588,"A","3C",0,1993,"17","0019","2002","","2-4 ","2005","",1,"1","1",90,70,1,2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",70,NA,15.5,NA,2,"2",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2.
20,LA LLAMO A3-C POR ESTAR A CABALLO ENTRE MASAS.
20,[CLAESP. RESTO DE ESPECIES=20%]
20,HAY REGENERACION DE 072, 041, 054, 074 Y SAUCO.",25,9900000020026048,"09/30/05 00:00:00","12/30/99 10:41:51","09/30/05 00:00:00","12/30/99 11:59:30",NA,"20051","","","",NA,NA,NA,NA,NA,NA,"T",9900000020026184,"20.588.A.3C"
"13532",565000,4787000,"20.102",20,20,102,"A","1",0,1993,"10","9918","2002","","4-2 ","2005","",1,"1","1",100,90,1,2,2,3,2,4,"","",1,2,1,6,6,1,NA,NA,"0","8","","0","",22,NA,17,NA,2,"2",3,"PARCELA LOCALIZADA POR PIES Y FOTOS DE IFN 2.
20,OCUPACION DE ESPECIES COMPROBADA.
20,[CLAESP. RESTO DE ESPECIES=10%]
20,[PIESMAY 001-041]DISTANCIA COMPROBADA.GRAN ABUNDANCIA DE HIEDRA EN EL PIE,TRONCO EN MAL ESTADO.
20,LOS ROBLES ENTRAN POR PENDIENTE Y YA TENIAN 42 HACE 10 AÑOS.
20,[PIESMAY 003-041]DIAMETRO MEDIDO A CINTA.
20,[PIESMAY 004-041]NO BIFURCADO.
20,[PIESMAY 002-041] RUMBO ESTIMADO POR FALTA  DE VISIBILIDAD.HIEDRA EVITADA PARA MEDICION.
20,ARBOL QUE ENTRA POR DISTANCIA REDUCIDA.
20,[PIESMAY 006-041]DIAMETRO MEDIDO A CINTA Y COMPROBADO.TRONCO EN MUY MAL ESTADO Y CON UNA CAVIDAD.PIE QUE ENTRA POR DISTANCIA REDUCIDA.
20,[PIES MAYORES] A 92 GR Y 27.7 MTS NO 041 POR DISTANCIA CON CORRECCION DE PENDIENTE.
20,A 7.7 MTS. Y 97 GR.NO FRESNO POR DIAMETRO.
20,[PIESMAY 007-041] DIAMETRO MEDIDO A CINTA Y COMPROBADO.FORMA COMPROBADA.HUECO EN TRONCO.ABUNDANTE HIEDRA EN TRONCO Y RAMAS.ALTURA COMPROBADA.FORMA COMPROBADA.
20,[PIESMAY 011-072] PIE PRACTICAMENTE TUMBADO CON ABUNDANTE ZARZAPARRILLA EN COPA,PUEDE SER ERROR DE IFN2 POR DIAMETROS AL PENSAR QUE ESTABA MUERTO PERO NO ES SEGURO,PUES EL CRECIMIENTO CREA DUDAS.LONGITUD MEDIDA A CINTA Y APROXIMADA POR FALTA ACCESO.
20,A 27.4 MTS Y 160 GR. NO 041 POR DISTANCIA,(COMPROBADA LA REDUCIDA.)
20,PIES 12 Y 13 PERTENECEN A OTRA TESELA QUE ROZA EN ESCASOS 5 MTS LA DE LA PARCELA.
20,CRECIMIENTOS GRANDES POR ENCONTRARSE AL BORDE DE UN ARROYO CON ABUNDANTE CAUDAL.
20,[PIESMAY 014-041] DIAMETRO MEDIDO A CINTA A 1.10 MTS. DAÑOS DE HIEDRA Y ENGROSAMIENTOS.FORMA COMPROBADA.ALTURA COMPROBADA.
20,[PIESMAY 015-041]DISTANCIA Y DIAMETROS COMPROBADOS.ALTURA COMPROBADA.
20,[PIESMAY 017-041]ALTURA Y FORMA COMPROBADA.TRONCO CASI PODRIDO Y HUECO,SE SIGUE CRITERIO IFN 2 PARA MEDIR.HA PERDIDO TODA LA PARTE AEREA.DIAMETRO MEDIDO A CINTA.
20,[PIESMAY 018-072]DISTANCIA,RUMBO,Y ESPECIE COMPROBADOS.PODAS MUY VIEJAS Y POCOS UNIFORMES. PERDIDA DE RAMAS POR DOMINANCIA.
20,",24,9900000020026046,"08/18/05 00:00:00","12/30/99 12:04:12","08/19/05 00:00:00","12/30/99 15:12:41",NA,"20009","20","220","10",407031,28,12,407031,29,11,"T",9900000020026184,"20.102.A.1"
"13646",568000,4785000,"20.339",20,20,339,"A","1",0,1993,"11","0068","2002","","3-1 ","2005","",1,"1","1",90,45,1,2,2,3,2,6,"","",1,1,2,6,5,1,NA,NA,"0","0","","0","",18,NA,15,NA,2,"2",3,"PARCELA LOCALIZADA POR PIES Y FOTOS DE IFN 2.
20,[CLAESP. RESTO DE ESPECIES=10%]
20,[PIESMAY 005-058]DISTANCIA COMPROBADA.
20,[PIESMAY 009-072]DISTANCIA COMPROBADA.
20,[PIESMAY 014-072]PIE MEDIDO A CINTA Y DISTANCIA COMPROBADA.
20,[PIESMAY 010-072] ARBOL CON EL TRONCO HUECO.MEDIDO A CINTA EL DIAMETRO.
20,[PIESMAY 012-072] PIE MEDIDO EL DIAMETRO A CINTA.TRONCO HUECO.
20,[PIESMAY 016-074]DIAMETRO COMPROBADO.
20,[PIESMAY 017-055] ESPECIE COMPROBADA.RUMBO COMPROBADO.
20,[PIESMAY 020-041]FORMA COMPROBADA.
20,[PIES MAYORES]PIES 1,2,3 Y 4 ALTURA TOMADA A HIPSOMETRO POR FALLO DE DISTANCIOMETRO.
20,LAS DISTANCIAS Y RUMBOS COMPROBADOS,VARIAN PORQUE EL TERRENO SE HA DESPRENDIDO Y EL REJON NO ESTABA.SE HA CUADRADO PARA PINCHAR.
20,A 21.6 MTS Y 155 GR. NO HAYA POR DIAMETRO.
20,[REGENERACIÓN]NO HAY REGENERACION EN LA PARCELA.
20,[RIESGOS]HAY MADERA MUERTA GRUESA.
20,LOS CASTAÑOS GRANDES ESTAN CON EL INTERIOR DEL TRONCO QUEMADO POR CAUSAS DESCONOCIDAS.
20,[LOCALIZACIÓN ACCESO LEVANTAMIENTO]
20,LEVANTAMIENTO 3 POR TERRENO.",24,9900000020026046,"07/13/05 00:00:00","12/30/99 11:21:07","07/13/05 00:00:00","12/30/99 15:37:17",NA,"20009","230","80","10",226800,28,12,226800,29,11,"T",9900000020026184,"20.339.A.1"
"13906",575025,4769983,"20.951",20,20,951,"A","1",0,1993,"19","8063","2002","","3-2 ","2005","",1,"1","1",100,90,1,2,2,3,2,4,"","",1,2,1,1,9,3,NA,NA,"0","0","","0","",100,NA,11,NA,2,"2",3,"PARCELA LOCALIZADA POR LAS FOTOS AEREAS Y PIES MAYORES DEL IFN2. PARCELA DESPLAZADA EN EL IFN2 16M A 309G PARA INCLUIRLA TOTALMENTE EN SU TESELA.[CLAESP. RESTO DE ESPECIES=10%].
20,[PIES MAYORES RUMBOS COMPROBADOS.
20,[PIESMAY 003-054] ESPECIE COMPROBADA.
20,[PIESMAY 005-072] ESPECIE COMPROBADA.
20,[PIESMAY 007-072] MEDIDO A 1.20M POR ENSANCHAMIENTO.
20,[PIESMAY 009-041] DIAMETRO COMPROBADO.
20,[PIES MAYORES]
20,[PIESMAY 010-041] DIAMETRO COMPROBADO.
20,[PIES 13, 14, 15, 16, 17, 18, 19, 26, 31,  ENTRAN POR PENDIENTE.
20,[PIESMAY 016-072] MEDIDO A 1.20M POR RAMA.
20,[PIESMAY 028-041] DIAMETRO COMPROBADO.
20,[PIESMAY 030-072] MEDIDO A 1.10M POR DEFORMACION DEL TRONCO.
20,SP 054 A 312G Y 10M NO ENTRA POR DIAMETRO.
20,[PIESMAY 033-041] ALTURA COMPROBADA. PIE 15 Y 5 ALTURAS COMPROBADAS. ",19,9900000020026044,"10/17/05 00:00:00","12/30/99 10:14:34","10/17/05 00:00:00","12/30/99 13:01:31",NA,"20019","255","75","10",226785,22,18,226785,23,17,"T",9900000020026184,"20.951.A.1"
"14041",580000,4778000,"20.843",20,20,843,"A","3C",0,1993,"15","5968","2002","","2-1 ","2005","",1,"1","1",100,95,1,2,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",345,100,22,20,2,"1",2,"PARCELA CLASIFICADA COMO A3C EN GABINETE.
20,LA PARCELA ESTA EN UNA TESELA ESTRECHA CON ALGUNAS ESPECIES DE RIBERA DEBIDO AL ENCHARCAMIENTO QUE SE PRODUCE POR UN PEQUEÑO ARROYO PERO NO CONSIDERO LOS NIVELES DE RIBERA. LA PARCELA A3E COINCIDE EN LA TESELA CONTIGUA DE PLANTACION DE PINO JOVEN.
20,PARCELA ENCONTRADA MEDIANTE FOTOS AEREAS Y CROQUIS.
20,[CLAESP. RESTO DE ESPECIES=10%]
20,LOS PINOS QUE ENTRARON EN EL IFN2 SON DE LA TESELA CONTIGUA, HOY YA ESTAN TALALDOS Y HAN PLANTADO PINOS NUEVOS, PERO NO LOS CONSIDERO PARA LA OCUPACION.
20,[PIES MAYORES]
20,DISTANCIAS COMPROBADAS.
20,[PIESMAY 001-072]ESPECIE Y DISTANCIA COMPROBADAS.
20,[PIESMAY 002-074]DIAMETROS COMPROBADOS, TIENE PODRIDO EL TRONCO.
20,[PIESMAY 003-041]ESPECIE COMPROBADA.
20,[PIESMAY 004-041]DIAMETROS ESTIMADOS POR SER INACCESIBLE PARA SU MEDICION.ESPECIE COMPROBADA.
20,[PIESMAY 006-255]ESPECIE COMPROBADA.
20,[PIESMAY 009-054]ESPECIE Y FORMA COMPROBADAS.
20,[PIESMAY 010-041]ALTURA COMPROBADA, ESTA DOMINADO.
20,[FISIOGRAFÍA]ORIENTACION Y PENDIENTE COMPROBADAS.
20,[REGENERACION]
20,074: 1 PIE MENOR
20,074: MEDIA
20,054: ABUNDANTE
20,255: MEDIA
20,[MATORRAL]
20,0121, 0141, 0130, 0144, 1103, 3102, 0137, 0106.",18,9900000000000020,"07/13/05 00:00:00","12/30/99 09:38:05","07/13/05 00:00:00","12/30/99 11:11:35",NA,"20071","","","",NA,NA,NA,NA,NA,NA,"T",9900000020026184,"20.843.A.3C"
